Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00027.trk
Object,0
Samples,54
rat,91,
trial,3,
date,2007-12-15 12:28:47.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,191.51,165.12,132.00,204.00,e ext,-,146.70
2,0.20,187.93,164.73,244.00,256.00,e ext,3.61,143.19
3,0.40,184.75,166.55,252.00,256.00,e ext,3.66,140.85
4,0.60,181.39,167.19,172.00,192.00,e ext,3.42,137.96
5,0.80,177.87,166.74,172.00,192.00,e ext,3.55,134.53
6,1.00,176.03,165.99,272.00,204.00,e ext,1.98,132.54
7,1.20,171.34,163.14,328.00,216.00,east,5.49,127.13
8,1.40,165.72,159.13,368.00,272.00,east,6.91,120.42
9,1.60,159.39,155.07,400.00,336.00,east,7.52,113.07
10,1.80,154.07,151.57,424.00,344.00,east,6.36,106.88
11,2.00,148.26,149.83,496.00,424.00,east,6.07,100.82
12,2.20,143.45,149.30,496.00,344.00,east,4.84,96.12
13,2.40,139.41,148.22,460.00,300.00,north,4.18,91.95
14,2.60,137.01,147.60,508.00,344.00,north,2.48,89.49
15,2.80,134.55,146.19,472.00,452.00,north,2.83,86.70
16,3.00,132.85,144.20,464.00,224.00,north,2.62,84.41
17,3.20,131.05,140.67,532.00,292.00,north,3.97,81.58
18,3.40,128.43,135.53,552.00,428.00,north,5.76,77.63
19,3.60,125.15,130.47,516.00,372.00,north,6.03,73.28
20,3.80,120.53,126.18,596.00,456.00,north,6.31,67.90
21,4.00,114.55,121.27,584.00,516.00,north,7.73,61.25
22,4.20,109.46,118.09,588.00,492.00,north,6.00,55.87
23,4.40,103.74,115.01,604.00,512.00,north,6.50,50.00
24,4.60,98.07,112.75,604.00,424.00,north,6.10,44.30
25,4.80,93.13,111.26,640.00,452.00,north,5.16,39.38
26,5.00,88.20,109.80,616.00,416.00,west,5.14,34.53
27,5.20,83.26,108.37,632.00,464.00,west,5.14,29.76
28,5.40,79.74,106.27,668.00,468.00,west,4.10,26.65
29,5.60,75.49,103.44,580.00,472.00,west,5.11,23.17
30,5.80,71.21,99.83,536.00,468.00,west,5.60,20.74
31,6.00,66.13,96.79,540.00,428.00,west,5.92,18.23
32,6.20,60.22,92.06,520.00,508.00,west,7.57,17.95
33,6.40,54.91,87.84,568.00,472.00,west,6.78,19.33
34,6.60,49.47,84.14,484.00,492.00,west,6.58,21.94
35,6.80,45.53,82.88,508.00,416.00,west,4.13,23.13
36,7.00,42.36,82.49,524.00,448.00,west,3.19,23.73
37,7.20,39.18,82.95,480.00,420.00,west,3.21,23.90
38,7.40,37.63,84.49,468.00,468.00,west,2.18,22.75
39,7.60,36.94,87.86,464.00,276.00,west,3.45,19.73
40,7.80,38.69,93.96,512.00,344.00,west,6.35,13.40
41,8.00,41.15,99.08,496.00,360.00,west,5.68,7.75
42,8.20,43.53,104.02,472.00,304.00,west,5.48,2.43
43,8.40,44.31,104.82,472.00,184.00,west,1.12,1.61
44,8.60,45.08,106.42,436.00,220.00,platform,1.78,0.00
45,8.80,46.62,108.78,468.00,328.00,platform,2.81,0.00
46,9.00,47.37,111.12,520.00,244.00,platform,2.46,0.00
47,9.20,47.36,111.91,508.00,108.00,platform,0.79,0.00
48,9.40,47.36,111.91,512.00,92.00,platform,0.00,0.00
49,9.60,47.36,111.91,488.00,64.00,platform,0.00,0.00
50,9.80,47.36,111.91,484.00,52.00,platform,0.00,0.00
51,10.00,47.36,111.91,488.00,92.00,platform,0.00,0.00
52,10.20,47.36,111.91,508.00,84.00,platform,0.00,0.00
53,10.40,47.36,111.91,496.00,60.00,platform,0.00,0.00
54,10.60,47.36,111.91,492.00,68.00,platform,0.00,0.00
