Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00063.trk
Object,0
Samples,60
rat,114,
trial,3,
date,2007-12-14 13:25:36.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,142.08,39.62,324.00,276.00,east,113.29
2,0.20,141.39,42.43,304.00,236.00,east,111.06
3,0.40,141.39,46.68,308.00,268.00,east,108.58
4,0.60,140.71,48.57,404.00,320.00,east,106.96
5,0.80,141.39,49.21,384.00,300.00,east,107.17
6,1.00,142.07,49.86,348.00,116.00,east,107.39
7,1.20,142.08,50.70,336.00,164.00,east,106.93
8,1.40,142.78,53.86,332.00,364.00,east,105.79
9,1.60,142.13,58.20,372.00,328.00,east,102.97
10,1.80,140.80,63.42,472.00,388.00,east,99.26
11,2.00,138.83,71.01,572.00,508.00,east,94.10
12,2.20,137.59,79.04,556.00,616.00,east,89.86
13,2.40,137.14,88.39,584.00,636.00,east,86.59
14,2.60,136.76,97.62,540.00,644.00,east,84.29
15,2.80,137.17,106.84,552.00,628.00,east,83.59
16,3.00,136.16,115.21,572.00,572.00,east,82.42
17,3.20,135.28,125.11,548.00,640.00,east,82.29
18,3.40,136.07,136.18,492.00,696.00,east,85.19
19,3.60,137.73,146.97,500.00,648.00,north,89.95
20,3.80,141.06,156.99,504.00,612.00,north,96.89
21,4.00,145.59,168.84,412.00,604.00,north,106.39
22,4.20,150.38,180.61,412.00,560.00,north,116.65
23,4.40,155.68,194.29,316.00,512.00,n ext,128.74
24,4.60,161.08,206.88,160.00,380.00,n ext,140.71
25,4.80,162.22,208.51,120.00,80.00,n ext,142.62
26,5.00,-,-,-,-,-,-
27,5.20,-,-,-,-,-,-
28,5.40,-,-,-,-,-,-
29,5.60,-,-,-,-,-,-
30,5.80,156.17,209.25,120.00,-,n ext,138.48
31,6.00,152.37,207.26,192.00,232.00,n ext,134.31
32,6.20,145.16,205.67,224.00,288.00,n ext,127.90
33,6.40,135.99,201.57,256.00,344.00,n ext,118.44
34,6.60,127.15,199.09,256.00,344.00,n ext,110.47
35,6.80,117.62,196.94,256.00,392.00,n ext,102.52
36,7.00,106.54,194.26,256.00,448.00,n ext,93.55
37,7.20,99.04,193.05,248.00,360.00,n ext,88.14
38,7.40,92.50,195.14,220.00,356.00,n ext,86.41
39,7.60,88.42,195.86,160.00,212.00,n ext,85.08
40,7.80,82.73,194.96,188.00,260.00,n ext,81.78
41,8.00,80.34,191.46,240.00,220.00,n ext,77.61
42,8.20,77.25,185.53,300.00,308.00,n ext,70.94
43,8.40,75.85,178.00,332.00,376.00,north,63.49
44,8.60,73.77,170.00,380.00,448.00,north,55.38
45,8.80,71.77,161.50,400.00,540.00,north,46.92
46,9.00,69.11,152.60,424.00,592.00,north,37.89
47,9.20,65.75,144.01,460.00,628.00,west,28.87
48,9.40,61.69,134.87,460.00,656.00,west,19.12
49,9.60,56.81,126.49,480.00,668.00,west,9.51
50,9.80,52.53,119.33,436.00,572.00,west,1.30
51,10.00,50.32,117.20,480.00,292.00,platform,0.00
52,10.20,49.58,116.48,456.00,200.00,platform,0.00
53,10.40,48.83,115.75,448.00,136.00,platform,0.00
54,10.60,48.09,115.02,472.00,96.00,platform,0.00
55,10.80,47.33,115.07,436.00,132.00,platform,0.00
56,11.00,48.08,115.80,464.00,92.00,platform,0.00
57,11.20,48.09,115.02,428.00,156.00,platform,0.00
58,11.40,48.09,115.02,460.00,152.00,platform,0.00
59,11.60,48.86,113.40,448.00,140.00,platform,0.00
60,11.80,48.11,112.66,448.00,152.00,platform,0.00
