Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00049.trk
Object,0
Samples,48
rat,98,
trial,1,
date,2007-12-15 13:39:52.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,132.08,197.15,96.00,100.00,n ext,-,112.55
2,0.20,131.88,195.20,216.00,136.00,n ext,1.96,111.05
3,0.40,133.04,190.09,276.00,244.00,n ext,5.24,108.45
4,0.60,132.95,181.03,312.00,332.00,north,9.06,102.61
5,0.80,133.09,174.06,308.00,372.00,north,6.97,98.61
6,1.00,130.70,165.63,336.00,364.00,north,8.76,91.99
7,1.20,126.84,157.17,340.00,372.00,north,9.30,84.32
8,1.40,122.46,149.83,420.00,456.00,north,8.56,77.02
9,1.60,115.93,141.04,412.00,584.00,north,10.94,67.47
10,1.80,109.75,133.67,440.00,492.00,north,9.62,59.16
11,2.00,103.82,127.49,476.00,532.00,north,8.57,51.80
12,2.20,98.05,120.26,500.00,592.00,north,9.25,44.75
13,2.40,93.12,113.29,508.00,576.00,north,8.54,39.35
14,2.60,88.26,105.05,492.00,624.00,west,9.57,35.26
15,2.80,84.82,96.76,508.00,560.00,west,8.97,34.27
16,3.00,82.05,88.33,540.00,608.00,south,8.88,36.10
17,3.20,79.91,79.68,516.00,560.00,south,8.91,39.97
18,3.40,78.42,71.53,492.00,512.00,south,8.28,45.18
19,3.60,77.61,64.71,456.00,540.00,south,6.87,50.35
20,3.80,78.28,61.00,440.00,496.00,south,3.77,53.82
21,4.00,79.70,58.90,420.00,572.00,south,2.54,56.35
22,4.20,82.60,58.52,484.00,392.00,south,2.93,58.27
23,4.40,86.22,58.95,464.00,404.00,south,3.64,59.94
24,4.60,90.52,61.60,480.00,472.00,south,5.06,60.48
25,4.80,95.48,67.06,528.00,480.00,south,7.37,59.93
26,5.00,99.65,72.95,556.00,548.00,south,7.22,59.34
27,5.20,101.71,78.64,512.00,556.00,south,6.05,57.85
28,5.40,101.69,84.21,476.00,516.00,south,5.57,54.96
29,5.60,99.57,91.05,528.00,516.00,south,7.16,50.08
30,5.80,97.45,97.81,564.00,500.00,south,7.09,45.82
31,6.00,93.90,103.82,572.00,584.00,west,6.98,41.03
32,6.20,88.92,109.14,544.00,660.00,west,7.29,35.30
33,6.40,83.92,111.80,508.00,508.00,west,5.66,30.15
34,6.60,77.47,113.88,556.00,480.00,west,6.78,23.71
35,6.80,70.99,113.98,500.00,528.00,west,6.47,17.24
36,7.00,63.75,112.75,464.00,508.00,west,7.35,9.99
37,7.20,57.89,110.73,452.00,444.00,west,6.20,4.44
38,7.40,52.69,108.60,416.00,436.00,west,5.62,0.55
39,7.60,48.91,107.14,416.00,432.00,platform,4.05,0.00
40,7.80,48.14,108.73,400.00,248.00,platform,1.77,0.00
41,8.00,48.88,111.84,452.00,476.00,platform,3.20,0.00
42,8.20,48.11,112.66,472.00,188.00,platform,1.12,0.00
43,8.40,47.33,114.28,468.00,140.00,platform,1.80,0.00
44,8.60,47.32,115.86,464.00,284.00,platform,1.58,0.00
45,8.80,47.32,115.86,432.00,104.00,platform,0.00,0.00
46,9.00,46.54,116.70,476.00,116.00,platform,1.15,0.00
47,9.20,46.54,116.70,484.00,96.00,platform,0.00,0.00
48,9.40,45.77,117.56,508.00,120.00,platform,1.15,0.00
