Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00028.trk
Object,0
Samples,52
rat,91,
trial,4,
date,2007-12-15 12:30:18.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,88.21,17.04,196.00,144.00,s ext,-,97.42
2,0.20,86.59,14.00,120.00,156.00,s ext,3.44,99.60
3,0.40,89.35,6.05,240.00,256.00,s ext,8.41,108.00
4,0.60,92.34,4.62,192.00,240.00,s ext,3.31,110.46
5,0.80,95.46,8.83,92.00,276.00,s ext,5.24,107.90
6,1.00,95.63,16.24,252.00,328.00,s ext,7.41,101.33
7,1.20,97.98,24.44,412.00,472.00,south,8.53,95.28
8,1.40,99.51,31.39,556.00,432.00,south,7.11,90.23
9,1.60,102.41,38.92,536.00,588.00,south,8.08,85.66
10,1.80,105.93,46.11,568.00,568.00,south,8.00,82.27
11,2.00,108.69,53.01,572.00,524.00,south,7.44,79.19
12,2.20,111.41,59.70,568.00,492.00,south,7.22,76.77
13,2.40,113.44,65.52,568.00,480.00,south,6.17,74.88
14,2.60,116.16,73.40,600.00,552.00,south,8.33,72.89
15,2.80,118.22,79.78,588.00,500.00,east,6.71,71.71
16,3.00,119.63,86.17,584.00,476.00,east,6.54,70.54
17,3.20,121.07,91.14,580.00,428.00,east,5.17,70.36
18,3.40,121.84,96.13,520.00,388.00,east,5.05,69.91
19,3.60,122.60,99.00,544.00,296.00,east,2.96,70.11
20,3.80,123.36,101.88,536.00,312.00,east,2.98,70.38
21,4.00,123.51,107.64,536.00,416.00,east,5.76,69.90
22,4.20,123.69,113.42,572.00,404.00,east,5.79,69.93
23,4.40,123.91,119.25,556.00,432.00,east,5.83,70.36
24,4.60,124.16,125.14,528.00,428.00,east,5.90,71.30
25,4.80,124.44,131.12,552.00,424.00,north,5.98,72.72
26,5.00,124.64,134.90,524.00,324.00,north,3.79,73.80
27,5.20,124.85,138.72,488.00,484.00,north,3.83,75.08
28,5.40,122.73,141.39,516.00,436.00,north,3.41,73.95
29,5.60,119.00,142.27,496.00,356.00,north,3.84,70.78
30,5.80,114.51,143.08,516.00,412.00,north,4.56,66.96
31,6.00,107.74,142.20,496.00,452.00,north,6.83,60.45
32,6.20,101.78,141.64,516.00,428.00,north,5.99,54.88
33,6.40,94.40,139.76,524.00,520.00,north,7.62,47.52
34,6.60,87.84,136.78,516.00,472.00,north,7.20,40.36
35,6.80,81.35,134.05,536.00,500.00,north,7.04,33.41
36,7.00,75.64,130.74,532.00,508.00,west,6.60,26.82
37,7.20,70.72,125.34,512.00,492.00,west,7.31,19.81
38,7.40,65.79,119.89,476.00,500.00,west,7.35,13.09
39,7.60,61.52,114.29,496.00,476.00,west,7.04,7.78
40,7.80,56.42,110.02,464.00,472.00,west,6.66,3.03
41,8.00,53.45,107.06,376.00,472.00,west,4.19,1.92
42,8.20,51.95,106.31,396.00,388.00,west,1.68,1.60
43,8.40,49.66,108.68,456.00,348.00,platform,3.30,0.00
44,8.60,48.87,112.62,532.00,348.00,platform,4.02,0.00
45,8.80,48.09,115.02,560.00,276.00,platform,2.52,0.00
46,9.00,48.08,115.80,544.00,152.00,platform,0.79,0.00
47,9.20,48.08,115.80,528.00,128.00,platform,0.00,0.00
48,9.40,48.08,115.80,484.00,220.00,platform,0.00,0.00
49,9.60,48.08,115.80,536.00,188.00,platform,0.00,0.00
50,9.80,48.08,115.80,528.00,104.00,platform,0.00,0.00
51,10.00,48.82,116.53,516.00,148.00,platform,1.04,0.00
52,10.20,48.81,117.31,524.00,112.00,platform,0.78,0.00
