Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00005.trk
Object,0
Samples,237
rat,104,
trial,1,
date,2007-12-15 11:36:29.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,61.50,157.69,444.00,north,-,39.29
2,0.20,52.81,153.29,456.00,west,9.74,32.79
3,0.40,43.26,150.08,416.00,west,10.07,28.98
4,0.60,33.49,147.79,428.00,west,10.04,28.59
5,0.80,25.78,145.64,408.00,west,8.00,30.24
6,1.00,19.44,143.81,356.00,w ext,6.59,32.52
7,1.20,15.39,143.08,308.00,w ext,4.12,34.83
8,1.40,11.27,142.31,252.00,w ext,4.19,37.46
9,1.60,12.11,141.09,272.00,w ext,1.49,36.04
10,1.80,12.11,141.09,204.00,w ext,0.00,36.04
11,2.00,12.90,144.79,152.00,w ext,3.78,37.81
12,2.20,14.50,147.21,228.00,w ext,2.91,38.37
13,2.40,17.69,150.00,304.00,w ext,4.24,38.40
14,2.60,21.59,153.35,360.00,w ext,5.14,39.01
15,2.80,26.82,159.64,400.00,w ext,8.18,42.07
16,3.00,31.22,164.17,356.00,w ext,6.32,44.89
17,3.20,36.20,170.07,364.00,w ext,7.72,49.62
18,3.40,39.58,176.52,348.00,w ext,7.28,55.64
19,3.60,42.93,183.00,324.00,n ext,7.29,61.87
20,3.80,45.57,188.97,284.00,n ext,6.53,67.80
21,4.00,46.95,191.09,268.00,n ext,2.53,69.94
22,4.20,47.62,192.62,128.00,n ext,1.66,71.48
23,4.40,-,-,-,-,-,-
24,4.60,55.39,189.89,76.00,n ext,-,69.39
25,4.80,60.10,187.67,180.00,n ext,5.21,67.92
26,5.00,66.36,185.36,252.00,n ext,6.67,67.16
27,5.20,74.18,183.27,292.00,n ext,8.09,67.67
28,5.40,82.03,180.93,324.00,north,8.20,68.89
29,5.60,90.71,180.06,368.00,north,8.72,72.72
30,5.80,99.43,178.19,424.00,north,8.92,76.48
31,6.00,109.04,177.95,368.00,north,9.62,82.68
32,6.20,118.73,177.56,432.00,north,9.69,89.43
33,6.40,128.45,176.90,432.00,north,9.75,96.52
34,6.60,136.67,177.04,432.00,north,8.22,103.24
35,6.80,146.38,175.35,444.00,north,9.85,110.44
36,7.00,154.38,173.13,400.00,north,8.31,116.15
37,7.20,162.27,169.91,412.00,east,8.52,121.61
38,7.40,169.27,166.16,392.00,east,7.94,126.38
39,7.60,176.27,162.14,412.00,e ext,8.07,131.36
40,7.80,184.20,158.11,380.00,e ext,8.89,137.51
41,8.00,191.62,155.55,360.00,e ext,7.85,143.86
42,8.20,196.88,155.22,236.00,e ext,5.27,148.84
43,8.40,197.83,155.55,160.00,e ext,1.01,149.84
44,8.60,-,-,-,-,-,-
45,8.80,201.45,155.68,76.00,e ext,-,153.37
46,9.00,201.77,152.38,116.00,e ext,3.32,152.86
47,9.20,201.46,145.45,148.00,e ext,6.94,151.04
48,9.40,201.19,138.50,148.00,e ext,6.95,149.48
49,9.60,200.77,130.35,176.00,e ext,8.16,147.93
50,9.80,199.66,123.24,236.00,e ext,7.20,146.21
51,10.00,199.34,115.10,300.00,e ext,8.15,145.59
52,10.20,197.71,103.39,248.00,e ext,11.82,144.22
53,10.40,195.67,94.15,288.00,e ext,9.47,143.06
54,10.60,193.62,83.92,248.00,e ext,10.43,142.70
55,10.80,191.03,75.15,244.00,e ext,9.15,142.08
