Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00005.trk
Object,0
Samples,237
rat,104,
trial,1,
date,2007-12-15 11:36:29.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
56,11.00,187.70,65.70,292.00,e ext,10.02,141.55
57,11.20,184.73,58.75,324.00,e ext,7.56,141.14
58,11.40,180.96,49.11,284.00,e ext,10.35,141.55
59,11.60,178.28,41.58,304.00,e ext,7.99,142.62
60,11.80,175.05,35.65,260.00,e ext,6.75,142.81
61,12.00,170.54,31.71,248.00,e ext,5.99,141.15
62,12.20,165.48,28.31,320.00,e ext,6.10,138.85
63,12.40,160.56,25.03,376.00,e ext,5.91,136.83
64,12.60,153.71,22.88,356.00,e ext,7.18,132.82
65,12.80,146.95,22.47,384.00,s ext,6.77,128.00
66,13.00,140.23,21.75,376.00,s ext,6.75,123.60
67,13.20,132.86,19.99,360.00,s ext,7.59,119.71
68,13.40,125.40,19.48,428.00,s ext,7.48,115.16
69,13.60,117.14,17.56,384.00,s ext,8.48,111.60
70,13.80,110.11,16.51,396.00,s ext,7.11,108.48
71,14.00,102.20,14.84,408.00,s ext,8.09,105.70
72,14.20,94.08,13.32,408.00,s ext,8.26,103.24
73,14.40,86.46,10.24,428.00,s ext,8.22,103.04
74,14.60,79.41,7.64,412.00,s ext,7.51,103.20
75,14.80,74.58,5.28,344.00,s ext,5.38,104.19
76,15.00,68.96,4.36,276.00,s ext,5.70,103.86
77,15.20,64.14,4.52,252.00,s ext,4.82,102.84
78,15.40,58.49,5.18,340.00,s ext,5.69,101.41
79,15.60,51.90,5.27,376.00,s ext,6.59,100.82
80,15.80,46.28,7.65,372.00,s ext,6.11,98.34
81,16.00,38.91,10.14,376.00,s ext,7.77,96.10
82,16.20,32.47,14.09,372.00,s ext,7.56,92.84
83,16.40,26.99,19.60,404.00,s ext,7.78,88.36
84,16.60,21.57,26.34,376.00,w ext,8.64,83.07
85,16.80,17.16,34.77,364.00,w ext,9.52,76.38
86,17.00,14.44,43.05,380.00,w ext,8.71,69.76
87,17.20,11.77,52.54,420.00,w ext,9.86,62.58
88,17.40,9.95,62.44,396.00,w ext,10.07,55.34
89,17.60,8.06,72.46,416.00,w ext,10.20,48.70
90,17.80,7.96,83.91,384.00,w ext,11.44,41.09
91,18.00,8.61,95.31,352.00,w ext,11.43,34.49
92,18.20,9.93,105.52,400.00,w ext,10.29,29.87
93,18.40,11.11,116.50,404.00,w ext,11.05,27.80
94,18.60,12.97,127.13,428.00,w ext,10.79,28.19
95,18.80,15.45,138.26,380.00,w ext,11.40,31.67
96,19.00,16.92,148.36,380.00,w ext,10.21,37.60
97,19.20,19.01,158.96,384.00,w ext,10.80,45.13
98,19.40,21.01,167.48,324.00,w ext,8.76,51.63
99,19.60,22.27,173.42,276.00,w ext,6.07,56.55
100,19.80,24.33,178.00,200.00,w ext,5.01,60.13
101,20.00,26.40,181.58,164.00,w ext,4.14,62.95
102,20.20,29.97,185.29,176.00,w ext,5.15,65.71
103,20.40,34.34,187.68,236.00,w ext,4.99,67.32
104,20.60,40.20,190.36,252.00,n ext,6.44,69.38
105,20.80,46.12,192.32,280.00,n ext,6.24,71.15
106,21.00,54.42,193.76,260.00,n ext,8.43,73.13
107,21.20,62.08,195.14,236.00,n ext,7.79,75.63
108,21.40,70.72,195.18,240.00,n ext,8.64,77.83
109,21.60,79.49,196.03,236.00,n ext,8.81,81.49
110,21.80,88.42,195.86,288.00,n ext,8.93,85.08
111,22.00,97.49,196.52,316.00,n ext,9.09,90.18
112,22.20,106.72,197.99,272.00,n ext,9.36,96.63
113,22.40,118.70,200.07,260.00,n ext,12.16,105.62
114,22.60,126.63,202.71,244.00,n ext,8.36,112.79
115,22.80,136.57,206.66,228.00,n ext,10.69,122.46
116,23.00,146.80,211.42,132.00,n ext,11.28,133.05
117,23.20,152.36,213.25,80.00,n ext,5.85,138.34
118,23.40,154.75,211.50,100.00,n ext,2.97,138.91
119,23.60,161.79,211.30,104.00,n ext,7.04,144.07
120,23.80,165.93,209.56,188.00,n ext,4.49,146.17
121,24.00,171.44,205.56,236.00,n ext,6.81,148.11
122,24.20,176.70,200.36,256.00,n ext,7.40,149.48
123,24.40,180.94,194.48,276.00,e ext,7.25,149.88
124,24.60,184.92,187.28,252.00,e ext,8.23,149.72
125,24.80,187.68,178.22,308.00,e ext,9.47,148.11
126,25.00,190.83,171.22,308.00,e ext,7.68,148.23
127,25.20,193.35,160.48,336.00,e ext,11.03,146.95
128,25.40,195.13,150.24,288.00,e ext,10.40,145.90
129,25.60,197.85,139.94,292.00,e ext,10.65,146.43
130,25.80,199.30,132.35,252.00,e ext,7.72,146.71
131,26.00,200.03,119.82,144.00,e ext,12.55,146.40
132,26.20,199.90,112.82,112.00,e ext,7.00,146.13
133,26.40,198.75,104.58,164.00,e ext,8.32,145.19
134,26.60,196.81,96.42,148.00,e ext,8.39,143.93
135,26.80,194.85,87.25,180.00,e ext,9.37,143.30
136,27.00,191.48,79.64,280.00,e ext,8.33,141.46
137,27.20,190.00,73.08,224.00,e ext,6.73,141.61
138,27.40,189.20,64.15,72.00,e ext,8.96,143.47
139,27.60,187.25,60.18,100.00,e ext,4.42,142.98
140,27.80,182.96,56.03,96.00,e ext,5.98,140.52
141,28.00,178.06,52.39,100.00,e ext,6.10,137.52
142,28.20,172.73,52.29,292.00,e ext,5.33,132.75
143,28.40,166.69,49.57,324.00,e ext,6.63,128.62
144,28.60,160.11,46.35,384.00,e ext,7.32,124.49
145,28.80,153.05,43.56,384.00,east,7.60,120.02
146,29.00,146.16,39.91,416.00,east,7.79,116.39
147,29.20,138.71,38.16,416.00,south,7.66,111.53
148,29.40,131.30,36.11,412.00,south,7.68,107.24
149,29.60,123.88,33.67,432.00,south,7.82,103.61
150,29.80,116.37,30.71,476.00,south,8.07,100.76
151,30.00,108.72,27.99,492.00,south,8.12,98.21
152,30.20,100.86,23.72,536.00,south,8.95,97.40
153,30.40,93.51,20.50,544.00,s ext,8.02,96.56
154,30.60,86.66,15.85,532.00,s ext,8.29,97.91
155,30.80,79.46,8.61,400.00,s ext,10.21,102.29
156,31.00,76.19,5.77,292.00,s ext,4.34,104.11
157,31.20,72.91,3.77,160.00,s ext,3.84,105.26
158,31.40,70.47,2.94,76.00,s ext,2.58,105.56
159,31.60,68.83,2.35,88.00,s ext,1.74,105.81
160,31.80,66.56,4.46,168.00,s ext,3.10,103.31
161,32.00,62.62,5.88,304.00,s ext,4.19,101.25
162,32.20,57.89,7.87,368.00,s ext,5.13,98.67
163,32.40,49.77,9.25,388.00,s ext,8.24,96.76
164,32.60,44.14,11.62,392.00,s ext,6.11,94.41
165,32.80,37.66,14.55,376.00,s ext,7.11,91.80
166,33.00,30.99,16.42,340.00,s ext,6.93,90.76
167,33.20,27.90,20.03,288.00,s ext,4.75,87.76
168,33.40,25.14,26.89,292.00,w ext,7.40,81.66
169,33.60,23.27,34.18,320.00,w ext,7.52,75.06
170,33.80,20.45,41.15,384.00,w ext,7.52,69.26
171,34.00,18.51,48.54,388.00,w ext,7.64,63.09
172,34.20,15.71,56.78,392.00,w ext,8.70,56.94
173,34.40,13.68,64.38,364.00,w ext,7.86,51.59
174,34.60,10.63,70.88,324.00,w ext,7.18,48.21
175,34.80,8.30,75.63,316.00,w ext,5.30,46.26
176,35.00,6.70,78.52,256.00,w ext,3.30,45.46
177,35.20,5.03,80.39,244.00,w ext,2.51,45.55
178,35.40,5.32,84.66,212.00,w ext,4.28,42.81
179,35.60,5.58,88.90,288.00,w ext,4.25,40.32
180,35.80,6.94,97.32,348.00,w ext,8.53,35.15
181,36.00,10.72,103.48,360.00,w ext,7.23,29.55
182,36.20,15.21,109.27,380.00,west,7.33,23.98
183,36.40,20.37,114.64,416.00,west,7.44,18.50
184,36.60,26.15,119.55,424.00,west,7.58,13.36
185,36.80,32.51,124.86,416.00,west,8.28,9.99
186,37.00,39.42,129.66,412.00,west,8.42,9.56
187,37.20,46.95,132.44,412.00,west,8.02,11.37
188,37.40,55.80,134.92,380.00,west,9.20,15.98
189,37.60,63.10,136.18,460.00,west,7.41,21.02
190,37.80,71.04,138.99,492.00,north,8.42,28.26
191,38.00,79.70,142.74,424.00,north,9.43,37.12
192,38.20,87.73,146.18,460.00,north,8.74,45.51
193,38.40,96.65,149.39,460.00,north,9.48,54.60
194,38.60,105.79,154.00,456.00,north,10.24,64.76
195,38.80,114.39,157.66,444.00,north,9.34,73.97
196,39.00,124.86,162.37,432.00,north,11.48,85.32
197,39.20,134.08,167.51,452.00,north,10.55,95.86
198,39.40,142.81,173.10,416.00,north,10.37,106.22
199,39.60,150.25,179.64,404.00,north,9.90,116.02
200,39.80,157.24,187.40,300.00,n ext,10.45,126.09
201,40.00,160.63,192.87,288.00,n ext,6.44,131.96
202,40.20,161.29,197.09,232.00,n ext,4.27,134.92
203,40.40,160.40,202.54,204.00,n ext,5.51,137.47
204,40.60,158.05,204.27,196.00,n ext,2.92,136.70
205,40.80,151.12,204.66,72.00,n ext,6.94,131.65
206,41.00,146.46,202.39,120.00,n ext,5.18,126.66
207,41.20,141.87,200.28,200.00,n ext,5.06,121.83
208,41.40,135.54,197.58,200.00,n ext,6.88,115.35
209,41.60,128.27,192.95,172.00,n ext,8.62,106.89
210,41.80,122.91,189.34,248.00,n ext,6.46,100.54
211,42.00,115.94,184.69,304.00,north,8.38,92.32
212,42.20,109.08,178.81,400.00,north,9.03,83.33
213,42.40,101.68,173.42,432.00,north,9.16,74.34
214,42.60,93.75,168.61,444.00,north,9.28,65.48
215,42.80,85.30,163.67,404.00,north,9.79,56.34
216,43.00,78.56,160.06,476.00,north,7.65,49.38
217,43.20,71.95,156.06,436.00,north,7.72,42.33
218,43.40,65.39,153.14,456.00,north,7.18,36.55
219,43.60,58.90,149.66,412.00,west,7.37,30.84
220,43.80,52.39,146.31,424.00,west,7.32,25.85
221,44.00,46.64,141.22,388.00,west,7.68,20.08
222,44.20,42.31,135.67,320.00,west,7.03,14.73
223,44.40,40.96,129.41,336.00,west,6.41,8.78
224,44.60,39.58,121.41,340.00,west,8.12,2.39
225,44.80,40.42,113.93,380.00,platform,7.52,0.00
226,45.00,40.43,109.82,296.00,platform,4.11,0.00
227,45.20,39.65,108.20,312.00,west,1.80,1.23
228,45.40,41.21,108.96,376.00,platform,1.74,0.00
229,45.60,43.53,110.50,444.00,platform,2.78,0.00
230,45.80,45.82,113.58,524.00,platform,3.84,0.00
231,46.00,47.33,115.07,588.00,platform,2.12,0.00
232,46.20,48.83,115.75,568.00,platform,1.65,0.00
233,46.40,48.82,116.53,564.00,platform,0.78,0.00
234,46.60,49.59,115.70,540.00,platform,1.13,0.00
235,46.80,49.58,116.48,516.00,platform,0.78,0.00
236,47.00,50.33,116.42,484.00,platform,0.76,0.00
237,47.20,48.82,116.53,512.00,platform,1.51,0.00
