Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00065.trk
Object,0
Samples,46
rat,100,
trial,1,
date,2007-12-15 14:15:05.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,119.26,173.43,360.00,332.00,north,-,87.15
2,0.20,118.92,168.32,416.00,312.00,north,5.12,83.74
3,0.40,117.71,161.51,424.00,376.00,north,6.91,78.85
4,0.60,116.58,154.92,444.00,404.00,north,6.69,74.34
5,0.80,114.73,148.41,432.00,500.00,north,6.77,69.50
6,1.00,110.70,141.07,444.00,516.00,north,8.37,62.66
7,1.20,106.10,134.76,472.00,564.00,north,7.80,56.05
8,1.40,102.38,128.10,516.00,532.00,north,7.63,50.54
9,1.60,98.76,122.36,532.00,480.00,north,6.79,45.80
10,1.80,95.22,115.39,564.00,568.00,north,7.81,41.50
11,2.00,92.45,109.21,536.00,540.00,west,6.78,38.81
12,2.20,91.82,101.73,540.00,556.00,west,7.50,39.38
13,2.40,91.88,94.25,556.00,576.00,south,7.48,41.75
14,2.60,91.93,86.71,540.00,616.00,south,7.55,45.26
15,2.80,93.36,78.40,560.00,540.00,south,8.43,51.05
16,3.00,94.78,70.64,532.00,540.00,south,7.89,56.99
17,3.20,96.17,61.95,536.00,580.00,south,8.80,64.01
18,3.40,96.14,54.44,544.00,552.00,south,7.52,69.58
19,3.60,94.65,45.00,568.00,600.00,south,9.56,76.21
20,3.80,92.38,36.69,560.00,560.00,south,8.62,81.90
21,4.00,89.22,26.10,528.00,592.00,south,11.05,89.63
22,4.20,86.81,20.40,500.00,380.00,s ext,6.18,93.77
23,4.40,84.37,15.39,432.00,388.00,s ext,5.58,97.49
24,4.60,81.90,11.12,396.00,372.00,s ext,4.94,100.66
25,4.80,76.45,10.62,372.00,424.00,s ext,5.47,99.50
26,5.00,72.73,14.22,380.00,416.00,s ext,5.17,95.06
27,5.20,69.17,20.51,424.00,428.00,s ext,7.23,88.11
28,5.40,68.00,27.38,532.00,468.00,south,6.97,81.15
29,5.60,66.94,36.72,476.00,600.00,south,9.40,71.82
30,5.80,66.64,46.81,464.00,540.00,south,10.09,62.01
31,6.00,64.72,56.21,476.00,580.00,south,9.60,52.45
32,6.20,62.80,67.02,468.00,616.00,south,10.98,41.58
33,6.40,60.02,76.76,492.00,584.00,west,10.13,31.47
34,6.60,57.17,87.27,504.00,660.00,west,10.89,20.64
35,6.80,53.47,97.06,496.00,648.00,west,10.47,10.18
36,7.00,50.44,105.55,436.00,524.00,west,9.02,1.39
37,7.20,48.14,109.52,436.00,360.00,platform,4.58,0.00
38,7.40,48.12,111.88,468.00,208.00,platform,2.36,0.00
39,7.60,47.33,114.28,468.00,192.00,platform,2.53,0.00
40,7.80,47.30,116.64,456.00,180.00,platform,2.37,0.00
41,8.00,47.30,116.64,468.00,204.00,platform,0.00,0.00
42,8.20,47.30,116.64,464.00,212.00,platform,0.00,0.00
43,8.40,48.08,115.80,460.00,300.00,platform,1.14,0.00
44,8.60,48.83,115.75,460.00,192.00,platform,0.76,0.00
45,8.80,48.83,115.75,448.00,180.00,platform,0.00,0.00
46,9.00,49.60,114.92,476.00,284.00,platform,1.13,0.00
