Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00013.trk
Object,0
Samples,281
rat,103,
trial,1,
date,2007-12-14 10:55:08.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,84.40,16.31,124.00,104.00,s ext,96.64
2,0.20,83.39,30.31,60.00,184.00,south,83.33
3,0.40,82.75,13.19,128.00,188.00,s ext,98.99
4,0.60,83.07,2.80,124.00,252.00,s ext,108.92
5,0.80,83.07,2.80,100.00,40.00,s ext,108.92
6,1.00,83.90,3.96,76.00,64.00,s ext,108.07
7,1.20,83.94,4.94,76.00,64.00,s ext,107.16
8,1.40,83.98,5.91,68.00,48.00,s ext,106.26
9,1.60,83.25,6.70,104.00,52.00,s ext,105.27
10,1.80,80.94,7.09,108.00,108.00,s ext,104.18
11,2.00,78.67,8.40,160.00,164.00,s ext,102.26
12,2.20,76.99,6.00,296.00,328.00,s ext,104.10
13,2.40,76.35,8.69,332.00,372.00,s ext,101.33
14,2.60,78.17,13.91,112.00,324.00,s ext,96.84
15,2.80,74.17,11.84,112.00,176.00,s ext,97.73
16,3.00,64.90,3.83,100.00,212.00,s ext,103.64
17,3.20,66.01,8.15,180.00,208.00,s ext,99.59
18,3.40,60.95,5.21,84.00,216.00,s ext,101.68
19,3.60,58.49,5.18,108.00,120.00,s ext,101.41
20,3.80,57.73,5.84,96.00,84.00,s ext,100.67
21,4.00,56.28,8.17,96.00,128.00,s ext,98.21
22,4.20,54.66,8.46,112.00,72.00,s ext,97.79
23,4.40,56.44,10.19,184.00,152.00,s ext,96.22
24,4.60,52.77,5.66,136.00,184.00,s ext,100.47
25,4.80,51.04,4.87,128.00,88.00,s ext,101.18
26,5.00,48.51,4.70,120.00,152.00,s ext,101.29
27,5.20,46.08,5.55,104.00,176.00,s ext,100.44
28,5.40,44.51,6.81,68.00,116.00,s ext,99.20
29,5.60,43.73,7.44,92.00,96.00,s ext,98.59
30,5.80,42.85,7.01,92.00,48.00,s ext,99.03
31,6.00,43.63,6.39,124.00,72.00,s ext,99.64
32,6.20,44.41,5.76,156.00,80.00,s ext,100.26
33,6.40,44.41,5.76,180.00,56.00,s ext,100.26
34,6.60,44.41,5.76,128.00,68.00,s ext,100.26
35,6.80,46.08,5.55,112.00,104.00,s ext,100.44
36,7.00,46.96,5.97,84.00,100.00,s ext,100.01
37,7.20,47.74,5.34,116.00,56.00,s ext,100.65
38,7.40,46.86,4.92,128.00,100.00,s ext,101.06
39,7.60,45.30,6.18,104.00,144.00,s ext,99.82
40,7.80,42.95,8.07,108.00,156.00,s ext,97.98
41,8.00,40.70,11.00,132.00,160.00,s ext,95.13
42,8.20,37.55,13.50,180.00,256.00,s ext,92.85
43,8.40,35.29,16.44,268.00,304.00,s ext,90.15
44,8.60,31.32,19.60,308.00,416.00,s ext,87.57
45,8.80,25.61,23.04,328.00,388.00,s ext,85.32
46,9.00,20.65,25.93,296.00,344.00,w ext,83.71
47,9.20,16.69,30.43,240.00,392.00,w ext,80.62
48,9.40,14.36,33.64,236.00,324.00,w ext,78.45
49,9.60,12.12,38.00,248.00,316.00,w ext,75.31
50,9.80,9.99,43.55,244.00,356.00,w ext,71.29
51,10.00,7.00,49.99,228.00,368.00,w ext,67.25
52,10.20,6.49,54.11,212.00,272.00,w ext,64.13
53,10.40,5.13,59.08,268.00,320.00,w ext,60.90
54,10.60,1.97,64.79,136.00,292.00,w ext,58.48
55,10.80,1.60,71.24,124.00,244.00,w ext,54.14
56,11.00,1.95,75.64,176.00,212.00,w ext,50.94
57,11.20,2.43,82.19,204.00,340.00,w ext,46.58
58,11.40,2.86,88.68,284.00,416.00,w ext,42.76
59,11.60,2.34,95.07,308.00,432.00,w ext,40.26
60,11.80,1.82,102.56,248.00,420.00,w ext,38.40
61,12.00,1.38,113.29,180.00,380.00,w ext,37.49
62,12.20,3.26,116.30,268.00,320.00,w ext,35.63
63,12.40,5.22,124.41,288.00,460.00,w ext,34.84
64,12.60,7.91,132.12,284.00,404.00,w ext,34.83
65,12.80,10.46,137.56,320.00,372.00,w ext,35.39
66,13.00,14.54,145.27,316.00,428.00,w ext,36.96
