Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00005.trk
Object,0
Samples,406
rat,104,
trial,1,
date,2007-12-14 10:31:35.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,91.11,13.85,64.00,148.00,s ext,101.51
2,0.20,89.32,5.09,72.00,136.00,s ext,108.88
3,0.40,92.31,3.66,120.00,192.00,s ext,111.34
4,0.60,95.39,5.98,132.00,212.00,s ext,110.45
5,0.80,96.87,5.18,152.00,164.00,s ext,111.79
6,1.00,97.74,10.91,212.00,212.00,s ext,107.02
7,1.20,98.47,10.97,224.00,276.00,s ext,107.31
8,1.40,98.47,10.97,268.00,180.00,s ext,107.31
9,1.60,97.74,10.91,376.00,180.00,s ext,107.02
10,1.80,94.66,6.85,332.00,276.00,s ext,109.36
11,2.00,92.40,6.54,336.00,284.00,s ext,108.71
12,2.20,88.55,4.95,284.00,300.00,s ext,108.73
13,2.40,84.68,4.15,288.00,324.00,s ext,108.15
14,2.60,80.01,3.95,280.00,304.00,s ext,106.90
15,2.80,77.68,4.27,332.00,276.00,s ext,105.95
16,3.00,75.33,4.54,280.00,276.00,s ext,105.09
17,3.20,74.64,6.26,308.00,308.00,s ext,103.25
18,3.40,73.89,6.99,344.00,212.00,s ext,102.36
19,3.60,73.15,7.72,316.00,156.00,s ext,101.48
20,3.80,71.59,8.17,296.00,180.00,s ext,100.68
21,4.00,73.32,10.63,248.00,256.00,s ext,98.68
22,4.20,71.77,11.09,244.00,188.00,s ext,97.87
23,4.40,70.33,13.46,264.00,244.00,s ext,95.24
24,4.60,70.44,15.37,332.00,244.00,s ext,93.40
25,4.80,68.89,15.80,352.00,324.00,s ext,92.65
26,5.00,67.28,15.26,360.00,280.00,s ext,92.85
27,5.20,63.95,13.14,368.00,400.00,s ext,94.31
28,5.40,61.25,9.23,344.00,272.00,s ext,97.74
29,5.60,58.58,6.20,320.00,248.00,s ext,100.41
30,5.80,53.54,5.01,116.00,348.00,s ext,101.16
31,6.00,56.96,6.50,120.00,116.00,s ext,99.94
32,6.20,56.79,4.46,88.00,176.00,s ext,101.96
33,6.40,59.18,3.49,148.00,180.00,s ext,103.17
34,6.60,60.71,2.15,132.00,144.00,s ext,104.68
35,6.80,61.63,3.52,64.00,92.00,s ext,103.45
36,7.00,62.70,6.89,72.00,112.00,s ext,100.27
37,7.20,62.16,10.55,124.00,140.00,s ext,96.57
38,7.40,64.15,16.04,320.00,420.00,s ext,91.49
39,7.60,64.46,20.80,420.00,548.00,s ext,86.88
40,7.80,64.81,26.38,512.00,588.00,south,81.45
41,8.00,64.43,33.39,576.00,608.00,south,74.51
42,8.20,64.97,43.87,500.00,828.00,south,64.41
43,8.40,66.17,54.09,484.00,768.00,south,54.91
44,8.60,68.74,64.13,512.00,756.00,south,46.48
45,8.80,71.89,73.74,524.00,812.00,south,39.67
46,9.00,74.16,84.98,516.00,816.00,west,32.16
47,9.20,77.01,95.09,588.00,800.00,west,28.17
48,9.40,79.03,105.58,624.00,780.00,west,26.08
49,9.60,81.03,114.54,616.00,776.00,west,27.28
50,9.80,83.71,124.19,548.00,748.00,north,31.49
51,10.00,86.43,133.95,556.00,736.00,north,37.72
52,10.20,89.98,142.54,496.00,716.00,north,45.25
53,10.40,95.16,150.81,504.00,648.00,north,54.22
54,10.60,100.56,158.83,500.00,596.00,north,63.44
55,10.80,107.01,167.60,516.00,592.00,north,74.06
56,11.00,113.80,176.37,448.00,604.00,north,84.99
57,11.20,119.30,185.58,392.00,520.00,north,95.32
58,11.40,125.13,195.57,320.00,488.00,n ext,106.53
59,11.60,132.13,205.78,208.00,408.00,n ext,118.76
60,11.80,133.37,209.22,148.00,172.00,n ext,122.14
61,12.00,138.91,211.64,88.00,172.00,n ext,127.68
62,12.20,-,-,-,-,-,-
63,12.40,-,-,-,-,-,-
64,12.60,145.57,208.83,148.00,-,n ext,130.37
65,12.80,147.81,205.97,272.00,292.00,n ext,130.06
66,13.00,155.36,203.86,212.00,380.00,n ext,134.37
67,13.20,160.40,202.54,216.00,276.00,n ext,137.47
68,13.40,167.36,202.29,216.00,296.00,n ext,142.89
69,13.60,175.35,202.67,228.00,308.00,n ext,149.64
70,13.80,180.65,202.59,208.00,260.00,n ext,154.00
71,14.00,185.54,200.15,100.00,244.00,e ext,156.79
72,14.20,187.42,195.93,72.00,148.00,e ext,156.18
73,14.40,184.44,194.31,160.00,200.00,e ext,152.79
74,14.60,182.21,186.93,172.00,324.00,e ext,147.18
75,14.80,179.50,181.51,320.00,396.00,e ext,142.23
76,15.00,176.15,171.96,252.00,492.00,e ext,135.03
77,15.20,173.88,163.17,296.00,460.00,e ext,129.50
78,15.40,172.62,154.96,344.00,416.00,east,125.53
79,15.60,171.45,146.91,376.00,424.00,east,122.12
80,15.80,170.95,137.25,404.00,444.00,east,119.50
81,16.00,169.59,126.56,460.00,472.00,east,116.53
82,16.20,167.67,116.91,484.00,520.00,east,113.96
83,16.40,165.03,106.52,504.00,580.00,east,111.41
84,16.60,162.60,96.46,484.00,580.00,east,109.99
85,16.80,161.12,86.59,492.00,560.00,east,110.32
86,17.00,159.79,76.83,496.00,556.00,east,111.57
87,17.20,157.91,68.18,508.00,556.00,east,112.73
88,17.40,156.83,57.64,488.00,596.00,east,116.13
89,17.60,155.20,48.20,444.00,532.00,east,119.33
90,17.80,155.09,39.08,420.00,456.00,e ext,124.19
91,18.00,155.05,27.88,384.00,492.00,e ext,130.73
92,18.20,155.77,19.87,304.00,400.00,e ext,136.34
93,18.40,155.12,15.39,204.00,332.00,e ext,138.81
94,18.60,154.42,17.72,200.00,276.00,e ext,136.74
95,18.80,152.44,14.00,92.00,172.00,e ext,137.77
96,19.00,154.45,14.80,92.00,144.00,e ext,138.71
97,19.20,155.79,15.98,88.00,148.00,e ext,138.92
98,19.40,157.82,17.75,96.00,152.00,e ext,139.28
99,19.60,160.56,19.12,132.00,180.00,e ext,140.50
100,19.80,164.02,22.09,108.00,216.00,e ext,141.36
101,20.00,166.85,24.51,176.00,204.00,e ext,142.18
102,20.20,171.23,30.30,176.00,352.00,e ext,142.50
103,20.40,173.56,35.35,264.00,376.00,e ext,141.70
104,20.60,179.08,42.30,188.00,404.00,e ext,142.97
105,20.80,180.96,49.11,296.00,372.00,e ext,141.55
106,21.00,185.51,58.49,280.00,472.00,e ext,141.96
107,21.20,189.69,69.73,268.00,460.00,e ext,142.23
108,21.40,192.54,81.77,296.00,492.00,e ext,142.06
109,21.60,195.81,95.30,304.00,520.00,e ext,143.06
110,21.80,198.51,109.23,308.00,556.00,e ext,144.77
111,22.00,199.30,120.89,232.00,452.00,e ext,145.72
112,22.20,200.41,133.73,196.00,420.00,e ext,148.00
113,22.40,199.52,139.23,220.00,376.00,e ext,147.95
114,22.60,199.44,149.38,184.00,396.00,e ext,149.90
115,22.80,198.99,157.07,208.00,376.00,e ext,151.37
116,23.00,198.48,169.09,156.00,348.00,e ext,154.60
117,23.20,197.33,177.39,164.00,296.00,e ext,156.59
118,23.40,194.20,184.58,176.00,292.00,e ext,156.74
119,23.60,190.82,190.35,156.00,316.00,e ext,156.37
120,23.80,185.21,193.68,216.00,348.00,e ext,153.13
121,24.00,180.01,199.13,224.00,392.00,n ext,151.59
122,24.20,174.77,204.39,188.00,388.00,n ext,150.14
123,24.40,170.85,207.27,96.00,236.00,n ext,148.65
124,24.60,-,-,-,-,-,-
125,24.80,-,-,-,-,-,-
126,25.00,154.11,207.17,76.00,-,n ext,135.55
127,25.20,147.67,204.92,144.00,212.00,n ext,129.25
128,25.40,140.29,201.50,216.00,272.00,n ext,121.50
129,25.60,129.71,199.08,236.00,380.00,n ext,112.24
130,25.80,119.28,196.50,280.00,444.00,n ext,103.27
131,26.00,107.38,194.43,288.00,496.00,n ext,94.19
132,26.20,95.76,193.59,336.00,528.00,n ext,86.78
133,26.40,85.15,193.10,256.00,512.00,n ext,81.14
134,26.60,73.17,192.14,256.00,480.00,n ext,75.65
135,26.80,62.20,192.42,268.00,476.00,n ext,72.99
136,27.00,50.73,191.45,216.00,468.00,n ext,70.49
137,27.20,41.63,191.52,240.00,400.00,n ext,70.44
138,27.40,33.62,187.13,192.00,432.00,w ext,66.87
139,27.60,28.70,181.36,180.00,372.00,w ext,62.15
140,27.80,23.70,175.53,268.00,392.00,w ext,58.01
141,28.00,18.61,168.55,288.00,436.00,w ext,53.66
142,28.20,13.32,161.24,312.00,464.00,w ext,50.08
143,28.40,9.48,151.84,316.00,484.00,w ext,45.20
144,28.60,6.22,140.71,300.00,456.00,w ext,40.66
145,28.80,3.55,128.88,296.00,484.00,w ext,37.64
146,29.00,3.29,117.35,356.00,500.00,w ext,35.66
