Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00072.trk
Object,0
Samples,139
rat,122,
trial,4,
date,2007-12-15 14:30:27.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,80.85,5.14,72.00,216.00,s ext,-,106.01
2,0.20,82.59,9.40,152.00,152.00,s ext,4.60,102.51
3,0.40,80.06,4.93,100.00,164.00,s ext,5.13,105.98
4,0.60,80.75,3.18,120.00,124.00,s ext,1.89,107.86
5,0.80,81.59,4.37,108.00,116.00,s ext,1.45,106.97
6,1.00,83.20,5.73,92.00,144.00,s ext,2.11,106.18
7,1.20,85.65,9.14,108.00,200.00,s ext,4.20,103.79
8,1.40,87.29,12.27,144.00,196.00,s ext,3.54,101.46
9,1.60,88.18,16.12,248.00,280.00,s ext,3.95,98.25
10,1.80,89.04,19.89,360.00,256.00,s ext,3.86,95.16
11,2.00,89.89,23.57,396.00,276.00,south,3.78,92.19
12,2.20,89.98,27.08,476.00,288.00,south,3.51,89.10
13,2.40,89.37,32.14,472.00,356.00,south,5.09,84.34
14,2.60,87.97,35.31,476.00,324.00,south,3.47,80.88
15,2.80,85.14,39.87,492.00,336.00,south,5.36,75.53
16,3.00,83.75,42.92,508.00,360.00,south,3.36,72.18
17,3.20,82.39,47.55,536.00,364.00,south,4.82,67.47
18,3.40,81.04,52.88,540.00,412.00,south,5.50,62.18
19,3.60,78.95,58.02,520.00,412.00,south,5.55,56.70
20,3.80,77.57,62.43,484.00,380.00,south,4.62,52.24
21,4.00,74.71,66.59,472.00,372.00,south,5.05,47.19
22,4.20,72.57,70.07,452.00,292.00,south,4.09,43.10
23,4.40,71.14,72.90,440.00,244.00,south,3.17,39.95
24,4.60,69.71,75.72,416.00,240.00,south,3.17,36.80
25,4.80,69.01,79.38,428.00,332.00,west,3.72,33.38
26,5.00,68.31,83.02,452.00,304.00,west,3.71,29.96
27,5.20,66.86,86.58,424.00,340.00,west,3.85,26.21
28,5.40,66.13,88.00,428.00,340.00,west,1.60,24.63
29,5.60,63.92,89.32,420.00,272.00,west,2.57,22.28
30,5.80,62.45,92.20,448.00,492.00,west,3.23,19.07
31,6.00,60.23,95.82,464.00,352.00,west,4.25,14.84
32,6.20,58.73,98.76,452.00,324.00,west,3.30,11.59
33,6.40,56.47,103.99,444.00,376.00,west,5.70,6.21
34,6.60,55.69,108.53,452.00,344.00,west,4.61,3.00
