Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00007.trk
Object,0
Samples,120
rat,104,
trial,3,
date,2007-12-15 11:40:31.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
41,8.00,34.94,110.92,452.00,west,4.71,4.33
42,8.20,32.56,113.65,424.00,west,3.62,6.31
43,8.40,31.77,115.44,376.00,west,1.96,7.12
44,8.60,30.97,119.00,384.00,west,3.64,8.53
45,8.80,30.94,123.35,432.00,west,4.35,10.49
46,9.00,32.46,128.30,440.00,west,5.18,12.30
47,9.20,34.71,133.01,432.00,west,5.22,14.81
48,9.40,38.43,138.11,404.00,west,6.31,17.85
49,9.60,43.61,141.87,436.00,west,6.40,20.77
50,9.80,49.52,143.77,472.00,west,6.21,22.91
51,10.00,55.41,144.93,476.00,west,6.00,25.31
52,10.20,61.99,146.07,492.00,west,6.68,28.71
53,10.40,69.32,146.55,488.00,north,7.34,33.03
54,10.60,75.91,147.38,480.00,north,6.64,37.75
55,10.80,83.29,146.98,484.00,north,7.39,42.63
56,11.00,89.21,146.19,496.00,north,5.97,46.69
57,11.20,97.36,143.52,488.00,north,8.57,52.00
58,11.40,103.26,141.03,532.00,north,6.41,55.91
59,11.60,109.85,137.31,544.00,north,7.57,60.44
60,11.80,115.65,133.61,584.00,north,6.88,64.79
61,12.00,120.68,129.86,544.00,north,6.28,68.78
62,12.20,124.97,126.72,524.00,east,5.31,72.36
63,12.40,128.42,121.94,528.00,east,5.90,75.10
64,12.60,131.11,117.00,556.00,east,5.63,77.42
65,12.80,133.74,111.20,568.00,east,6.37,79.98
66,13.00,135.61,104.47,544.00,east,6.98,82.22
67,13.20,136.82,99.15,524.00,east,5.46,84.10
68,13.40,138.07,94.53,524.00,east,4.79,86.14
69,13.60,140.72,88.97,524.00,east,6.16,89.91
70,13.80,143.43,84.81,512.00,east,4.97,93.60
71,14.00,146.87,81.21,488.00,east,4.98,97.93
72,14.20,149.67,79.21,448.00,east,3.44,101.21
73,14.40,151.79,78.07,468.00,east,2.41,103.58
74,14.60,154.72,78.50,476.00,east,2.96,106.23
75,14.80,157.82,81.59,456.00,east,4.38,108.33
76,15.00,160.37,86.66,436.00,east,5.68,109.57
77,15.20,161.50,91.98,424.00,east,5.44,109.64
78,15.40,161.29,99.18,448.00,east,7.21,108.32
79,15.60,161.20,107.24,448.00,east,8.06,107.55
80,15.80,159.68,116.00,444.00,east,8.89,105.96
81,16.00,158.29,125.49,484.00,east,9.59,105.18
82,16.20,156.83,133.95,484.00,east,8.59,105.01
83,16.40,156.11,141.65,460.00,east,7.73,105.95
84,16.60,152.30,150.16,420.00,east,9.33,104.73
85,16.80,148.86,155.16,420.00,east,6.07,103.29
86,17.00,144.46,158.91,456.00,north,5.78,100.78
87,17.20,140.87,162.87,400.00,north,5.35,99.36
88,17.40,137.90,165.32,376.00,north,3.85,97.97
89,17.60,135.75,168.04,412.00,north,3.47,97.55
90,17.80,134.51,171.93,448.00,north,4.08,98.61
91,18.00,133.26,175.86,436.00,north,4.12,99.78
92,18.20,130.48,181.07,416.00,north,5.91,100.68
93,18.40,129.20,185.09,364.00,north,4.22,102.27
94,18.60,127.05,188.87,328.00,n ext,4.35,103.20
95,18.80,123.77,189.61,336.00,n ext,3.36,101.34
96,19.00,120.42,189.49,364.00,n ext,3.35,98.89
97,19.20,114.49,187.88,352.00,north,6.14,93.65
98,19.40,108.56,184.78,340.00,north,6.69,87.39
99,19.60,101.08,180.09,376.00,north,8.83,79.00
100,19.80,94.62,176.06,400.00,north,7.61,71.85
101,20.00,88.33,172.49,396.00,north,7.24,65.19
102,20.20,81.43,167.76,440.00,north,8.36,57.33
103,20.40,76.22,163.37,444.00,north,6.82,50.79
104,20.60,71.12,158.47,472.00,north,7.07,43.96
105,20.80,67.65,152.04,480.00,north,7.31,36.66
106,21.00,64.24,144.97,484.00,west,7.84,28.84
107,21.20,60.81,138.72,484.00,west,7.13,21.72
108,21.40,57.39,131.68,492.00,west,7.82,13.98
109,21.60,53.94,123.01,472.00,west,9.33,5.04
110,21.80,51.78,119.39,416.00,west,4.22,0.82
111,22.00,51.82,117.09,440.00,platform,2.31,0.00
112,22.20,50.34,115.65,476.00,platform,2.06,0.00
113,22.40,50.34,115.65,452.00,platform,0.00,0.00
114,22.60,50.34,115.65,452.00,platform,0.00,0.00
115,22.80,48.85,114.19,480.00,platform,2.09,0.00
116,23.00,47.34,113.49,508.00,platform,1.66,0.00
117,23.20,47.34,113.49,492.00,platform,0.00,0.00
118,23.40,48.12,111.88,472.00,platform,1.79,0.00
119,23.60,48.12,111.88,472.00,platform,0.00,0.00
120,23.80,48.12,111.88,464.00,platform,0.00,0.00
