Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00060.trk
Object,0
Samples,450
rat,99,
trial,4,
date,2007-12-14 13:17:44.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,193.84,168.23,128.00,180.00,e ext,149.95
2,0.20,189.47,168.52,96.00,216.00,e ext,145.96
3,0.40,184.00,167.26,144.00,184.00,e ext,140.41
4,0.60,178.97,168.20,236.00,236.00,e ext,136.10
5,0.80,172.14,168.30,328.00,356.00,e ext,129.87
6,1.00,161.85,166.95,340.00,428.00,east,119.94
7,1.20,152.63,166.12,396.00,456.00,north,111.30
8,1.40,143.38,163.71,412.00,512.00,north,101.97
9,1.60,133.29,158.89,392.00,524.00,north,90.80
10,1.80,123.39,152.38,344.00,528.00,north,79.00
11,2.00,114.64,146.11,376.00,536.00,north,68.36
12,2.20,105.46,139.77,452.00,540.00,north,57.35
13,2.40,97.32,134.17,484.00,600.00,north,47.65
14,2.60,89.38,129.04,476.00,616.00,north,38.38
15,2.80,81.58,122.83,496.00,660.00,west,29.09
16,3.00,76.00,115.29,484.00,620.00,west,22.30
17,3.20,71.11,107.62,476.00,584.00,west,17.92
18,3.40,66.84,100.44,468.00,544.00,west,16.74
19,3.60,61.71,93.65,456.00,580.00,west,17.46
20,3.80,56.41,86.43,440.00,496.00,west,21.15
21,4.00,50.07,77.74,404.00,508.00,west,28.37
22,4.20,45.08,70.26,384.00,404.00,west,35.75
23,4.40,39.89,63.10,396.00,468.00,west,43.28
24,4.60,34.53,56.31,388.00,416.00,west,50.89
25,4.80,27.34,50.41,336.00,380.00,west,58.34
26,5.00,21.84,46.65,320.00,280.00,w ext,63.62
27,5.20,17.30,45.09,288.00,264.00,w ext,66.73
28,5.40,14.54,44.12,260.00,180.00,w ext,68.74
29,5.60,9.99,43.55,100.00,240.00,w ext,71.29
30,5.80,10.21,45.74,112.00,108.00,w ext,69.25
31,6.00,9.81,50.88,144.00,208.00,w ext,65.00
32,6.20,10.22,55.21,280.00,296.00,w ext,61.13
33,6.40,9.03,62.21,336.00,344.00,w ext,56.07
34,6.60,7.98,71.40,352.00,368.00,w ext,49.54
35,6.80,7.83,81.81,344.00,368.00,w ext,42.48
