Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00035.trk
Object,0
Samples,383
rat,108,
trial,3,
date,2007-12-14 12:00:52.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,166.35,73.79,388.00,464.00,east,118.74
2,0.20,168.56,83.93,376.00,492.00,east,118.16
3,0.40,171.84,95.23,416.00,488.00,east,119.31
4,0.60,175.32,106.01,400.00,472.00,east,121.72
5,0.80,179.81,116.35,440.00,488.00,e ext,126.08
6,1.00,183.31,123.98,436.00,412.00,e ext,129.95
7,1.20,186.68,129.79,356.00,352.00,e ext,133.87
8,1.40,189.27,135.65,260.00,424.00,e ext,137.25
9,1.60,189.78,138.97,240.00,284.00,e ext,138.32
10,1.80,187.25,139.38,196.00,204.00,e ext,135.91
11,2.00,185.62,140.00,300.00,168.00,e ext,134.43
12,2.20,182.23,140.13,368.00,220.00,e ext,131.13
13,2.40,176.39,140.58,404.00,356.00,east,125.50
14,2.60,169.51,138.78,420.00,432.00,east,118.40
15,2.80,161.63,134.13,404.00,456.00,east,109.76
16,3.00,156.26,128.61,404.00,432.00,east,103.55
17,3.20,152.49,121.99,428.00,464.00,east,99.07
18,3.40,152.04,116.87,468.00,360.00,east,98.33
19,3.60,151.42,109.26,516.00,496.00,east,97.70
20,3.80,153.01,100.05,584.00,604.00,platform reversal,100.00
21,4.00,154.69,91.48,580.00,556.00,east,103.04
22,4.20,157.82,81.59,548.00,568.00,east,108.33
23,4.40,159.52,71.45,528.00,564.00,east,113.06
24,4.60,160.51,60.21,504.00,560.00,east,118.31
25,4.80,160.91,49.82,404.00,468.00,e ext,123.43
26,5.00,162.13,40.76,296.00,436.00,e ext,129.16
27,5.20,162.75,35.63,248.00,384.00,e ext,132.48
28,5.40,169.04,28.40,116.00,284.00,e ext,141.73
29,5.60,166.91,29.55,192.00,108.00,e ext,139.32
30,5.80,169.05,29.42,120.00,176.00,e ext,141.17
31,6.00,167.03,35.54,108.00,212.00,e ext,136.11
32,6.20,165.69,40.15,108.00,192.00,e ext,132.49
33,6.40,163.61,43.02,232.00,276.00,e ext,129.21
34,6.60,161.57,47.68,332.00,316.00,e ext,125.07
35,6.80,158.88,54.25,400.00,380.00,east,119.52
36,7.00,154.83,62.68,464.00,440.00,east,112.12
37,7.20,151.50,70.42,540.00,452.00,east,105.96
38,7.40,148.24,79.39,592.00,580.00,east,99.79
39,7.60,143.55,88.01,580.00,620.00,east,92.89
40,7.80,140.26,95.27,600.00,644.00,east,88.16
41,8.00,138.44,103.03,556.00,724.00,east,85.18
42,8.20,138.90,111.58,540.00,664.00,east,85.13
43,8.40,141.71,120.51,536.00,588.00,east,88.21
44,8.60,145.44,129.14,504.00,520.00,east,92.94
45,8.80,150.30,139.32,476.00,556.00,east,99.76
46,9.00,154.80,150.92,424.00,588.00,east,107.35
47,9.20,160.42,162.71,420.00,524.00,east,116.89
48,9.40,166.32,174.45,344.00,460.00,e ext,127.28
49,9.60,173.23,185.45,324.00,388.00,e ext,138.63
50,9.80,179.19,194.57,244.00,312.00,n ext,148.44
51,10.00,180.37,196.23,236.00,160.00,n ext,150.33
52,10.20,179.60,196.84,176.00,252.00,n ext,150.00
53,10.40,174.75,199.28,124.00,276.00,n ext,147.25
54,10.60,169.14,197.25,88.00,212.00,n ext,141.46
55,10.80,165.33,195.25,196.00,236.00,n ext,137.18
56,11.00,159.41,196.14,296.00,316.00,n ext,132.84
57,11.20,151.66,196.19,296.00,376.00,n ext,126.68
58,11.40,143.97,196.45,304.00,392.00,n ext,120.87
59,11.60,134.76,198.21,272.00,416.00,n ext,115.21
60,11.80,125.56,200.42,252.00,380.00,n ext,110.38
61,12.00,116.30,202.22,68.00,312.00,n ext,105.79
62,12.20,105.12,199.55,136.00,204.00,n ext,96.95
63,12.40,96.71,198.28,176.00,240.00,n ext,91.26
64,12.60,88.43,196.78,72.00,248.00,n ext,85.89
65,12.80,82.73,194.05,140.00,188.00,n ext,80.95
66,13.00,81.15,190.53,160.00,156.00,n ext,77.09
67,13.20,78.83,185.40,192.00,232.00,n ext,71.47
68,13.40,76.57,180.45,276.00,260.00,north,66.03
69,13.60,73.65,174.09,344.00,364.00,north,59.02
70,13.80,70.04,168.08,364.00,388.00,north,52.06
71,14.00,65.01,162.53,444.00,456.00,north,45.02
72,14.20,59.40,154.99,452.00,568.00,west,36.08
73,14.40,54.53,148.20,448.00,532.00,west,28.18
74,14.60,48.87,141.55,480.00,584.00,west,20.63
75,14.80,43.89,133.76,440.00,552.00,west,12.67
76,15.00,38.75,124.81,464.00,576.00,west,5.74
77,15.20,33.36,116.17,492.00,596.00,west,5.66
78,15.40,29.29,106.82,504.00,540.00,west,10.86
79,15.60,24.09,95.92,476.00,596.00,west,20.98
80,15.80,20.26,85.28,480.00,508.00,west,31.01
81,16.00,17.90,74.26,372.00,524.00,west,41.11
82,16.20,18.16,65.43,320.00,412.00,w ext,48.24
83,16.40,22.05,59.52,288.00,320.00,west,51.62
84,16.60,25.98,54.81,332.00,348.00,west,54.55
85,16.80,32.40,50.11,396.00,392.00,west,57.41
86,17.00,39.65,46.85,392.00,468.00,west,59.45
87,17.20,47.61,43.99,392.00,480.00,south,61.99
88,17.40,56.19,40.51,424.00,496.00,south,66.07
