Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00079.trk
Object,0
Samples,49
rat,115,
trial,3,
date,2007-12-16 14:31:44.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,91.48,177.56,184.00,208.00,north,71.14,-
2,0.20,89.90,176.66,172.00,164.00,north,69.48,1.82
3,0.40,88.33,174.97,164.00,144.00,north,67.18,2.31
4,0.60,86.77,173.30,144.00,132.00,north,64.93,2.28
5,0.80,85.23,171.68,172.00,156.00,north,62.71,2.24
6,1.00,83.71,169.28,188.00,144.00,north,59.87,2.84
7,1.20,80.68,167.00,332.00,232.00,north,56.28,3.79
8,1.40,77.71,164.03,340.00,264.00,north,52.15,4.20
9,1.60,74.75,161.94,340.00,256.00,north,48.81,3.62
10,1.80,71.82,159.94,368.00,292.00,north,45.58,3.55
11,2.00,68.85,159.56,324.00,236.00,north,43.84,2.99
12,2.20,66.67,158.33,372.00,232.00,north,41.79,2.50
13,2.40,64.52,156.36,356.00,336.00,north,39.11,2.91
14,2.60,63.16,153.51,348.00,208.00,north,35.95,3.16
15,2.80,61.87,149.13,416.00,348.00,west,31.42,4.56
16,3.00,60.67,142.50,424.00,408.00,west,24.92,6.74
17,3.20,60.95,134.96,412.00,468.00,west,18.75,7.54
18,3.40,61.19,127.53,436.00,416.00,west,13.20,7.44
19,3.60,61.40,120.16,460.00,472.00,west,9.14,7.37
20,3.80,62.29,112.80,468.00,520.00,west,8.52,7.42
21,4.00,64.59,106.21,448.00,444.00,west,11.96,6.98
22,4.20,66.83,101.16,424.00,408.00,west,16.34,5.52
23,4.40,67.59,97.57,432.00,336.00,west,18.94,3.67
24,4.60,68.33,95.43,388.00,404.00,west,20.80,2.26
25,4.80,68.34,93.26,392.00,348.00,west,22.21,2.17
26,5.00,66.88,90.99,368.00,320.00,west,22.78,2.70
27,5.20,66.14,88.74,432.00,336.00,west,24.04,2.37
28,5.40,63.17,87.02,448.00,368.00,west,23.78,3.43
29,5.60,58.66,85.10,476.00,404.00,west,23.22,4.90
30,5.80,53.28,82.18,408.00,364.00,west,24.49,6.12
31,6.00,50.14,80.19,380.00,276.00,west,25.94,3.72
32,6.20,46.22,79.66,300.00,360.00,west,26.34,3.96
33,6.40,45.48,81.22,288.00,356.00,west,24.79,1.72
34,6.60,44.79,84.44,364.00,220.00,west,21.58,3.30
35,6.80,44.91,89.40,396.00,296.00,west,16.63,4.95
36,7.00,46.56,95.19,408.00,332.00,west,10.80,6.03
37,7.20,48.92,100.84,412.00,380.00,west,5.36,6.12
38,7.40,50.44,105.55,404.00,360.00,west,1.39,4.95
39,7.60,51.94,107.85,408.00,244.00,west,0.38,2.75
40,7.80,49.65,111.02,460.00,340.00,platform,0.00,3.92
41,8.00,48.88,111.84,444.00,200.00,platform,0.00,1.12
42,8.20,49.62,113.36,452.00,192.00,platform,0.00,1.69
43,8.40,49.62,113.36,456.00,212.00,platform,0.00,0.00
44,8.60,50.37,114.10,492.00,212.00,platform,0.00,1.05
45,8.80,51.12,114.05,496.00,196.00,platform,0.00,0.76
46,9.00,50.37,114.10,460.00,164.00,platform,0.00,0.76
47,9.20,49.60,114.92,424.00,300.00,platform,0.00,1.12
48,9.40,50.36,114.87,440.00,168.00,platform,0.00,0.76
49,9.60,48.83,115.75,440.00,256.00,platform,0.00,1.76
