Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00034.trk
Object,0
Samples,79
rat,108,
trial,2,
date,2007-12-14 11:59:22.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,142.21,189.13,408.00,368.00,n ext,114.88
2,0.20,140.53,182.05,440.00,400.00,north,109.29
3,0.40,138.09,174.91,456.00,472.00,north,103.23
4,0.60,134.00,166.63,464.00,440.00,north,95.32
5,0.80,130.86,158.22,460.00,476.00,north,88.34
6,1.00,128.56,148.78,480.00,508.00,north,82.11
7,1.20,124.85,138.72,540.00,588.00,north,75.08
8,1.40,122.16,130.05,556.00,576.00,north,70.27
9,1.60,118.88,120.94,592.00,660.00,east,65.51
10,1.80,117.21,112.27,580.00,668.00,east,63.44
11,2.00,117.05,103.82,664.00,724.00,east,63.86
12,2.20,118.33,94.70,636.00,724.00,east,66.80
13,2.40,121.72,87.54,644.00,696.00,east,72.05
14,2.60,126.50,81.51,672.00,716.00,east,78.62
15,2.80,133.36,76.41,648.00,656.00,east,86.90
16,3.00,140.27,73.18,608.00,608.00,east,94.52
17,3.20,147.94,70.25,628.00,612.00,east,102.73
18,3.40,155.72,67.78,544.00,548.00,east,110.86
19,3.60,162.91,65.14,504.00,536.00,east,118.51
20,3.80,171.76,62.73,408.00,512.00,e ext,127.62
21,4.00,179.32,60.47,324.00,404.00,e ext,135.48
22,4.20,183.18,59.25,248.00,228.00,e ext,139.51
23,4.40,185.60,59.58,152.00,176.00,e ext,141.64
24,4.60,186.55,61.53,72.00,128.00,e ext,141.85
25,4.80,184.53,66.55,80.00,152.00,e ext,138.28
26,5.00,182.17,67.16,168.00,200.00,e ext,135.85
27,5.20,181.64,70.51,216.00,256.00,e ext,134.30
28,5.40,180.32,73.99,376.00,280.00,e ext,132.05
29,5.60,178.48,80.59,456.00,336.00,e ext,128.59
30,5.80,175.16,88.11,492.00,460.00,e ext,123.78
31,6.00,171.84,95.23,500.00,464.00,east,119.31
32,6.20,167.13,103.82,536.00,564.00,east,113.68
33,6.40,161.62,111.74,520.00,600.00,east,107.85
34,6.60,157.04,120.93,556.00,660.00,east,103.53
35,6.80,152.44,129.61,540.00,704.00,east,99.93
36,7.00,149.41,138.26,516.00,624.00,east,98.64
37,7.20,146.53,148.48,540.00,632.00,east,98.74
38,7.40,145.20,158.29,528.00,580.00,north,101.19
39,7.60,142.09,166.72,472.00,608.00,north,102.30
40,7.80,139.90,176.45,484.00,580.00,north,105.59
41,8.00,137.47,184.48,368.00,484.00,north,108.29
42,8.20,136.89,194.37,328.00,432.00,n ext,114.17
43,8.40,135.99,201.57,252.00,340.00,n ext,118.44
44,8.60,137.05,210.81,84.00,240.00,n ext,125.80
45,8.80,137.86,210.18,92.00,72.00,n ext,125.88
46,9.00,137.73,209.13,68.00,40.00,n ext,125.04
47,9.20,-,-,-,-,-,-
48,9.40,130.60,199.42,76.00,-,n ext,113.11
49,9.60,126.00,195.87,132.00,144.00,n ext,107.35
50,9.80,121.50,192.55,232.00,212.00,n ext,101.84
51,10.00,114.49,187.88,352.00,352.00,north,93.65
52,10.20,105.23,183.30,368.00,480.00,north,84.11
53,10.40,95.47,179.50,388.00,508.00,north,75.10
54,10.60,85.98,176.62,372.00,504.00,north,67.22
55,10.80,75.16,174.75,388.00,552.00,north,60.26
56,11.00,66.05,173.62,356.00,504.00,north,55.84
57,11.20,57.74,173.84,376.00,532.00,north,53.89
58,11.40,50.06,176.94,316.00,452.00,n ext,55.97
59,11.60,43.76,181.80,272.00,364.00,n ext,60.64
60,11.80,38.17,186.80,108.00,260.00,w ext,66.01
61,12.00,36.80,184.74,120.00,156.00,w ext,64.11
62,12.20,37.93,178.95,180.00,268.00,w ext,58.23
63,12.40,38.15,175.36,264.00,236.00,w ext,54.64
64,12.60,38.52,169.17,328.00,312.00,w ext,48.45
65,12.80,38.86,163.08,408.00,344.00,west,42.35
66,13.00,38.56,153.90,416.00,456.00,west,33.28
67,13.20,38.96,144.62,456.00,488.00,west,24.06
68,13.40,40.07,134.47,480.00,560.00,west,13.91
69,13.60,41.84,124.40,512.00,608.00,west,3.77
70,13.80,40.37,119.68,532.00,484.00,west,0.60
71,14.00,41.19,115.51,444.00,288.00,platform,0.00
72,14.20,41.97,113.83,560.00,348.00,platform,0.00
73,14.40,45.06,112.83,580.00,364.00,platform,0.00
74,14.60,45.84,111.19,604.00,328.00,platform,0.00
75,14.80,46.61,109.57,588.00,224.00,platform,0.00
76,15.00,47.38,108.75,576.00,204.00,platform,0.00
77,15.20,47.38,108.75,544.00,104.00,platform,0.00
78,15.40,46.61,109.57,444.00,180.00,platform,0.00
79,15.60,46.62,108.78,480.00,124.00,platform,0.00
