Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00036.trk
Object,0
Samples,66
rat,108,
trial,4,
date,2007-12-14 12:03:33.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,155.64,122.45,496.00,400.00,east,102.24
2,0.20,149.94,119.13,520.00,416.00,east,96.33
3,0.40,142.08,115.00,504.00,520.00,east,88.33
4,0.60,135.99,112.13,556.00,500.00,east,82.21
5,0.80,127.82,107.86,576.00,588.00,east,74.18
6,1.00,119.89,104.63,572.00,676.00,east,66.57
7,1.20,110.71,102.24,596.00,648.00,east,57.84
8,1.40,102.33,99.29,648.00,660.00,east,50.17
9,1.60,93.96,96.36,620.00,748.00,south,42.94
10,1.80,84.85,93.32,612.00,672.00,west,35.82
11,2.00,77.04,90.16,592.00,676.00,west,30.93
12,2.20,67.60,86.64,488.00,664.00,west,26.60
13,2.40,60.16,85.24,436.00,524.00,west,23.74
14,2.60,55.63,85.58,428.00,480.00,west,21.72
15,2.80,51.09,88.30,412.00,456.00,west,18.06
16,3.00,48.84,92.11,416.00,364.00,west,13.95
17,3.20,48.89,96.89,388.00,356.00,west,9.22
18,3.40,49.68,102.43,396.00,320.00,west,3.94
19,3.60,51.19,107.09,416.00,316.00,west,0.55
20,3.80,53.44,108.58,352.00,312.00,west,1.09
21,4.00,54.93,109.31,400.00,304.00,west,1.92
22,4.20,56.41,110.77,456.00,456.00,west,2.99
23,4.40,57.83,114.46,448.00,448.00,west,4.12
24,4.60,59.24,118.09,436.00,404.00,west,6.31
25,4.80,62.77,123.72,528.00,444.00,west,12.19
26,5.00,66.28,128.53,504.00,464.00,west,17.76
27,5.20,68.97,135.54,484.00,516.00,west,24.35
28,5.40,71.63,143.33,508.00,568.00,north,31.90
29,5.60,74.32,151.26,520.00,516.00,north,39.81
30,5.80,77.82,159.34,468.00,564.00,north,48.36
31,6.00,82.97,166.90,448.00,580.00,north,57.51
32,6.20,87.55,174.96,420.00,532.00,north,66.72
33,6.40,92.35,184.44,324.00,576.00,north,77.26
34,6.60,94.92,192.60,252.00,400.00,n ext,85.49
35,6.80,95.83,196.34,100.00,208.00,n ext,89.14
36,7.00,-,-,-,-,-,-
37,7.20,-,-,-,-,-,-
38,7.40,-,-,-,-,-,-
39,7.60,-,-,-,-,-,-
40,7.80,-,-,-,-,-,-
41,8.00,-,-,-,-,-,-
42,8.20,92.43,190.62,88.00,-,n ext,82.49
43,8.40,90.78,187.86,228.00,188.00,n ext,79.28
44,8.60,89.14,182.58,304.00,340.00,north,73.93
45,8.80,85.21,174.97,400.00,488.00,north,65.41
46,9.00,80.66,168.60,440.00,488.00,north,57.59
47,9.20,75.53,161.09,468.00,548.00,north,48.50
48,9.40,69.05,154.13,476.00,584.00,north,39.17
49,9.60,63.38,148.12,488.00,580.00,west,31.17
50,9.80,57.80,140.68,476.00,580.00,west,22.05
51,10.00,53.62,133.72,464.00,524.00,west,14.06
52,10.20,51.64,125.55,404.00,548.00,west,5.73
53,10.40,52.53,119.33,384.00,388.00,west,1.30
54,10.60,54.06,117.69,344.00,312.00,west,1.62
55,10.80,55.55,117.59,396.00,316.00,west,2.81
56,11.00,54.82,116.88,364.00,152.00,west,1.81
57,11.20,52.59,116.27,444.00,248.00,platform,0.00
58,11.40,51.84,116.32,444.00,112.00,platform,0.00
59,11.60,50.36,114.87,516.00,232.00,platform,0.00
60,11.80,48.83,115.75,528.00,228.00,platform,0.00
61,12.00,48.84,114.97,500.00,116.00,platform,0.00
62,12.20,49.60,114.92,456.00,76.00,platform,0.00
63,12.40,49.59,115.70,468.00,84.00,platform,0.00
64,12.60,50.34,115.65,460.00,88.00,platform,0.00
65,12.80,50.34,115.65,452.00,72.00,platform,0.00
66,13.00,50.34,115.65,480.00,84.00,platform,0.00
