Track file,I:\Rat Navigation Data\exp nesté 1morris_0002\data\track_00067.trk
Object,0
Samples,133
rat,100,
trial,3,
date,2007-12-15 14:20:47.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance moved,Distance to zone [platform [Acquisition Zonedef]]
1,0.00,176.26,133.68,324.00,244.00,east,-,124.09
2,0.20,173.30,130.13,344.00,236.00,east,4.62,120.65
3,0.40,170.30,125.74,396.00,276.00,east,5.32,117.15
4,0.60,168.31,122.59,400.00,260.00,east,3.73,114.89
5,0.80,164.65,118.39,380.00,268.00,east,5.58,110.99
6,1.00,161.97,115.36,380.00,272.00,east,4.04,108.23
7,1.20,161.00,113.48,396.00,264.00,east,2.12,107.23
8,1.40,158.49,111.49,404.00,312.00,east,3.21,104.72
9,1.60,156.71,108.75,392.00,300.00,east,3.27,103.00
10,1.80,154.20,106.03,436.00,316.00,platform reversal,3.69,100.63
11,2.00,150.88,101.71,468.00,352.00,platform reversal,5.45,97.69
12,2.20,146.92,97.57,452.00,360.00,platform reversal,5.73,94.32
13,2.40,142.25,91.27,468.00,472.00,east,7.85,90.88
14,2.60,137.78,86.03,484.00,456.00,east,6.89,87.83
15,2.80,133.43,80.23,508.00,480.00,east,7.25,85.54
16,3.00,129.20,75.33,496.00,428.00,east,6.47,83.54
17,3.20,126.43,71.85,508.00,380.00,east,4.44,82.60
18,3.40,123.68,68.40,480.00,404.00,south,4.41,81.91
19,3.60,122.31,67.04,492.00,484.00,south,1.92,81.45
20,3.80,119.59,66.56,528.00,388.00,south,2.77,79.43
21,4.00,115.49,67.61,532.00,460.00,south,4.23,75.43
22,4.20,112.06,69.97,544.00,460.00,south,4.17,71.26
23,4.40,108.62,72.24,544.00,416.00,south,4.12,67.14
24,4.60,104.48,77.25,552.00,456.00,south,6.50,60.93
25,4.80,100.31,81.41,576.00,480.00,south,5.88,55.18
26,5.00,96.11,87.53,572.00,532.00,south,7.43,48.48
27,5.20,92.59,92.91,548.00,512.00,south,6.43,42.93
28,5.40,90.45,97.62,532.00,432.00,west,5.17,39.20
29,5.60,87.59,102.31,528.00,420.00,west,5.49,35.13
30,5.80,83.98,107.70,560.00,520.00,west,6.48,30.57
31,6.00,79.64,112.48,552.00,536.00,west,6.46,25.86
32,6.20,75.26,116.70,532.00,508.00,west,6.08,21.69
33,6.40,71.61,118.91,500.00,576.00,west,4.27,18.52
34,6.60,67.99,119.06,516.00,488.00,west,3.63,14.99
35,6.80,63.66,117.11,460.00,416.00,west,4.74,10.40
36,7.00,59.33,113.65,412.00,480.00,west,5.55,5.57
37,7.20,57.16,110.00,412.00,320.00,west,4.24,3.77
38,7.40,55.72,103.99,476.00,400.00,west,6.18,5.68
39,7.60,54.23,97.86,420.00,368.00,west,6.31,9.82
40,7.80,52.69,93.92,412.00,304.00,west,4.23,12.88
41,8.00,51.90,91.52,472.00,260.00,west,2.52,15.05
42,8.20,51.06,86.71,400.00,440.00,west,4.89,19.62
43,8.40,50.98,82.71,444.00,276.00,west,4.00,23.55
44,8.60,51.59,76.34,432.00,348.00,west,6.39,29.94
45,8.80,52.21,71.57,400.00,304.00,west,4.82,34.75
46,9.00,51.99,65.77,444.00,324.00,west,5.80,40.47
47,9.20,51.76,60.72,396.00,288.00,west,5.06,45.48
48,9.40,51.60,57.30,356.00,224.00,west,3.42,48.86
49,9.60,50.66,54.50,360.00,204.00,south,2.95,51.58
50,9.80,51.22,50.35,384.00,488.00,south,4.19,55.77
51,10.00,52.78,49.92,396.00,244.00,south,1.62,56.32
52,10.20,57.39,47.77,388.00,320.00,south,5.09,59.06
53,10.40,62.87,48.37,388.00,312.00,south,5.51,59.54
54,10.60,67.48,48.66,452.00,344.00,south,4.62,60.48
55,10.80,72.03,48.85,440.00,308.00,south,4.55,61.82
56,11.00,75.04,49.46,452.00,292.00,south,3.08,62.44
57,11.20,77.29,49.88,456.00,268.00,south,2.28,63.02
58,11.40,79.53,51.07,416.00,352.00,south,2.54,63.01
59,11.60,82.51,53.10,484.00,324.00,south,3.60,62.76
60,11.80,84.72,54.95,480.00,340.00,south,2.88,62.42
61,12.00,86.20,57.42,468.00,332.00,south,2.89,61.18
62,12.20,86.94,59.78,492.00,440.00,south,2.47,59.69
63,12.40,86.98,64.28,468.00,360.00,south,4.50,56.16
64,12.60,85.59,69.31,516.00,352.00,south,5.22,51.42
65,12.80,84.19,74.28,488.00,380.00,south,5.16,46.82
66,13.00,83.49,78.53,484.00,356.00,south,4.31,43.33
67,13.20,82.77,80.61,408.00,412.00,south,2.20,41.40
68,13.40,81.35,82.65,388.00,252.00,south,2.48,38.99
69,13.60,79.92,85.39,436.00,336.00,south,3.09,36.12
70,13.80,78.48,88.13,444.00,288.00,west,3.09,33.30
