Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0002\data\track_00032.trk
Object,0
Samples,332
treatment,4,
cage,33,
mark,2,
id,103,
trial,8,
date,2009-07-27 09:59:56.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,109.20,15.76,528.00,856.00,s ext,91.58,-
2,0.20,112.99,14.41,572.00,364.00,s ext,94.72,4.03
3,0.40,122.09,12.15,604.00,440.00,s ext,101.74,9.38
4,0.60,125.57,11.51,628.00,352.00,s ext,104.34,3.53
5,0.80,131.91,11.10,616.00,276.00,s ext,108.64,6.36
6,1.00,136.83,12.64,628.00,332.00,s ext,110.73,5.15
7,1.20,141.33,13.98,684.00,360.00,south,112.87,4.69
8,1.40,144.74,16.28,692.00,416.00,south,113.71,4.11
9,1.60,147.71,18.44,712.00,404.00,south,114.45,3.68
10,1.80,151.02,19.38,688.00,368.00,south,116.34,3.44
11,2.00,150.67,22.65,728.00,400.00,south,114.00,3.29
12,2.20,148.32,27.60,740.00,396.00,south,109.04,5.48
13,2.40,146.07,32.45,780.00,480.00,south,104.25,5.34
14,2.60,144.38,37.74,796.00,448.00,south,99.71,5.55
15,2.80,144.34,41.44,796.00,512.00,south,97.54,3.70
16,3.00,144.21,45.18,804.00,440.00,south,95.37,3.74
17,3.20,143.45,50.02,840.00,500.00,south,92.19,4.90
18,3.40,142.72,54.94,836.00,508.00,south,89.14,4.97
19,3.60,142.67,61.33,816.00,684.00,south,86.26,6.39
20,3.80,141.44,66.87,860.00,476.00,east,82.96,5.68
21,4.00,140.09,73.47,852.00,584.00,east,79.35,6.74
22,4.20,138.45,80.25,924.00,624.00,east,75.76,6.97
23,4.40,137.05,87.90,880.00,564.00,east,72.76,7.77
24,4.60,135.91,93.53,900.00,476.00,reveral larger,70.89,5.75
25,4.80,135.00,99.91,912.00,564.00,reveral larger,69.63,6.44
26,5.00,134.51,106.97,920.00,592.00,reveral larger,69.27,7.08
27,5.20,133.86,112.72,984.00,536.00,east,69.24,5.79
28,5.40,134.26,118.51,964.00,532.00,east,70.60,5.80
29,5.60,135.17,124.98,948.00,608.00,east,73.08,6.53
30,5.80,135.55,130.10,912.00,580.00,east,75.01,5.13
31,6.00,137.22,136.28,928.00,576.00,east,78.75,6.41
32,6.20,138.99,141.64,924.00,540.00,north,82.54,5.64
33,6.40,141.98,147.57,868.00,616.00,north,87.89,6.64
34,6.60,145.37,153.60,852.00,600.00,north,93.81,6.92
35,6.80,150.30,160.50,828.00,552.00,north,101.60,8.48
36,7.00,155.34,166.88,828.00,536.00,north,109.31,8.13
37,7.20,159.08,171.80,768.00,428.00,north,115.17,6.18
38,7.40,165.83,178.75,848.00,424.00,north,124.69,9.69
39,7.60,171.09,184.20,784.00,512.00,north,132.15,7.57
40,7.80,180.52,193.04,672.00,464.00,n ext,144.97,12.92
41,8.00,187.58,199.42,632.00,344.00,n ext,154.44,9.52
42,8.20,189.18,201.29,592.00,384.00,n ext,156.82,2.45
43,8.40,192.43,205.03,680.00,408.00,n ext,161.66,4.96
44,8.60,192.31,205.60,640.00,240.00,n ext,161.90,0.58
