Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00052.trk
Object,0
Samples,172
treatment,3,
cage,31,
mark,1,
id,51,
trial,12,
date,2009-07-28 11:01:42.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,201.19,-5.08,308.00,168.00,e ext,170.85,-
2,0.20,211.09,-15.56,244.00,432.00,e ext,185.06,14.42
3,0.40,209.52,-12.64,412.00,272.00,e ext,182.05,3.32
4,0.60,206.72,-7.68,436.00,400.00,e ext,176.85,5.69
5,0.80,203.68,-0.58,404.00,384.00,e ext,170.25,7.73
6,1.00,201.20,4.54,356.00,248.00,e ext,165.32,5.69
7,1.20,196.66,14.91,472.00,324.00,e ext,155.89,11.32
8,1.40,191.79,24.75,504.00,288.00,e ext,146.69,10.98
9,1.60,186.53,34.90,512.00,408.00,e ext,137.25,11.43
10,1.80,183.29,40.97,572.00,308.00,east,131.67,6.89
11,2.00,178.56,47.68,604.00,376.00,east,124.60,8.20
12,2.20,173.30,54.31,580.00,384.00,east,117.21,8.47
13,2.40,169.12,60.11,616.00,324.00,east,111.21,7.15
14,2.60,166.21,62.52,560.00,368.00,east,107.64,3.78
15,2.80,163.87,63.36,600.00,304.00,east,105.16,2.49
16,3.00,161.30,63.08,680.00,328.00,east,102.85,2.59
17,3.20,158.75,62.91,696.00,344.00,east,100.53,2.56
18,3.40,157.27,60.25,736.00,384.00,east,100.12,3.05
19,3.60,154.50,59.47,712.00,424.00,east,97.84,2.87
20,3.80,153.61,56.11,696.00,432.00,east,98.38,3.48
21,4.00,152.76,53.01,716.00,372.00,east,98.95,3.21
22,4.20,152.12,50.84,680.00,324.00,south,99.36,2.26
23,4.40,152.31,48.31,700.00,476.00,south,100.73,2.54
24,4.60,153.39,45.33,680.00,276.00,south,103.14,3.17
25,4.80,154.53,42.36,656.00,248.00,south,105.64,3.19
26,5.00,156.45,38.20,696.00,328.00,south,109.45,4.58
27,5.20,161.25,31.49,672.00,328.00,south,117.12,8.25
28,5.40,165.60,25.74,732.00,308.00,south,123.96,7.21
29,5.60,170.25,19.75,656.00,316.00,south,131.22,7.59
30,5.80,175.34,14.02,652.00,276.00,south,138.71,7.66
31,6.00,181.78,6.56,608.00,300.00,south,148.34,9.85
32,6.20,185.16,2.67,544.00,312.00,south,153.39,5.15
33,6.40,188.70,-0.83,520.00,224.00,south,158.33,4.98
34,6.60,194.76,-7.09,560.00,240.00,s ext,166.97,8.71
35,6.80,200.98,-13.19,532.00,300.00,s ext,175.64,8.71
36,7.00,204.71,-16.70,436.00,264.00,s ext,180.74,5.12
37,7.20,207.07,-18.54,480.00,332.00,s ext,183.73,2.99
38,7.40,207.99,-18.59,520.00,264.00,s ext,184.48,0.92
39,7.60,206.12,-14.91,488.00,304.00,s ext,180.73,4.13
40,7.80,204.44,-11.74,504.00,248.00,s ext,177.46,3.59
41,8.00,200.28,-4.83,488.00,320.00,e ext,169.98,8.06
42,8.20,196.38,2.19,480.00,304.00,e ext,162.69,8.03
43,8.40,192.98,7.54,452.00,372.00,e ext,156.83,6.34
44,8.60,190.80,11.06,440.00,324.00,east,153.05,4.14
45,8.80,187.73,15.37,528.00,296.00,east,148.11,5.29
46,9.00,183.82,20.33,528.00,304.00,east,142.14,6.31
47,9.20,180.06,25.08,568.00,352.00,east,136.42,6.07
48,9.40,174.72,32.74,572.00,308.00,east,127.91,9.34
49,9.60,171.33,37.01,644.00,248.00,east,122.85,5.46
50,9.80,167.32,42.54,648.00,284.00,east,116.68,6.83
51,10.00,162.87,49.16,628.00,300.00,east,109.72,7.98
