Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00157.trk
Object,0
Samples,266
treatment,4,
cage,54,
mark,2,
id,97,
trial,1,
date,2009-07-27 16:59:37.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,97.31,14.22,348.00,680.00,s ext,87.20,-
2,0.20,98.04,10.16,172.00,272.00,s ext,91.19,4.13
3,0.40,99.91,10.13,172.00,112.00,s ext,92.01,1.88
4,0.60,101.56,11.12,272.00,164.00,s ext,91.85,1.92
5,0.80,101.56,11.12,304.00,72.00,s ext,91.85,0.00
6,1.00,103.41,11.06,340.00,108.00,s ext,92.75,1.85
7,1.20,101.12,13.17,440.00,172.00,s ext,89.82,3.11
8,1.40,100.90,14.18,376.00,320.00,s ext,88.82,1.03
9,1.60,103.41,11.06,164.00,228.00,s ext,92.75,4.00
10,1.80,102.02,9.05,180.00,96.00,s ext,93.91,2.44
11,2.00,99.30,13.20,436.00,408.00,s ext,88.98,4.97
12,2.20,92.24,11.10,372.00,336.00,s ext,88.06,7.37
13,2.40,88.25,13.92,396.00,384.00,s ext,84.02,4.89
14,2.60,82.76,13.48,476.00,408.00,s ext,82.67,5.51
15,2.80,69.77,11.65,460.00,496.00,s ext,81.64,13.12
16,3.00,58.94,11.09,416.00,628.00,s ext,81.27,10.85
17,3.20,50.25,10.28,464.00,400.00,s ext,82.30,8.72
18,3.40,34.42,5.86,416.00,584.00,s ext,89.29,16.44
19,3.60,28.75,5.32,424.00,416.00,s ext,91.39,5.69
20,3.80,22.76,3.49,500.00,396.00,s ext,95.10,6.27
21,4.00,17.72,2.31,484.00,424.00,s ext,98.09,5.18
22,4.20,13.00,0.86,440.00,492.00,s ext,101.37,4.94
23,4.40,7.75,-1.06,432.00,552.00,s ext,105.44,5.59
24,4.60,2.02,-4.34,404.00,460.00,s ext,111.06,6.60
25,4.80,0.90,-4.16,396.00,392.00,s ext,111.44,1.13
26,5.00,-1.57,-5.38,432.00,476.00,s ext,113.73,2.75
27,5.20,-4.25,-6.98,416.00,512.00,s ext,116.46,3.12
28,5.40,-5.03,-7.11,424.00,472.00,s ext,116.96,0.79
29,5.60,-7.01,-8.60,360.00,424.00,s ext,119.27,2.49
30,5.80,-4.85,-5.64,436.00,524.00,w ext,115.61,3.67
31,6.00,-2.71,-2.34,424.00,508.00,w ext,111.68,3.94
32,6.20,0.32,2.72,384.00,568.00,w ext,105.78,5.90
33,6.40,1.28,5.51,468.00,460.00,w ext,102.90,2.94
34,6.60,4.17,11.48,464.00,588.00,w ext,96.29,6.64
35,6.80,7.09,19.72,476.00,580.00,w ext,87.77,8.74
36,7.00,8.67,27.25,392.00,580.00,w ext,80.63,7.69
37,7.20,11.70,37.67,364.00,508.00,w ext,70.41,10.85
38,7.40,13.51,46.83,496.00,548.00,w ext,62.18,9.34
39,7.60,15.26,59.91,544.00,656.00,w ext,51.70,13.19
40,7.80,15.69,71.79,504.00,584.00,w ext,44.41,11.89
41,8.00,16.08,82.83,500.00,668.00,w ext,39.05,11.05
42,8.20,16.32,98.20,568.00,716.00,w ext,35.67,15.38
43,8.40,14.63,111.55,516.00,604.00,w ext,37.94,13.45
44,8.60,12.77,125.23,556.00,640.00,w ext,43.65,13.81
45,8.80,10.73,138.79,532.00,640.00,w ext,52.14,13.71
46,9.00,8.41,150.12,516.00,632.00,w ext,60.85,11.56
47,9.20,6.26,160.77,576.00,740.00,w ext,69.73,10.86
48,9.40,4.47,167.58,496.00,552.00,w ext,75.97,7.05
49,9.60,2.39,174.19,444.00,548.00,w ext,82.34,6.92
50,9.80,2.18,176.78,444.00,384.00,w ext,84.49,2.60
51,10.00,0.99,179.92,376.00,332.00,w ext,87.70,3.35
52,10.20,-0.27,183.00,372.00,260.00,w ext,90.91,3.33
53,10.40,-2.37,185.62,432.00,316.00,w ext,94.26,3.35
54,10.60,-2.98,183.88,336.00,352.00,w ext,93.27,1.84
55,10.80,-1.07,182.50,500.00,364.00,w ext,90.99,2.37
56,11.00,3.12,176.16,616.00,404.00,w ext,83.42,7.59
57,11.20,9.00,165.07,620.00,532.00,w ext,71.11,12.55
