Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00037.trk
Object,0
Samples,118
treatment,1,
cage,30,
mark,2,
id,100,
trial,9,
date,2009-07-28 10:17:33.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,213.19,220.60,520.00,216.00,n ext,187.61,-
2,0.20,219.30,226.76,468.00,404.00,n ext,196.19,8.68
3,0.40,222.09,229.57,552.00,396.00,n ext,200.12,3.97
4,0.60,221.16,228.91,632.00,472.00,n ext,198.98,1.14
5,0.80,218.06,226.58,624.00,440.00,n ext,195.10,3.88
6,1.00,214.55,224.35,660.00,420.00,n ext,190.95,4.16
7,1.20,207.67,219.76,692.00,512.00,n ext,182.70,8.27
8,1.40,200.40,215.58,724.00,424.00,n ext,174.39,8.39
9,1.60,190.69,210.59,716.00,496.00,n ext,163.67,10.92
10,1.80,181.28,205.62,744.00,436.00,n ext,153.22,10.64
11,2.00,176.40,204.16,708.00,388.00,n ext,148.54,5.09
12,2.20,168.79,201.04,648.00,420.00,n ext,140.73,8.22
13,2.40,159.09,197.44,700.00,396.00,n ext,131.10,10.34
14,2.60,147.32,193.74,728.00,444.00,n ext,120.05,12.34
15,2.80,133.42,189.51,752.00,448.00,n ext,107.43,14.53
16,3.00,119.74,187.31,756.00,508.00,n ext,97.11,13.86
17,3.20,106.22,185.40,728.00,484.00,n ext,87.85,13.65
18,3.40,95.46,182.89,756.00,404.00,n ext,80.41,11.05
19,3.60,81.78,181.29,708.00,560.00,n ext,73.81,13.78
20,3.80,76.30,179.15,724.00,424.00,n ext,70.29,5.88
21,4.00,70.80,175.73,772.00,472.00,north,65.75,6.48
22,4.20,64.62,172.96,836.00,496.00,north,62.07,6.78
23,4.40,61.38,169.31,812.00,584.00,north,58.17,4.88
24,4.60,57.58,166.26,832.00,612.00,north,55.03,4.87
25,4.80,54.56,163.40,904.00,600.00,north,52.26,4.17
26,5.00,51.12,161.07,876.00,716.00,north,50.17,4.15
27,5.20,48.61,159.20,884.00,624.00,north,48.64,3.12
28,5.40,44.60,158.24,900.00,688.00,north,48.50,4.12
29,5.60,42.13,157.11,864.00,572.00,north,48.07,2.71
30,5.80,38.91,155.63,864.00,712.00,west,47.73,3.55
31,6.00,34.35,156.09,880.00,584.00,west,49.85,4.58
32,6.20,31.68,156.04,868.00,540.00,west,50.96,2.67
33,6.40,28.15,155.38,812.00,488.00,west,52.07,3.59
34,6.60,26.37,154.37,752.00,628.00,west,52.15,2.05
35,6.80,26.18,151.23,772.00,524.00,west,49.65,3.15
36,7.00,28.76,143.00,796.00,472.00,west,41.51,8.62
37,7.20,31.33,133.10,772.00,520.00,west,32.43,10.23
38,7.40,33.09,122.99,832.00,508.00,west,24.76,10.26
39,7.60,34.78,112.75,824.00,496.00,west,18.65,10.39
40,7.80,34.84,102.30,844.00,516.00,west,17.04,10.44
41,8.00,34.03,90.15,884.00,552.00,west,19.68,12.18
42,8.20,31.92,76.26,860.00,608.00,west,28.43,14.05
43,8.40,29.95,67.05,820.00,472.00,west,36.16,9.42
44,8.60,26.59,54.90,840.00,484.00,west,47.70,12.60
45,8.80,21.55,41.29,860.00,612.00,west,61.80,14.52
46,9.00,16.40,30.41,776.00,460.00,west,73.77,12.04
47,9.20,12.22,22.02,732.00,644.00,w ext,83.12,9.38
48,9.40,9.31,14.82,768.00,636.00,w ext,90.80,7.76
49,9.60,9.82,13.42,740.00,468.00,west,91.76,1.48
50,9.80,10.71,12.44,828.00,472.00,west,92.17,1.33
51,10.00,12.63,12.96,796.00,544.00,south,90.77,1.99
52,10.20,13.92,12.57,828.00,664.00,south,90.50,1.34
53,10.40,14.15,11.15,804.00,584.00,south,91.64,1.44
54,10.60,12.96,7.86,788.00,656.00,south,95.12,3.51
55,10.80,12.34,5.47,716.00,560.00,s ext,97.52,2.46
56,11.00,12.02,3.11,704.00,492.00,s ext,99.78,2.39
57,11.20,11.99,2.31,608.00,224.00,s ext,100.50,0.80
58,11.40,13.67,3.47,612.00,260.00,s ext,98.73,2.03
59,11.60,10.30,0.34,512.00,412.00,s ext,103.02,4.60
60,11.80,13.67,4.27,612.00,556.00,s ext,98.01,5.17
61,12.00,15.31,6.22,720.00,500.00,s ext,95.54,2.55
62,12.20,10.47,2.71,652.00,348.00,s ext,100.84,5.99
63,12.40,6.48,0.01,644.00,360.00,s ext,105.09,4.81
64,12.60,4.16,-1.52,628.00,456.00,s ext,107.55,2.78
65,12.80,0.62,-3.70,636.00,536.00,s ext,111.18,4.16
66,13.00,-2.69,-6.01,600.00,460.00,s ext,114.84,4.04
67,13.20,-3.20,-5.86,568.00,512.00,s ext,114.96,0.53
68,13.40,-5.03,-7.11,532.00,492.00,s ext,116.96,2.21
69,13.60,-4.79,-6.53,484.00,528.00,s ext,116.35,0.62
70,13.80,-4.87,-6.15,584.00,556.00,s ext,116.06,0.38
71,14.00,-2.44,-2.91,552.00,600.00,w ext,112.03,4.06
72,14.20,-1.39,-0.89,500.00,572.00,w ext,109.76,2.28
73,14.40,-0.03,1.51,636.00,456.00,w ext,107.01,2.75
74,14.60,0.96,4.07,644.00,504.00,w ext,104.29,2.75
75,14.80,3.64,9.89,668.00,536.00,w ext,97.93,6.40
76,15.00,5.93,16.37,704.00,516.00,w ext,91.21,6.87
77,15.20,7.75,23.59,680.00,496.00,w ext,84.17,7.44
78,15.40,10.62,34.35,632.00,480.00,w ext,73.72,11.14
79,15.60,11.64,42.47,620.00,428.00,w ext,66.71,8.18
80,15.80,12.76,54.76,516.00,472.00,w ext,57.01,12.34
81,16.00,15.02,64.53,616.00,388.00,w ext,48.97,10.03
82,16.20,16.03,79.13,508.00,396.00,w ext,40.55,14.63
83,16.40,17.78,89.28,596.00,392.00,w ext,35.60,10.31
84,16.60,18.57,102.79,580.00,408.00,w ext,33.31,13.53
85,16.80,19.50,114.27,680.00,404.00,w ext,33.85,11.52
86,17.00,19.66,125.19,660.00,460.00,w ext,37.39,10.92
87,17.20,18.74,138.92,648.00,540.00,w ext,45.76,13.76
88,17.40,17.98,146.90,700.00,420.00,w ext,51.63,8.02
89,17.60,14.29,158.32,660.00,416.00,w ext,62.53,12.00
90,17.80,10.64,168.97,632.00,444.00,w ext,73.14,11.26
91,18.00,7.17,178.47,580.00,508.00,w ext,82.87,10.12
92,18.20,3.48,185.54,548.00,400.00,w ext,90.78,7.97
93,18.40,-2.83,195.05,528.00,444.00,w ext,102.19,11.41
94,18.60,-5.43,198.55,552.00,344.00,w ext,106.54,4.35
95,18.80,-11.63,205.85,420.00,452.00,w ext,116.08,9.58
96,19.00,-12.71,206.86,412.00,200.00,w ext,117.53,1.48
97,19.20,-10.24,204.04,480.00,228.00,w ext,113.79,3.75
98,19.40,-6.47,199.48,556.00,460.00,w ext,107.91,5.91
99,19.60,-3.36,194.18,512.00,524.00,w ext,101.78,6.15
100,19.80,1.72,186.15,504.00,440.00,w ext,92.29,9.50
101,20.00,8.24,176.77,636.00,316.00,w ext,80.86,11.43
102,20.20,16.02,165.58,644.00,440.00,west,67.23,13.63
103,20.40,24.57,153.14,708.00,480.00,west,52.14,15.09
104,20.60,31.34,143.22,756.00,472.00,west,40.13,12.01
105,20.80,39.35,132.41,804.00,592.00,west,26.68,13.46
106,21.00,46.66,121.79,836.00,672.00,west,13.79,12.89
107,21.20,50.81,114.78,820.00,552.00,platform larger,5.71,8.15
108,21.40,53.02,111.53,740.00,320.00,platform larger,1.90,3.92
109,21.60,56.32,105.48,808.00,596.00,platform,0.00,6.89
110,21.80,58.13,102.73,932.00,444.00,platform,0.00,3.29
111,22.00,59.82,100.14,948.00,328.00,platform,0.00,3.10
112,22.20,60.66,98.44,948.00,192.00,platform,0.00,1.90
