Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00025.trk
Object,0
Samples,256
treatment,4,
cage,33,
mark,1,
id,53,
trial,9,
date,2009-07-28 09:43:38.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,207.91,215.00,468.00,264.00,n ext,180.04,-
2,0.20,210.54,217.69,508.00,168.00,n ext,183.75,3.77
3,0.40,214.31,221.58,416.00,364.00,n ext,189.10,5.41
4,0.60,210.00,217.24,556.00,420.00,n ext,183.04,6.12
5,0.80,208.85,216.32,660.00,280.00,n ext,181.58,1.47
6,1.00,206.62,214.33,612.00,352.00,n ext,178.60,2.99
7,1.20,202.40,210.27,660.00,512.00,n ext,172.80,5.85
8,1.40,197.37,205.31,748.00,320.00,n ext,165.82,7.06
9,1.60,192.52,200.53,784.00,292.00,n ext,159.09,6.81
10,1.80,188.49,196.21,804.00,316.00,north,153.29,5.91
11,2.00,181.84,189.53,804.00,360.00,north,143.99,9.43
12,2.20,177.62,185.28,916.00,256.00,north,138.09,5.99
13,2.40,171.61,179.18,836.00,520.00,north,129.68,8.56
14,2.60,167.20,174.41,872.00,388.00,north,123.35,6.50
15,2.80,160.67,167.98,756.00,580.00,north,114.36,9.17
16,3.00,156.82,163.67,836.00,528.00,north,108.82,5.77
17,3.20,152.31,157.88,856.00,380.00,north,101.95,7.34
18,3.40,150.00,154.66,892.00,404.00,north,98.34,3.97
19,3.60,148.80,152.19,876.00,576.00,north,96.09,2.74
20,3.80,147.29,148.90,944.00,396.00,north,93.21,3.62
21,4.00,147.15,147.07,956.00,420.00,east,92.26,1.83
22,4.20,147.03,145.19,924.00,648.00,east,91.33,1.88
23,4.40,149.04,145.41,884.00,456.00,east,93.24,2.02
24,4.60,150.12,144.95,904.00,476.00,east,94.04,1.18
25,4.80,152.82,146.98,932.00,596.00,east,97.33,3.38
26,5.00,154.63,148.40,920.00,596.00,east,99.58,2.30
27,5.20,157.31,151.82,804.00,548.00,east,103.47,4.35
28,5.40,160.08,156.54,840.00,508.00,east,108.09,5.47
29,5.60,160.52,159.70,884.00,460.00,east,109.98,3.19
30,5.80,159.43,160.86,940.00,448.00,east,109.60,1.60
31,6.00,157.17,161.05,856.00,532.00,north,107.75,2.26
32,6.20,152.12,158.75,896.00,560.00,north,102.24,5.55
33,6.40,146.49,155.92,936.00,608.00,north,95.95,6.30
34,6.60,138.05,150.78,980.00,636.00,north,86.07,9.88
35,6.80,130.68,146.34,944.00,628.00,north,77.47,8.61
36,7.00,123.65,142.62,976.00,656.00,north,69.53,7.95
37,7.20,116.84,138.29,1008.00,592.00,north,61.46,8.07
38,7.40,110.59,134.64,1068.00,604.00,north,54.22,7.24
39,7.60,104.99,130.33,980.00,736.00,north,47.19,7.07
40,7.80,99.79,127.73,1056.00,676.00,north,41.40,5.81
41,8.00,93.83,124.20,1032.00,808.00,north,34.48,6.92
42,8.20,88.25,121.66,1084.00,804.00,north,28.40,6.14
43,8.40,83.01,119.29,1072.00,788.00,north,22.74,5.75
44,8.60,78.65,116.84,1016.00,744.00,west,17.78,5.00
45,8.80,73.25,115.70,980.00,668.00,west,12.74,5.52
46,9.00,68.50,114.36,992.00,756.00,west,8.18,4.94
47,9.20,62.78,113.66,976.00,704.00,platform larger,4.12,5.76
48,9.40,56.41,114.72,936.00,696.00,platform larger,3.55,6.46
49,9.60,49.49,117.04,908.00,708.00,west,8.29,7.29
50,9.80,42.63,120.98,928.00,716.00,west,15.91,7.92
51,10.00,34.89,127.02,880.00,744.00,west,25.72,9.81
