Track file,C:\Users\tiago\rat_navigation\data\ethovision\exp nestle 3_0003\data\track_00156.trk
Object,0
Samples,111
treatment,4,
cage,54,
mark,1,
id,64,
trial,12,
date,2009-07-29 16:44:32.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,193.65,2.69,328.00,264.00,e ext,160.17,-
2,0.20,191.46,5.35,428.00,172.00,east,156.85,3.44
3,0.40,187.21,10.50,572.00,224.00,east,150.40,6.68
4,0.60,182.09,17.02,628.00,272.00,east,142.49,8.29
5,0.80,178.19,22.47,576.00,396.00,east,136.24,6.70
6,1.00,175.39,26.24,620.00,308.00,east,131.85,4.70
7,1.20,171.84,31.37,676.00,352.00,east,126.13,6.24
8,1.40,167.68,37.73,668.00,296.00,east,119.32,7.60
9,1.60,163.82,43.84,652.00,360.00,east,112.99,7.22
10,1.80,158.63,50.63,712.00,404.00,east,105.26,8.55
11,2.00,155.98,54.88,820.00,428.00,east,101.05,5.01
12,2.20,151.18,60.07,804.00,480.00,east,94.56,7.07
13,2.40,148.37,62.26,880.00,404.00,east,91.12,3.56
14,2.60,144.87,64.65,876.00,404.00,east,86.97,4.24
15,2.80,141.44,66.87,732.00,584.00,east,82.96,4.09
16,3.00,138.08,68.93,676.00,392.00,east,79.08,3.94
17,3.20,135.49,72.26,664.00,348.00,east,75.47,4.21
18,3.40,133.76,75.23,756.00,348.00,east,72.80,3.44
19,3.60,132.13,78.08,732.00,456.00,east,70.33,3.29
20,3.80,131.28,80.72,776.00,396.00,east,68.73,2.77
21,4.00,131.17,83.22,748.00,412.00,east,67.97,2.50
22,4.20,131.78,85.66,824.00,332.00,east,68.00,2.52
23,4.40,131.99,87.35,784.00,328.00,east,67.87,1.70
24,4.60,132.88,89.03,844.00,484.00,east,68.46,1.90
25,4.80,134.00,89.87,808.00,380.00,east,69.43,1.39
26,5.00,135.78,90.74,788.00,388.00,east,71.07,1.98
27,5.20,137.39,92.63,848.00,700.00,reveral larger,72.46,2.49
28,5.40,137.98,97.49,872.00,568.00,reveral larger,72.70,4.89
29,5.60,138.74,103.42,880.00,504.00,platform reversal,73.35,5.99
30,5.80,138.56,111.83,816.00,552.00,reveral larger,73.78,8.41
31,6.00,140.69,121.57,836.00,652.00,east,77.54,9.97
32,6.20,142.91,130.09,808.00,644.00,east,82.01,8.81
33,6.40,146.77,139.20,856.00,640.00,east,88.70,9.89
34,6.60,151.60,148.55,768.00,624.00,east,96.91,10.53
35,6.80,159.43,160.86,764.00,716.00,east,109.60,14.59
36,7.00,167.78,172.85,724.00,656.00,north,122.98,14.61
37,7.20,176.91,184.33,704.00,596.00,north,136.96,14.67
38,7.40,185.87,195.03,656.00,616.00,north,150.47,13.95
39,7.60,196.71,206.96,604.00,588.00,n ext,166.25,16.13
40,7.80,204.00,215.32,552.00,588.00,n ext,177.10,11.10
41,8.00,198.72,213.68,520.00,656.00,n ext,171.90,5.54
42,8.20,185.28,206.35,532.00,524.00,n ext,156.80,15.31
43,8.40,169.73,197.74,516.00,488.00,n ext,139.30,17.77
44,8.60,155.32,188.96,580.00,432.00,n ext,122.63,16.87
45,8.80,143.48,181.32,608.00,540.00,n ext,108.70,14.09
46,9.00,132.26,172.33,660.00,612.00,north,94.35,14.38
47,9.20,126.86,165.65,752.00,572.00,north,85.87,8.60
48,9.40,120.71,157.56,768.00,624.00,north,75.92,10.16
49,9.60,116.76,151.72,820.00,620.00,north,69.17,7.05
50,9.80,112.29,146.58,748.00,616.00,north,62.48,6.81
51,10.00,107.36,142.24,872.00,628.00,north,55.93,6.57
52,10.20,100.41,137.29,884.00,708.00,north,47.40,8.53
53,10.40,96.12,133.08,912.00,652.00,north,41.45,6.01
54,10.60,91.83,128.53,880.00,704.00,north,35.31,6.26
55,10.80,88.84,124.16,912.00,728.00,north,30.32,5.30
56,11.00,85.87,118.55,932.00,764.00,north,24.75,6.35
57,11.20,83.03,112.73,888.00,852.00,west,19.69,6.47
58,11.40,80.63,106.56,940.00,820.00,west,15.67,6.62
59,11.60,77.78,99.88,932.00,816.00,west,12.46,7.26
60,11.80,74.21,91.08,864.00,804.00,west,11.70,9.49
61,12.00,70.17,82.40,784.00,784.00,west,14.39,9.58
62,12.20,66.04,74.86,788.00,652.00,west,19.17,8.60
63,12.40,61.28,67.52,800.00,724.00,west,25.14,8.75
64,12.60,54.25,59.20,748.00,652.00,west,33.21,10.89
65,12.80,49.41,53.97,672.00,556.00,west,39.04,7.12
66,13.00,45.67,50.00,628.00,372.00,west,43.74,5.46
67,13.20,40.25,45.11,588.00,480.00,west,50.00,7.30
68,13.40,38.78,44.41,524.00,584.00,west,51.15,1.62
69,13.60,38.32,44.56,512.00,372.00,west,51.18,0.48
70,13.80,38.40,45.73,524.00,276.00,west,50.06,1.17
71,14.00,38.92,46.74,556.00,160.00,west,48.93,1.14
72,14.20,40.42,49.79,652.00,208.00,west,45.55,3.39
73,14.40,42.29,52.59,636.00,208.00,west,42.27,3.37
74,14.60,44.90,57.33,700.00,296.00,west,36.93,5.42
75,14.80,46.91,61.00,656.00,276.00,west,32.82,4.18
76,15.00,48.78,64.60,632.00,248.00,west,28.83,4.06
77,15.20,49.92,66.18,624.00,96.00,west,27.01,1.95
78,15.40,52.38,70.20,700.00,308.00,west,22.54,4.72
79,15.60,53.66,72.63,724.00,296.00,west,19.93,2.74
80,15.80,56.20,75.02,680.00,588.00,west,17.31,3.49
81,16.00,57.73,75.93,636.00,340.00,west,16.43,1.78
82,16.20,58.49,76.38,652.00,480.00,west,16.05,0.88
83,16.40,59.06,75.93,640.00,444.00,west,16.56,0.72
84,16.60,58.86,75.06,680.00,296.00,west,17.40,0.90
85,16.80,56.41,68.43,600.00,432.00,west,23.89,7.07
86,17.00,54.71,65.24,696.00,232.00,west,27.16,3.61
87,17.20,51.67,60.47,644.00,260.00,west,32.25,5.66
88,17.40,49.64,57.10,624.00,484.00,west,35.92,3.93
89,17.60,46.49,54.10,540.00,452.00,west,39.56,4.35
90,17.80,44.64,52.64,560.00,340.00,west,41.47,2.36
91,18.00,43.71,51.89,544.00,360.00,west,42.47,1.20
92,18.20,45.46,55.78,548.00,276.00,west,38.23,4.27
93,18.40,46.27,57.73,592.00,140.00,west,36.13,2.11
94,18.60,47.41,60.67,644.00,268.00,west,32.99,3.15
95,18.80,50.74,66.76,660.00,328.00,west,26.24,6.95
96,19.00,54.44,73.13,708.00,432.00,west,19.33,7.36
97,19.20,57.83,80.04,664.00,420.00,west,12.33,7.70
98,19.40,60.57,85.68,688.00,424.00,west,7.14,6.26
99,19.60,63.62,92.11,744.00,488.00,platform larger,2.68,7.12
100,19.80,64.92,96.00,732.00,452.00,platform larger,1.19,4.10
101,20.00,65.36,99.60,688.00,500.00,platform larger,0.34,3.63
102,20.20,63.75,101.93,652.00,444.00,platform,0.00,2.82
103,20.40,60.84,103.24,724.00,416.00,platform,0.00,3.19
104,20.60,60.17,103.12,692.00,104.00,platform,0.00,0.69
105,20.80,59.61,102.04,700.00,216.00,platform,0.00,1.21
106,21.00,59.72,101.09,648.00,236.00,platform,0.00,0.96
107,21.20,60.40,101.24,652.00,164.00,platform,0.00,0.69
108,21.40,59.72,101.09,744.00,388.00,platform,0.00,0.69
109,21.60,58.93,101.90,676.00,324.00,platform,0.00,1.13
110,21.80,59.61,102.04,664.00,348.00,platform,0.00,0.70
111,22.00,58.81,102.87,676.00,316.00,platform,0.00,1.15
