Track file,I:\Rat Navigation Data\backup1\exp nestle 3_0001\data\track_00056.trk
Object,0
Samples,450
treatment,3,
cage,31,
mark,2,
id,55,
trial,4,
date,2009-07-26 12:52:15.000,yyyy-MM-dd HH:mm:ss
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0.00,57.68,186.31,368.00,256.00,n ext,75.08,-
2,0.20,46.53,193.14,192.00,304.00,n ext,82.55,13.08
3,0.40,48.37,192.65,324.00,236.00,n ext,81.87,1.91
4,0.60,55.03,191.91,280.00,372.00,n ext,80.72,6.70
5,0.80,59.10,188.52,292.00,348.00,n ext,77.29,5.30
6,1.00,65.88,185.61,392.00,332.00,n ext,74.79,7.38
7,1.20,72.98,182.06,496.00,416.00,n ext,72.39,7.94
8,1.40,78.00,178.99,512.00,376.00,n ext,70.56,5.88
9,1.60,88.81,173.39,572.00,516.00,north,68.97,12.18
10,1.80,96.37,170.21,620.00,424.00,north,69.75,8.20
11,2.00,103.52,166.73,628.00,504.00,north,70.92,7.95
12,2.20,109.85,164.48,596.00,448.00,north,73.07,6.72
13,2.40,114.32,161.59,664.00,428.00,north,73.98,5.32
14,2.60,119.59,159.31,664.00,408.00,north,76.22,5.74
15,2.80,124.28,157.35,656.00,456.00,north,78.56,5.09
16,3.00,126.08,154.73,676.00,420.00,north,78.41,3.17
17,3.20,127.96,153.57,680.00,308.00,north,79.25,2.21
18,3.40,129.69,152.45,744.00,376.00,north,80.00,2.07
19,3.60,132.39,151.87,756.00,340.00,north,81.89,2.76
20,3.80,135.73,151.22,748.00,512.00,north,84.33,3.40
21,4.00,140.14,151.98,788.00,488.00,north,88.48,4.47
22,4.20,143.31,152.27,812.00,424.00,north,91.35,3.18
23,4.40,148.36,154.02,816.00,476.00,north,96.60,5.34
24,4.60,151.37,153.53,744.00,496.00,north,98.99,3.06
25,4.80,153.62,153.03,792.00,432.00,east,100.74,2.30
26,5.00,156.37,151.06,760.00,640.00,east,102.30,3.38
27,5.20,159.83,150.59,776.00,560.00,east,105.21,3.49
28,5.40,162.84,148.57,740.00,572.00,east,107.13,3.62
29,5.60,165.92,145.83,792.00,740.00,east,108.94,4.13
30,5.80,172.03,147.87,720.00,624.00,east,115.37,6.44
31,6.00,177.75,150.50,688.00,576.00,east,121.65,6.29
32,6.20,183.07,153.94,608.00,432.00,e ext,127.87,6.33
33,6.40,188.53,157.55,544.00,376.00,e ext,134.29,6.55
34,6.60,191.11,158.50,528.00,272.00,e ext,137.03,2.74
35,6.80,190.29,154.79,520.00,464.00,e ext,134.90,3.79
36,7.00,188.88,147.31,508.00,348.00,e ext,131.04,7.61
37,7.20,184.00,136.95,512.00,444.00,e ext,123.33,11.45
38,7.40,178.90,128.51,600.00,392.00,e ext,116.35,9.86
39,7.60,172.51,119.92,668.00,580.00,east,108.52,10.71
40,7.80,165.83,112.12,680.00,588.00,east,100.90,10.27
41,8.00,158.16,105.07,716.00,788.00,east,92.79,10.42
42,8.20,150.87,101.85,792.00,788.00,reveral larger,85.46,7.97
43,8.40,143.25,99.23,828.00,844.00,platform reversal,77.90,8.05
44,8.60,135.99,97.27,880.00,876.00,reveral larger,70.73,7.52
45,8.80,128.24,96.57,840.00,936.00,east,63.02,7.78
46,9.00,120.72,96.04,900.00,892.00,east,55.55,7.54
