Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00063.trk,,,,,,,
Object,0,,,,,,,
Samples,301,,,,,,,
id,114,,,,,,,
trial,3,,,,,,,
date,57:43.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,99.59,184.22,316,220,north,81.35,-
2,0.2,97.07,179.64,336,244,north,76.18,5.23
3,0.4,95.39,174.45,344,248,north,71.04,5.45
4,0.6,93.76,169.42,400,336,north,66.1,5.29
5,0.8,92.94,163.78,420,324,north,61.32,5.7
6,1,92.16,159.05,416,292,north,57.38,4.79
7,1.2,92.16,155.21,416,280,north,54.73,3.84
8,1.4,92.16,152.19,436,268,north,52.74,3.03
9,1.6,93.66,148.5,456,324,north,51.65,3.98
10,1.8,94.4,144.11,424,336,north,49.82,4.45
11,2,95.87,139.1,476,332,north,48.47,5.22
12,2.2,96.59,134.14,512,356,north,46.96,5.02
13,2.4,97.32,129.24,552,424,north,45.97,4.95
14,2.6,97.33,123.68,576,464,north,44.66,5.56
15,2.8,97.34,117.5,596,484,north,43.74,6.18
16,3,96.66,111.35,588,496,north,42.91,6.19
17,3.2,96,105.23,564,464,west,42.83,6.15
18,3.4,96.04,99.13,608,500,south,44.11,6.1
19,3.6,95.38,94.36,520,464,south,44.95,4.82
20,3.8,95.41,88.89,596,452,south,47.22,5.47
21,4,94.05,82.63,604,496,south,49.26,6.41
22,4.2,93.37,76.29,604,544,south,52.32,6.38
23,4.4,91.97,69.78,552,460,south,55.51,6.66
24,4.6,91.95,63.93,544,432,south,59.67,5.84
25,4.8,91.22,59.41,548,404,south,62.61,4.58
26,5,90.47,54.8,560,396,south,65.8,4.68
27,5.2,87.52,49.05,564,516,south,68.88,6.46
28,5.4,85.24,43.96,564,440,south,72,5.58
29,5.6,82.15,38.54,556,456,south,75.35,6.24
30,5.8,78.25,33.54,560,396,south,78.35,6.34
31,6,75.04,29.33,584,376,south,81.21,5.3
32,6.2,72.54,25.13,552,352,south,84.48,4.89
