Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00076.trk,,,,,,
Object,0,,,,,,
Samples,52,,,,,,
id,101,,,,,,
trial,4,,,,,,
date,56:05.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,174.02,129.31,332,220,east,121.25
2,0.2,168.99,128.33,344,268,east,116.14
3,0.4,165.69,127.7,348,204,east,112.78
4,0.6,161.71,127.87,272,284,east,108.86
5,0.8,160.19,128.48,340,220,east,107.43
6,1,160.39,130.29,316,320,east,107.89
7,1.2,159.68,131.04,376,228,east,107.3
8,1.4,159.78,131.95,384,168,east,107.55
9,1.6,159.88,132.86,400,216,east,107.81
10,1.8,159.88,132.86,416,376,east,107.81
11,2,161.63,134.13,432,280,east,109.76
12,2.2,161.52,133.21,388,348,east,109.49
13,2.4,162.02,130.62,408,292,east,109.55
14,2.6,160.09,127.57,412,308,east,107.21
15,2.8,157.31,123.58,400,300,east,104.01
16,3,152.96,118.67,452,364,east,99.33
17,3.2,148,113.96,460,384,east,94.24
18,3.4,143.11,107.93,464,452,east,89.45
19,3.6,139.21,103.83,476,356,east,85.86
20,3.8,136.2,101.44,500,328,east,83.15
21,4,133.98,99.89,464,484,east,81.17
22,4.2,132.52,99.12,528,400,east,79.86
23,4.4,131.09,99.1,520,280,east,78.45
24,4.6,128.27,99.81,548,324,east,75.55
25,4.8,125.49,101.94,576,420,east,72.48
26,5,122.72,104.73,584,392,east,69.38
27,5.2,119.98,108.89,596,444,east,66.3
28,5.4,117.26,114.4,580,528,east,63.51
29,5.6,114.53,120.56,596,536,north,61.15
30,5.8,111.09,128.07,532,584,north,59.02
31,6,106.09,134.05,544,628,north,55.8
32,6.2,99.54,138.58,468,540,north,51.49
33,6.4,92.92,141.88,428,512,north,47.38
34,6.6,85.57,142.55,436,480,north,41.6
35,6.8,78.25,142.09,400,460,north,35.61
36,7,70.26,140.53,408,496,north,28.87
37,7.2,63.02,138.42,452,484,west,22.75
38,7.4,56.49,136.34,444,464,west,17.55
39,7.6,49.91,133.53,448,476,west,12.83
40,7.8,44.78,128.81,404,452,west,7.66
41,8,42.57,125.92,348,352,west,5.01
42,8.2,41.89,121.14,380,328,west,0.94
43,8.4,43.46,118.56,392,292,platform,0
44,8.6,44.23,118.49,384,160,platform,0
45,8.8,44.98,119.22,388,132,platform,0
46,9,45.77,117.56,376,124,platform,0
47,9.2,45.77,117.56,364,60,platform,0
48,9.4,46.53,117.49,376,84,platform,0
49,9.6,46.54,116.7,388,84,platform,0
50,9.8,46.55,115.91,400,52,platform,0
51,10,47.32,115.86,372,76,platform,0
52,10.2,46.55,115.91,400,76,platform,0
