Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00003.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,88,,,,,,
trial,3,,,,,,
date,25:36.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,177.48,55.77,272,320,e ext,135.59
2,0.2,177.37,66.29,304,368,e ext,131.6
3,0.4,175.03,77.06,352,424,e ext,126.12
4,0.6,170.93,84.61,348,404,east,120.33
5,0.8,166.07,91.71,380,424,east,114.19
6,1,159.55,96.53,376,492,east,106.96
7,1.2,151.3,96.69,368,568,platform reversal,98.78
8,1.4,143.8,93.6,416,576,east,91.94
9,1.6,137.19,89.93,484,532,east,86.26
10,1.8,129.32,84.29,552,660,east,80.29
11,2,123.03,78.06,620,700,east,76.79
12,2.2,117.53,69.67,632,756,south,76.01
13,2.4,113.46,61.82,668,684,south,77.07
14,2.6,110.07,52.19,652,768,south,80.75
15,2.8,107.32,42.1,688,708,south,86.22
16,3,105.91,32.31,632,720,south,93.06
17,3.2,105.15,22.03,596,668,s ext,101.14
18,3.4,106.52,13.95,460,536,s ext,108.69
19,3.6,107.21,9.32,292,304,s ext,113
20,3.8,105.75,8.41,256,316,s ext,113.04
21,4,99.95,11.07,144,400,s ext,107.91
22,4.2,97.79,13.69,312,312,s ext,104.58
23,4.4,93.45,17.81,436,444,s ext,98.94
24,4.6,87.62,22.33,552,580,south,92.35
25,4.8,81.76,26.51,676,628,south,86.19
26,5,74.31,30.02,652,800,south,80.32
27,5.2,67.45,31.64,640,676,south,76.88
28,5.4,58.81,31.6,472,600,south,75.25
29,5.6,48.19,29.63,392,552,south,76.36
30,5.8,37.68,23.44,336,456,s ext,82.94
31,6,30.41,19.18,280,312,s ext,88.13
32,6.2,28.59,18.32,248,224,s ext,89.3
33,6.4,26.64,24.52,136,376,s ext,83.64
34,6.6,28.87,29.5,256,296,w ext,78.29
35,6.8,31.15,35.33,320,312,w ext,72.12
36,7,33.67,44.87,396,404,west,62.27
37,7.2,36.03,53.99,400,444,west,52.88
38,7.4,38.34,64.51,456,552,west,42.11
39,7.6,39.69,75.29,468,612,west,31.27
40,7.8,40.12,87.31,440,612,west,19.45
41,8,39.55,97.37,476,604,west,9.92
42,8.2,38.07,106.57,496,556,west,3.4
43,8.4,36.5,118.41,468,628,west,3.13
44,8.6,35.58,128.63,448,548,west,10.61
45,8.8,34.56,138.98,424,480,west,20.07
46,9,33.42,149.52,380,468,west,30.25
47,9.2,31.52,157.93,328,412,west,38.82
48,9.4,28.87,165.09,256,304,w ext,46.46
49,9.6,26.27,170.68,200,224,w ext,52.58
50,9.8,26.17,172.55,156,220,w ext,54.38
51,10,28.48,172.42,152,180,w ext,53.57
52,10.2,31.6,171.07,224,144,w ext,51.47
53,10.4,36.25,169.18,276,252,w ext,48.74
54,10.6,42.45,166.06,308,344,west,44.97
55,10.8,50.14,161.99,356,464,west,41.1
56,11,58.54,157.51,372,504,north,38.24
57,11.2,66.82,154.45,380,560,north,38.37
58,11.4,74.28,152.77,436,520,north,40.99
59,11.6,83.2,152.19,424,540,north,46.2
60,11.8,90.66,151.4,412,508,north,51.08
61,12,100.41,150.41,360,588,north,58.29
62,12.2,108.78,152.1,356,484,north,66.24
63,12.4,115.76,153.99,380,408,north,73.15
64,12.6,121.33,156.69,384,364,north,79.32
65,12.8,129.59,161.98,388,388,north,89.12
66,13,133.83,164.89,340,336,north,94.26
67,13.2,137.06,165.05,256,364,north,97.12
68,13.4,137.63,162.69,328,240,north,96.43
69,13.6,138.03,158.6,396,284,north,94.87
70,13.8,138.27,152.85,448,412,north,92.64
71,14,140.05,146.74,468,452,north,92.05
72,14.2,143.34,140.17,484,488,east,93.23
73,14.4,145.81,133.31,460,480,east,94.08
74,14.6,147.56,127.05,448,420,east,94.72
75,14.8,146.23,120.29,432,496,east,92.7
76,15,143.58,115.15,424,360,east,89.84
77,15.2,138.16,111.53,488,424,east,84.39
78,15.4,132.15,108.09,508,460,east,78.5
79,15.6,124.84,104.09,548,616,east,71.55
80,15.8,117.7,100.33,548,592,east,65.06
81,16,109.98,95.33,580,656,east,58.56
82,16.2,102.35,90.42,628,704,south,52.89
83,16.4,94.04,84.71,616,748,south,48.11
84,16.6,87.74,78.82,580,684,south,46.34
85,16.8,82.03,71.17,568,620,south,47.69
86,17,76.84,62.32,544,688,south,51.93
87,17.2,72.94,53.87,560,576,south,57.56
88,17.4,68.04,43.81,504,608,south,65.28
89,17.6,65.22,33.62,548,564,south,74.45
90,17.8,63.08,24,536,548,south,83.47
91,18,60.86,14.83,428,540,s ext,92.15
92,18.2,57.73,5.84,260,376,s ext,100.67
93,18.4,53.45,3.97,156,304,s ext,102.19
94,18.6,51.13,5.91,160,236,s ext,100.14
95,18.8,46.86,4.92,164,204,s ext,101.06
96,19,44.41,5.76,228,264,s ext,100.26
97,19.2,40.38,7.83,188,392,s ext,98.31
98,19.4,37.23,10.33,212,304,s ext,96.04
99,19.6,32.24,11.94,188,336,s ext,95
100,19.8,29.84,13.83,212,296,s ext,93.5
101,20,27.44,15.73,244,336,s ext,92.07
102,20.2,23.41,18.94,192,332,s ext,89.8
103,20.4,21.22,23.09,212,308,w ext,86.3
104,20.6,19.02,27.28,272,396,w ext,82.88
105,20.8,15.88,31.13,308,364,w ext,80.24
106,21,13.53,34.35,232,340,w ext,78.09
107,21.2,9.41,38.02,164,300,w ext,76.48
108,21.4,12.08,46.39,112,276,w ext,67.81
109,21.6,14.62,54.43,264,344,w ext,59.52
110,21.8,16.95,61.15,372,372,w ext,52.53
111,22,18.52,70.44,384,492,west,43.85
112,22.2,19.14,80.31,392,496,west,35.52
113,22.4,18.82,90.91,424,472,west,28.21
114,22.6,18.32,99.54,416,432,west,23.93
115,22.8,16.91,109.18,424,456,west,22.33
116,23,14.58,120.04,376,488,w ext,24.83
117,23.2,12.13,128.27,348,380,w ext,29.39
118,23.4,7.07,137.41,268,392,w ext,38.14
119,23.6,4.51,144.3,184,276,w ext,44.08
