Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00056.trk,,,,,,
Object,0,,,,,,
Samples,408,,,,,,
id,113,,,,,,
trial,4,,,,,,
date,03:38.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,158.78,156.67,348,412,east,113.07
2,0.2,150.75,157.5,372,528,east,105.94
3,0.4,142.71,157.5,416,516,north,98.6
4,0.6,134.1,159.12,372,532,north,91.62
5,0.8,128.03,162.39,360,452,north,88.01
6,1,125.18,166.59,292,396,north,87.87
7,1.2,124,172.14,332,344,north,90.1
8,1.4,124.49,178.29,312,348,north,94.28
9,1.6,125.01,184.61,296,312,north,98.81
10,1.8,124.87,192.71,260,324,n ext,104.3
11,2,126.54,201.72,196,296,n ext,111.99
12,2.2,127.02,206.71,112,164,n ext,116.06
13,2.4,126.12,206.38,112,72,n ext,115.22
14,2.6,125.22,206.06,68,100,n ext,114.39
15,2.8,-,-,-,-,-,-
16,3,-,-,-,-,-,-
17,3.2,120.45,200.61,60,-,n ext,107.16
18,3.4,121.09,197.99,164,128,n ext,105.58
19,3.6,123.38,194.99,188,176,n ext,104.91
20,3.8,124.63,189.89,264,276,n ext,102.14
21,4,126.47,182.41,276,332,north,98.45
22,4.2,126.7,175.49,352,372,north,94.27
23,4.4,127.56,166.41,352,512,north,89.77
24,4.6,128.38,156.75,380,524,north,85.46
25,4.8,130.8,147.71,400,572,north,83.76
26,5,134.04,139.72,376,568,north,84.16
27,5.2,138.85,132.76,408,568,east,87.16
28,5.4,143.55,124.77,452,588,east,90.45
29,5.6,149.8,117.45,448,644,east,96.11
30,5.8,155.24,109.51,468,628,east,101.51
31,6,161.51,101.88,420,640,east,108.25
32,6.2,166.99,93.53,432,524,east,114.78
33,6.4,172.48,84.43,424,536,east,121.88
34,6.6,176.35,73.76,368,536,e ext,128.3
35,6.8,179.32,60.47,284,524,e ext,135.48
36,7,179.45,49.71,216,348,e ext,139.92
37,7.2,178.24,40.52,236,308,e ext,143.09
38,7.4,174.29,34.98,196,328,e ext,142.52
39,7.6,169.09,31.44,264,404,e ext,140.08
40,7.8,164.06,27.08,272,376,e ext,138.41
41,8,157.8,23.6,288,416,e ext,135.54
42,8.2,151,22.37,280,392,e ext,131.1
43,8.4,143.6,21.23,272,440,s ext,126.38
44,8.6,135.57,19.03,292,460,s ext,122.26
45,8.8,127.47,17.14,268,496,s ext,118.29
46,9,118.54,15.53,264,476,s ext,114.06
47,9.2,110.1,12.88,300,476,s ext,111.5
48,9.4,101.4,10.21,304,484,s ext,109.35
49,9.6,93.13,5.69,244,468,s ext,109.78
50,9.8,87.74,3.83,240,292,s ext,109.49
51,10,81.59,4.37,228,348,s ext,106.97
52,10.2,76.93,5.02,296,276,s ext,105.03
53,10.4,70.66,5.93,320,344,s ext,102.67
54,10.6,63.46,6.21,308,348,s ext,101.06
55,10.8,54.57,7.44,304,428,s ext,98.8
56,11,46.47,9.73,276,436,s ext,96.26
57,11.2,40.12,13.71,276,392,s ext,92.45
58,11.4,35.6,19.57,264,332,s ext,87.01
59,11.6,31.16,26.51,276,372,s ext,80.78
60,11.8,28.48,34.28,280,372,w ext,73.72
61,12,26.83,44.43,332,396,w ext,64.23
62,12.2,25.9,53.82,360,396,west,55.51
63,12.4,24.09,63.91,344,440,west,46.78
64,12.6,22.14,73.09,376,424,west,39.64
65,12.8,20.97,82.49,360,416,west,32.68
66,13,21.38,91.09,316,428,west,26.14
67,13.2,24.98,97.8,348,384,west,19.16
68,13.4,27.63,105.08,404,392,west,13.11
69,13.6,30.96,112.9,440,444,west,7.92
70,13.8,34.13,120.36,408,464,west,6.17
71,14,37.91,128.25,424,488,west,9.08
72,14.2,40.81,135.15,384,416,west,14.41
73,14.4,43.67,140.24,376,368,west,19.14
74,14.6,46.48,145.24,312,344,west,24.09
75,14.8,49.42,146.16,304,256,west,25.28
76,15,54.56,147.42,344,368,west,27.44
77,15.2,59.71,147.98,368,344,west,29.53
78,15.4,64.15,147.24,324,308,west,30.76
79,15.6,68.59,146.64,356,288,north,32.66
80,15.8,72.29,145.48,288,276,north,33.99
81,16,75.28,143.75,408,232,north,34.62
82,16.2,79.72,142.01,448,368,north,36.66
83,16.4,85.59,141.1,416,392,north,40.79
84,16.6,90.73,139.67,428,364,north,44.34
85,16.8,95.13,138.35,392,300,north,47.47
86,17,100.26,136.47,392,392,north,51.25
87,17.2,103.88,133.15,428,380,north,53.42
88,17.4,107.46,128.46,396,448,north,55.57
89,17.6,108.84,124.34,396,368,north,56.07
90,17.8,107.35,120.74,428,368,north,54.03
91,18,103.03,116.35,464,452,north,49.34
92,18.2,98.07,112.75,528,520,north,44.3
93,18.4,92.44,109.88,516,548,west,38.75
94,18.6,85.38,109.08,392,532,west,31.78
95,18.8,82.52,110.42,432,368,west,28.82
96,19,79.61,113.86,492,404,west,25.86
97,19.2,75.95,118.08,504,420,west,22.58
98,19.4,72.95,123.09,420,444,west,20.9
99,19.6,69.88,129.68,408,452,west,21.39
100,19.8,67.43,137.89,408,520,west,25.03
101,20,64.92,146.38,420,516,west,30.4
102,20.2,62.35,155.2,396,520,north,37.22
103,20.4,60.49,163.43,396,432,north,44.47
104,20.6,58.67,170.31,300,384,north,50.64
105,20.8,58.38,176.17,256,300,north,56.3
106,21,58.81,182.82,216,272,n ext,62.92
107,21.2,61.66,187.27,188,212,n ext,67.84
108,21.4,64.7,188.31,176,188,n ext,69.56
109,21.6,69.33,189.17,192,216,n ext,71.67
110,21.8,72.5,187.81,156,204,n ext,71.34
111,22,76.5,183.87,140,208,n ext,69.12
112,22.2,80.48,180.16,204,248,north,67.48
113,22.4,85.99,174.96,200,316,north,65.84
114,22.6,90.66,171.72,236,292,north,66
115,22.8,95.3,167.9,248,324,north,65.96
116,23,98.33,163.34,320,392,north,64.78
117,23.2,101.31,158.13,400,392,north,63.58
118,23.4,104.99,152.38,340,428,north,63.2
119,23.6,107.09,145.84,344,420,north,61.55
120,23.8,108.4,138.61,424,480,north,59.58
121,24,109.7,131.51,476,548,north,58.5
122,24.2,112.46,124.64,440,556,north,59.68
123,24.4,116.69,120.03,396,516,east,63.23
124,24.6,122.42,118.38,436,496,east,68.82
125,24.8,127.57,119.62,416,460,east,74.04
126,25,132.13,122.39,420,460,east,78.84
127,25.2,136.14,126.79,408,372,east,83.39
128,25.4,137.9,130.21,344,336,east,85.71
129,25.6,137.25,131.67,356,308,east,85.36
130,25.8,134.46,135.08,376,284,east,83.37
131,26,130.83,137.51,372,324,north,80.46
132,26.2,127.34,142.26,392,428,north,78.57
133,26.4,124.65,147.93,368,424,north,78.19
134,26.6,124.34,154.97,352,440,north,81.06
135,26.8,124.74,160.71,324,324,north,84.33
136,27,124.36,166.37,308,296,north,87.07
137,27.2,123.18,171.92,332,320,north,89.31
138,27.4,122.12,179.34,300,376,north,93.15
139,27.6,120.92,185.15,196,264,north,96.19
140,27.8,120.56,191.35,192,244,n ext,100.33
141,28,121.09,197.99,192,240,n ext,105.58
142,28.2,120.69,203.55,116,244,n ext,109.57
143,28.4,-,-,-,-,-,-
144,28.6,-,-,-,-,-,-
