Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00047.trk,,,,,,,
Object,0,,,,,,,
Samples,42,,,,,,,
id,121,,,,,,,
trial,3,,,,,,,
date,27:01.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,97.18,184.82,264,232,north,80.37,-
2,0.2,94.71,182.01,340,260,north,76.63,3.75
3,0.4,92.3,180.14,336,252,north,73.7,3.06
4,0.6,90.7,178.37,340,204,north,71.33,2.38
5,0.8,89.11,176.64,344,196,north,69.01,2.34
6,1,86.77,174.95,352,216,north,66.27,2.89
7,1.2,85.99,174.96,336,232,north,65.84,0.78
8,1.4,85.21,174.14,404,180,north,64.73,1.13
9,1.6,82.9,172.55,372,384,north,62.13,2.8
10,1.8,81.38,170.99,396,312,north,59.99,2.18
11,2,79.13,168.7,408,196,north,56.85,3.22
12,2.2,77.65,166.41,428,228,north,54.13,2.72
13,2.4,75.44,164.23,432,236,north,51.12,3.11
14,2.6,73.22,162.89,432,272,north,48.85,2.59
15,2.8,70.99,162.39,436,268,north,47.33,2.29
16,3,67.26,162.15,420,304,north,45.51,3.74
17,3.2,63.57,161.22,444,272,north,43.3,3.8
18,3.4,60.57,161.82,412,264,north,42.96,3.06
19,3.6,59.06,162.15,424,212,north,42.83,1.54
20,3.8,56.05,162.85,420,324,north,42.79,3.09
21,4,53.12,161.99,400,324,west,41.43,3.06
22,4.2,50.23,160.35,388,252,west,39.47,3.33
23,4.4,48.8,159.12,368,284,west,38.11,1.88
24,4.6,48.21,156.05,360,320,west,34.99,3.13
25,4.8,47.66,152.17,412,260,west,31.08,3.92
26,5,47.13,147.49,384,276,west,26.37,4.71
27,5.2,46.57,142.82,420,308,west,21.68,4.7
28,5.4,46.06,136.56,412,344,west,15.4,6.29
29,5.6,45.48,131.09,412,304,west,9.92,5.5
30,5.8,44.88,124.81,420,352,west,3.66,6.31
31,6,44.17,122.5,420,264,west,1.6,2.42
32,6.2,44.18,121.7,424,132,west,0.8,0.8
33,6.4,44.21,120.09,424,136,platform,0,1.6
34,6.6,44.21,120.09,384,144,platform,0,0
35,6.8,44.21,120.09,408,88,platform,0,0
36,7,45.01,117.62,424,160,platform,0,2.6
37,7.2,44.23,118.49,388,164,platform,0,1.16
38,7.4,45,118.42,396,120,platform,0,0.77
39,7.6,45.77,117.56,408,180,platform,0,1.16
40,7.8,45.02,116.82,412,132,platform,0,1.05
41,8,45.78,116.76,424,116,platform,0,0.77
42,8.2,45.77,117.56,440,104,platform,0,0.8
