Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00070.trk,,,,,,
Object,0,,,,,,
Samples,267,,,,,,
id,122,,,,,,
trial,2,,,,,,
date,43:04.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,150.38,174.23,380,492,north,113.25
2,0.2,148.87,162.11,332,520,north,106.14
3,0.4,147.73,152.23,356,456,east,101.16
4,0.6,147.43,141.99,436,568,east,97.65
5,0.8,147.94,131.26,448,644,east,95.78
6,1,148.46,119.77,464,648,east,94.89
7,1.2,149.15,109.11,460,628,platform reversal,95.43
8,1.4,149.13,97.55,468,656,platform reversal,96.5
9,1.6,150.01,86.71,504,628,east,99.47
10,1.8,150.26,75.75,504,640,east,102.88
11,2,152.08,65.98,460,580,east,108.23
12,2.2,153.28,57.79,364,392,east,112.91
13,2.4,152.43,50.07,336,420,east,115.99
14,2.6,149.6,44.84,352,416,east,116.44
15,2.8,144.8,41.28,356,404,east,114.48
16,3,138.02,39.23,368,500,south,110.33
17,3.2,129.25,38.31,440,592,south,104.24
18,3.4,119.75,37.73,516,660,south,97.82
19,3.6,110.81,37.07,608,748,south,92.31
20,3.8,100.98,36.44,636,764,south,86.85
21,4,89.42,34.67,704,868,south,82.14
22,4.2,78.18,31.81,752,920,south,79.94
23,4.4,68.88,29.42,640,792,south,79.38
24,4.6,60.13,27.54,588,668,south,79.47
25,4.8,45.92,22.13,352,732,s ext,83.87
26,5,37.28,19.34,312,432,s ext,87.06
27,5.2,30.07,15.98,164,332,s ext,91.34
28,5.4,30.3,18.12,208,244,s ext,89.2
29,5.6,27.9,20.03,180,268,s ext,87.76
30,5.8,21.67,19.15,104,212,w ext,90
31,6,22.96,22.85,160,208,w ext,86.09
32,6.2,22.61,27.82,248,312,w ext,81.37
33,6.4,22.35,33.81,328,328,w ext,75.67
34,6.6,23.26,43.17,344,368,w ext,66.45
35,6.8,25.18,55.54,368,464,west,54.12
36,7,27.68,66.64,416,496,west,42.86
37,7.2,30.84,78.29,416,584,west,30.89
38,7.4,32.17,90.95,436,644,west,19.22
39,7.6,32.46,103.24,468,664,west,9.91
40,7.8,31.77,115.44,456,612,west,7.12
41,8,30.9,127.7,444,604,west,13.01
42,8.2,30.67,139.04,428,568,west,22.06
43,8.4,31.08,150.23,364,488,west,31.75
44,8.6,32.22,159.42,368,516,west,40.05
45,8.8,34.13,166.54,268,420,w ext,46.5
46,9,35.48,169.49,248,268,w ext,49.16
47,9.2,38.2,174.47,172,244,w ext,53.75
48,9.4,42.71,174.44,140,224,w ext,53.33
49,9.6,46.49,173.92,228,240,west,52.76
50,9.8,52.68,170.27,316,352,north,49.59
51,10,59.63,166.02,364,424,north,46.72
52,10.2,68.01,162.03,384,524,north,45.71
53,10.4,76.32,159.46,472,584,north,47.59
54,10.6,86.1,158.98,388,620,north,53.19
55,10.8,92.93,160.64,388,440,north,59.04
56,11,99.1,163.41,364,400,north,65.39
57,11.2,103.03,165.43,300,288,north,69.65
58,11.4,107.74,166.1,288,276,north,73.61
59,11.6,112.42,165.29,284,284,north,76.73
60,11.8,116.26,163.63,376,380,north,78.84
61,12,119.9,158.77,388,444,north,79.2
62,12.2,122.65,153.01,384,412,north,78.65
63,12.4,123,146.05,408,432,north,75.92
64,12.6,124.05,137.82,428,492,north,74.04
65,12.8,125.08,128.97,504,588,east,72.9
66,13,126.14,120.21,488,640,east,72.66
67,13.2,125.76,110.66,532,708,east,72.01
68,13.4,121.95,101.84,536,708,east,68.99
69,13.6,116.24,95.4,576,720,east,64.61
70,13.8,109.28,89.11,572,732,south,59.81
71,14,102.38,83.53,636,728,south,55.9
72,14.2,95.47,76.37,588,784,south,53.95
73,14.4,87.72,68.76,592,772,south,53.26
74,14.6,80.47,61.3,600,720,south,54.78
75,14.8,74.41,53.35,532,708,south,58.65
76,15,68.81,44,536,652,south,65.33
77,15.2,63.68,34.04,596,652,south,73.73
78,15.4,59.13,24.45,544,580,south,82.37
79,15.6,53.46,13.78,400,576,s ext,92.4
80,15.8,49.58,7.19,292,276,s ext,98.82
81,16,47.74,5.34,200,156,s ext,100.65
82,16.2,47.64,4.29,84,116,s ext,101.7
83,16.4,49.49,6.15,68,88,s ext,99.85
84,16.6,-,-,-,-,-,-
85,16.8,60.17,16.46,300,-,s ext,90.43
86,17,61.89,18.03,340,272,s ext,89.14
87,17.2,66.19,23.21,488,460,south,84.84
88,17.4,71.06,26.49,592,464,south,82.77
89,17.6,75.08,30.21,580,428,south,80.38
90,17.8,78.25,33.54,512,380,south,78.35
91,18,81.33,35.87,528,536,south,77.41
92,18.2,84.36,38.09,536,424,south,76.74
93,18.4,88.08,40.29,520,520,south,76.6
94,18.6,89.61,44.53,548,412,south,73.81
95,18.8,90.41,49.37,584,532,south,70.22
96,19,89.04,55.43,632,528,south,64.45
97,19.2,86.24,61.22,612,572,south,58.12
98,19.4,80.56,68.07,572,656,south,49.23
99,19.6,74.83,75.57,528,708,south,39.8
100,19.8,69.77,81.68,480,584,west,31.89
101,20,66.11,84.29,412,444,west,27.68
102,20.2,60.16,85.24,444,512,west,23.74
103,20.4,55.62,84.8,428,480,west,22.46
104,20.6,50.16,81,440,420,west,25.14
105,20.8,44.55,76.92,416,408,west,29.11
106,21,39.61,73.54,444,380,west,33
107,21.2,33.66,68.85,428,392,west,38.88
108,21.4,29.38,67.02,364,336,west,41.9
109,21.6,25.89,65.29,320,236,west,44.78
110,21.8,23.15,62.72,268,260,west,48.25
111,22,23.08,61.73,244,264,west,49.18
112,22.2,24.82,62.17,256,188,west,48.07
113,22.4,25.83,64.33,292,140,west,45.7
114,22.6,26.82,66.45,296,236,west,43.36
115,22.8,28.76,70.6,344,200,west,38.78
116,23,31.45,73.86,388,236,west,34.77
117,23.2,34.94,78.02,432,324,west,29.7
118,23.4,40.79,83.15,408,424,west,23.34
119,23.6,47.22,87.96,448,480,west,18.02
120,23.8,52.7,94.7,444,508,west,12.13
121,24,57.22,103.24,472,572,west,7.27
122,24.2,60.85,110.64,488,536,west,7.29
123,24.4,65.82,118.45,460,620,west,12.75
124,24.6,71.5,123.16,480,596,west,19.58
125,24.8,78.65,125.68,404,580,west,27.15
126,25,85.84,125.56,444,512,north,33.92
127,25.2,91.6,123.52,488,516,north,39.02
128,25.4,98.05,119.58,472,576,north,44.66
129,25.6,101.61,114.24,464,568,north,47.86
130,25.8,103.72,108.86,496,512,east,50.07
131,26,105.12,102.09,476,492,east,52.37
132,26.2,107.2,96.67,548,504,east,55.53
133,26.4,111.36,91.19,588,600,east,61.07
134,26.6,115.49,86.27,572,576,east,66.63
135,26.8,120.99,82.53,548,584,east,73.12
136,27,125.11,80.13,536,452,east,77.85
137,27.2,131.33,79.65,516,516,east,83.79
138,27.4,136.91,79.89,572,488,east,88.92
139,27.6,144.65,79.02,520,604,east,96.51
140,27.8,152.51,77.96,492,548,east,104.3
141,28,161.21,75.68,436,560,east,113.27
142,28.2,167.84,73.49,356,472,east,120.26
143,28.4,174.73,73.07,336,380,e ext,126.95
144,28.6,179.45,73.12,256,304,e ext,131.46
145,28.8,182.77,74.56,220,244,e ext,134.25
146,29,187.27,79.2,172,224,e ext,137.46
147,29.2,188.53,83.45,148,160,e ext,137.79
148,29.4,188.16,87.93,212,168,e ext,136.6
149,29.6,188.89,94.49,268,264,e ext,136.3
150,29.8,188.95,102.17,308,352,e ext,135.56
151,30,191.22,113.25,324,448,e ext,137.45
152,30.2,193.52,123.45,352,396,e ext,140.1
153,30.4,197.47,137.6,276,460,e ext,145.66
154,30.6,199.98,147.29,212,312,e ext,149.97
155,30.8,200.28,154.15,168,268,e ext,151.85
156,31,199.21,158.26,192,248,e ext,151.91
157,31.2,196.42,162.75,208,304,e ext,150.57
158,31.4,192.26,164.36,292,316,e ext,147.15
159,31.6,185.49,165.82,304,444,e ext,141.29
160,31.8,179.89,168.59,316,372,e ext,137.1
161,32,171.56,169.99,328,492,e ext,130.03
162,32.2,161.24,168.56,316,484,east,120.09
163,32.4,151.89,166.74,372,528,north,110.92
164,32.6,141.06,164.65,416,612,north,100.38
165,32.8,131.29,163.3,424,616,north,91.26
166,33,121.76,163.24,412,612,north,83.18
167,33.2,112.34,163.66,432,620,north,75.68
168,33.4,103.05,166.23,424,608,north,70.21
169,33.6,96.11,170.39,384,504,north,68.36
170,33.8,91.46,175.05,352,432,north,69.13
171,34,88.33,179.15,260,300,north,70.63
172,34.2,85.96,183.4,240,284,north,72.98
173,34.4,82.78,186.06,192,272,n ext,73.78
174,34.6,81.18,187,228,172,n ext,73.91
175,34.8,79.62,185.35,268,136,n ext,71.75
176,35,77.32,182.09,280,228,north,67.82
177,35.2,75.85,178,328,288,north,63.49
178,35.4,74.48,171.54,324,372,north,57.08
179,35.6,74.64,165.9,360,372,north,52.16
180,35.8,76.34,158.69,360,400,north,46.97
181,36,78.73,152.41,392,456,north,43.42
182,36.2,81.12,144.86,416,480,north,39.6
183,36.4,82.02,136.87,424,600,north,35.5
184,36.6,81.47,128.41,496,600,north,30.81
185,36.8,80.89,121.45,460,564,west,28.12
186,37,80.31,114.55,456,476,west,26.57
187,37.2,82.54,109.05,400,488,west,28.96
188,37.4,86.16,103.64,440,472,west,33.45
189,37.6,89.73,99.64,512,424,west,37.89
190,37.8,94.68,94.34,524,548,south,44.31
191,38,98.19,88.96,548,592,south,49.68
