Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00027.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,91,,,,,,
trial,3,,,,,,
date,39:11.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,166.95,31.55,72,260,e ext,138.23
2,0.2,166.36,37.86,84,156,e ext,134.28
3,0.4,164.32,42.71,248,212,e ext,129.97
4,0.6,161.55,46.74,324,316,e ext,125.53
5,0.8,157.36,50.17,328,372,east,120.17
6,1,152.45,50.95,320,352,east,115.55
7,1.2,148.26,49.68,288,312,east,112.66
8,1.4,145.49,47.97,256,264,east,111.28
9,1.6,143.43,46.9,308,252,east,110.15
10,1.8,141.39,44.13,312,244,east,110.05
11,2,139.39,37.94,160,264,south,112.2
12,2.2,139.37,39.66,256,176,south,111.12
13,2.4,139.38,38.8,288,176,south,111.66
14,2.6,139.39,37.94,232,256,south,112.2
15,2.8,138.69,41.58,92,212,south,109.4
16,3,-,-,-,-,-,-
17,3.2,144.12,38.9,108,-,east,115.35
18,3.4,144.11,42.38,228,200,east,113.28
19,3.6,144.12,46.69,304,276,east,110.84
20,3.8,144.15,53.49,428,388,east,107.15
21,4,142.86,62.16,476,456,east,101.67
22,4.2,142.31,70.44,472,484,east,97.5
23,4.4,141.85,80.16,512,600,east,93.49
24,4.6,142.83,88.05,544,552,east,92.19
25,4.8,144.76,98.39,536,600,platform reversal,92.06
26,5,146.83,108.15,496,608,platform reversal,93.16
27,5.2,149.8,117.45,480,576,east,96.11
28,5.4,153.86,128.17,452,556,east,101.12
29,5.6,158.37,140.47,404,544,east,107.88
30,5.8,163.17,152.69,408,532,east,115.84
31,6,169.27,166.16,324,508,east,126.38
32,6.2,173.85,178.83,316,424,e ext,135.97
33,6.4,180.32,191.08,208,364,e ext,147.59
34,6.6,183.33,197.86,108,188,e ext,153.7
35,6.8,183.76,200.19,108,96,e ext,155.32
36,7,-,-,-,-,-,-
37,7.2,172.23,194.9,124,-,n ext,142.76
38,7.4,166.52,191.94,208,220,n ext,136.35
39,7.6,157.39,188.42,264,360,n ext,126.78
40,7.8,147.46,183.96,300,404,north,116.06
41,8,137.82,180.12,340,456,north,105.97
42,8.2,126.85,177.27,308,520,north,95.48
43,8.4,117.73,174.74,404,480,north,86.83
44,8.6,106.44,173.28,356,536,north,77.53
45,8.8,96.11,170.39,408,572,north,68.36
46,9,86.02,169.24,380,548,north,61.2
47,9.2,76.84,168.88,392,532,north,55.84
48,9.4,65.49,168.84,336,576,north,51.12
49,9.6,56.52,168.4,308,476,north,48.32
50,9.8,46.83,167.93,360,492,west,46.78
51,10,39.43,166.27,316,484,west,45.47
52,10.2,31.26,163.27,280,460,w ext,44.01
53,10.4,26.03,159.93,248,352,w ext,42.66
54,10.6,23.15,153.72,220,300,w ext,38.52
55,10.8,23.36,147.27,236,272,west,32.89
56,11,25.14,139.52,332,288,west,25.55
57,11.2,28.49,129.88,352,460,west,16.25
58,11.4,31.75,121.51,396,436,west,8.79
59,11.6,35.73,111.73,428,512,west,3.47
60,11.8,39.62,102.38,396,536,west,5.63
61,12,44.2,93.44,400,572,west,12.63
62,12.2,48.69,84.06,364,556,west,21.96
63,12.4,53.12,75.77,352,492,west,30.75
64,12.6,58.28,68.6,420,524,west,38.8
65,12.8,61.83,60.45,412,544,south,47.57
66,13,64.53,51.27,348,544,south,57.14
67,13.2,64.97,43.87,340,504,south,64.41
68,13.4,63.04,36.47,376,380,south,71.22
69,13.6,60.25,29.39,320,384,south,77.67
70,13.8,58.44,26.04,300,228,south,80.7
71,14,56.59,22.6,244,272,s ext,83.89
72,14.2,59.48,18.08,200,396,s ext,88.73
73,14.4,59.62,20,188,204,s ext,86.84
74,14.6,62.21,22.78,276,184,s ext,84.51
75,14.8,64,26.12,372,224,south,81.56
76,15,67.4,30.75,456,332,south,77.74
77,15.2,70.83,37.76,476,508,south,71.89
78,15.4,75.67,45.53,508,616,south,66.29
79,15.6,80.31,52.77,588,688,south,61.9
80,15.8,85.53,61.89,508,704,south,57.16
81,16,89.85,70.37,496,604,south,53.59
82,16.2,94.07,77.73,516,620,south,52.02
83,16.4,98.91,84.85,536,612,south,52.22
84,16.6,104.43,91.14,540,652,south,54.56
85,16.8,109.29,98.08,560,636,east,57.24
86,17,114.26,105.82,544,616,east,60.84
87,17.2,117.96,113.74,532,580,east,64.2
88,17.4,123.29,122.11,524,608,east,70.03
89,17.6,127.36,130.05,484,552,east,75.36
90,17.8,131.05,140.67,500,600,north,81.58
91,18,134.17,150.94,416,564,north,88.12
92,18.2,137.46,160.95,412,468,north,95.45
93,18.4,140.15,171.26,392,484,north,102.99
94,18.6,143.81,181.54,348,444,north,111.68
95,18.8,147.46,190.46,284,360,n ext,119.86
96,19,151.76,203.02,160,340,n ext,131.07
97,19.2,154.75,211.5,80,200,n ext,138.91
98,19.4,-,-,-,-,-,-
99,19.6,-,-,-,-,-,-
100,19.8,-,-,-,-,-,-
101,20,166.16,205.65,64,-,n ext,143.94
102,20.2,169.1,202.24,80,144,n ext,144.28
103,20.4,171.84,197.7,208,240,n ext,143.95
104,20.6,178.78,192.31,108,316,e ext,146.91
105,20.8,183.6,189.7,156,224,e ext,149.74
106,21,188.62,188.14,176,228,e ext,153.39
107,21.2,193.44,185.27,88,216,e ext,156.36
108,21.4,190.71,175.41,64,152,e ext,149.73
109,21.6,188.72,169.25,156,180,e ext,145.53
110,21.8,185.86,162.87,228,216,e ext,140.61
111,22,182.92,155.61,276,256,e ext,135.55
112,22.2,178.9,146.24,336,324,e ext,129.18
113,22.4,174.96,136.31,372,436,east,123.26
114,22.6,172.21,127.99,400,444,east,119.3
115,22.8,168.59,117.95,420,436,east,114.91
116,23,164.33,107.4,388,488,east,110.67
117,23.2,160.52,99.19,320,412,east,107.56
118,23.4,156.23,92.26,320,392,east,104.42
119,23.6,151.46,86.59,336,384,east,100.91
120,23.8,145.51,83,364,420,east,96.1
121,24,140.4,78.73,444,464,east,92.59
122,24.2,134.02,74.03,488,604,east,88.47
123,24.4,127.79,70.2,500,556,east,84.58
124,24.6,123,65.47,520,476,south,82.88
125,24.8,116.87,63.07,484,556,south,79.1
126,25,110.72,62.71,496,532,south,74.35
127,25.2,106.59,63.57,616,408,south,70.58
128,25.4,99.66,65.02,584,592,south,64.39
129,25.6,92.66,65.45,568,544,south,59.06
130,25.8,84.85,65.56,456,568,south,53.83
131,26,77.64,66.98,488,488,south,48.49
132,26.2,71.1,70.63,388,476,south,41.85
133,26.4,66,75.25,476,480,west,35.29
134,26.6,60.86,81.49,488,532,west,27.41
135,26.8,55.66,87.13,460,508,west,20.24
136,27,50.39,93,432,492,west,13.32
137,27.2,43.49,98.32,380,492,west,7.95
138,27.4,37.26,103.22,432,428,west,6.32
139,27.6,31.71,106.75,428,404,west,8.73
140,27.8,27.7,109.56,384,348,west,11.67
141,28,23.63,111.6,388,332,west,15.32
142,28.2,19.47,110.94,312,388,west,19.53
143,28.4,17.7,107.22,296,288,west,21.91
144,28.6,17.62,104.34,352,200,west,22.67
145,28.8,16.61,99.52,376,248,west,25.45
146,29,15.47,92.64,320,360,west,29.95
147,29.2,11.71,87.37,292,284,w ext,36.01
148,29.4,10.65,84.21,272,204,w ext,38.78
149,29.6,9.62,82.04,220,252,w ext,40.95
150,29.8,12.04,78.29,188,304,w ext,41.74
151,30,14.64,77.68,196,144,w ext,40.43
152,30.2,18.84,75.4,264,252,west,39.63
153,30.4,22.2,74.06,248,232,west,38.79
154,30.6,28.23,76.04,292,300,west,34.04
155,30.8,32.51,78.54,284,336,west,30.01
156,31,35.94,82.55,256,300,west,25.08
157,31.2,38.52,87.15,300,340,west,19.94
158,31.4,39.43,91.47,304,236,west,15.53
159,31.6,42.66,95,288,368,west,11.36
160,31.8,45.03,96.74,280,208,west,9.28
161,32,48.9,98.47,400,312,west,7.66
162,32.2,54.23,100.93,360,392,west,7.25
163,32.4,56.47,103.99,416,320,west,6.21
164,32.6,59.41,108.46,452,380,west,6.32
165,32.8,61.55,112.82,448,380,west,7.78
166,33,64.38,117.8,460,380,west,11.21
167,33.2,67.15,123.41,436,424,west,15.75
168,33.4,69.15,129.74,408,532,west,20.81
169,33.6,68.92,137,384,496,west,25.36
170,33.8,68.01,142.24,348,372,west,28.82
171,34,67.82,147.48,324,376,north,32.9
172,34.2,69.9,150.98,400,308,north,36.97
173,34.4,72,154.53,360,328,north,41.08
174,34.6,75.63,157.21,340,324,north,45.36
175,34.8,80.08,159.19,312,348,north,49.61
176,35,84.59,159,328,296,north,52.24
177,35.2,89.13,158.21,352,272,north,54.65
178,35.4,95.18,155.35,372,412,north,57.08
179,35.6,99.69,152.61,436,384,north,58.95
180,35.8,107.23,151.13,388,496,north,64.42
181,36,114.1,151.37,372,456,north,70.39
182,36.2,121.87,152.84,392,484,north,77.88
183,36.4,130.72,156.54,408,472,north,87.43
184,36.6,138.94,159.72,428,508,north,96.19
185,36.8,149.2,164.86,364,512,north,107.67
186,37,157.24,169.72,372,400,north,117.04
187,37.2,164.51,173.67,228,336,east,125.31
188,37.4,174.03,179.9,116,296,e ext,136.63
189,37.6,179.12,179.31,88,172,e ext,140.88
190,37.8,178.74,177.12,160,112,e ext,139.57
191,38,179.13,174.28,260,148,e ext,138.69
192,38.2,179.15,169.27,272,220,e ext,136.68
193,38.4,177.92,161.79,276,276,e ext,132.78
194,38.6,176.03,155.18,328,252,e ext,128.84
195,38.8,174.07,147.71,308,316,east,124.86
196,39,172.34,141.43,280,276,east,121.72
197,39.2,170.69,135.29,292,284,east,118.88
198,39.4,169.94,129.46,332,272,east,117.23
199,39.6,169.02,121.76,364,360,east,115.54
200,39.8,169.08,115.19,344,380,east,115.34
201,40,169.28,109.55,308,284,east,115.54
202,40.2,169.59,104.83,300,248,east,116.07
203,40.4,169.05,99.13,296,276,east,116.04
204,40.6,167.69,92.55,308,308,east,115.63
205,40.8,166.48,87,348,248,east,115.47
206,41,164.63,82.53,376,276,east,114.67
207,41.2,162.05,77.36,340,308,east,113.57
208,41.4,158.88,73.38,344,284,east,111.8
209,41.6,155.83,70.42,340,300,east,109.97
210,41.8,152.84,67.55,296,276,east,108.3
211,42,147.83,66.07,352,352,east,104.34
212,42.2,143.62,66.11,428,308,east,100.53
213,42.4,138.07,66.36,492,384,east,95.47
214,42.6,132.57,66.49,536,468,east,90.56
215,42.8,126.41,65.82,540,524,east,85.57
216,43,120.27,64.25,560,548,south,81.27
217,43.2,113.45,63.31,612,540,south,76.18
218,43.4,107.28,62.82,616,556,south,71.59
219,43.6,100.36,62.83,596,556,south,66.38
220,43.8,93.36,63.28,548,520,south,61.11
221,44,86.98,64.28,548,496,south,56.16
222,44.2,79.06,64.14,484,528,south,51.63
223,44.4,71.69,63.07,480,492,south,48.73
224,44.6,64.18,62.52,416,496,south,46.28
225,44.8,57.27,61.94,352,368,south,45.12
226,45,51.72,59.87,316,380,west,46.32
227,45.2,47.57,56.28,284,320,west,49.7
228,45.4,46.6,53.41,296,292,west,52.58
229,45.6,47.15,49.17,296,224,south,56.81
230,45.8,48.56,46.06,292,220,south,59.93
231,46,52.36,42.83,304,300,south,63.35
232,46.2,56.19,40.51,280,288,south,66.07
233,46.4,63.18,39.11,212,364,south,68.65
234,46.6,66.32,39.99,264,236,south,68.51
235,46.8,69.47,41.65,224,248,south,67.77
236,47,71.08,43.71,252,244,south,66.32
237,47.2,72.78,49.01,280,332,south,61.96
238,47.4,71.43,53.58,300,396,south,57.23
239,47.6,67.78,56.85,216,332,south,52.84
240,47.8,64.84,59.46,288,328,south,49.4
241,48,57.95,59.63,160,336,south,47.52
242,48.2,51.55,56.44,144,256,south,49.72
243,48.4,47.37,52.75,156,236,west,53.24
244,48.6,44.67,48.43,176,196,west,57.59
245,48.8,42.81,45.14,244,212,south,60.93
246,49,42.47,40.46,244,232,south,65.62
247,49.2,43.87,37.27,196,240,south,68.76
248,49.4,45.34,35.04,248,188,south,70.97
249,49.6,48.55,34.37,208,232,south,71.62
250,49.8,51.81,34.61,244,196,south,71.51
251,50,55.15,36.64,252,208,south,69.77
252,50.2,58.55,40.35,248,252,south,66.57
253,50.4,61.87,43.89,280,224,south,63.71
254,50.6,64.42,48.76,316,284,south,59.54
255,50.8,67.67,53.61,368,316,south,55.85
256,51,70.87,59.81,420,348,south,51.29
257,51.2,73.25,67.14,400,452,south,45.95
258,51.4,76.27,74.25,448,464,south,41.72
259,51.6,77.04,80.88,488,464,south,37.11
260,51.8,78.48,87.42,512,464,west,33.73
261,52,80.58,94.54,540,516,west,31.5
262,52.2,83.35,101.53,524,568,west,31.25
263,52.4,86.11,107.73,548,536,west,32.67
264,52.6,88.85,114.58,560,572,west,35.11
265,52.8,91.6,122.83,564,620,north,38.89
266,53,94.42,130.54,500,584,north,43.63
267,53.2,96.6,136.98,496,500,north,48.15
268,53.4,99.6,145.14,436,540,north,54.75
269,53.6,101.23,154.27,444,528,north,61.17
270,53.8,102.17,162.14,416,508,north,66.81
271,54,102.4,171.03,392,504,north,73.1
272,54.2,101.06,179.23,392,448,north,78.32
273,54.4,100.51,187.86,300,404,n ext,84.79
274,54.6,99.92,194.99,212,288,n ext,90.24
275,54.8,100.09,199.65,60,176,n ext,94.21
276,55,-,-,-,-,-,-
277,55.2,-,-,-,-,-,-
278,55.4,-,-,-,-,-,-
279,55.6,-,-,-,-,-,-
280,55.8,-,-,-,-,-,-
281,56,118.28,205.68,140,-,n ext,109.75
282,56.2,124.33,205.74,160,204,n ext,113.57
283,56.4,131.33,206.43,132,212,n ext,118.7
284,56.6,139.33,207.88,136,204,n ext,125.25
285,56.8,146.23,207.17,204,236,n ext,129.7
286,57,153.79,205.03,188,304,n ext,133.91
287,57.2,158.66,202.61,192,236,n ext,136.16
288,57.4,163.52,200.23,180,244,n ext,138.57
289,57.6,168.18,196.74,200,260,n ext,140.38
290,57.8,170.9,192.21,224,232,n ext,140.19
291,58,171.71,186.67,224,248,n ext,137.94
292,58.2,171.76,181.77,228,196,e ext,135.53
293,58.4,170.9,176.49,224,180,e ext,132.28
294,58.6,168.41,171.54,220,212,e ext,127.84
295,58.8,166.3,168.75,220,176,east,124.73
296,59,164.07,165.04,236,184,east,121.17
297,59.2,161.16,162.07,256,164,east,117.31
298,59.4,159.29,160.47,288,200,east,114.96
299,59.6,158.42,160.16,276,156,east,114.04
300,59.8,155.6,157.38,268,216,east,110.37
301,60,154.64,156.16,304,180,east,109.02
302,60.2,153.68,154.96,296,136,east,107.69
303,60.4,152.73,153.78,308,212,east,106.38
304,60.6,150.95,152.35,324,232,east,104.21
305,60.8,149.18,150.95,336,180,east,102.07
306,61,147.35,148.71,368,216,east,99.58
307,61.2,144.72,146.31,392,256,east,96.32
308,61.4,142.14,143.99,364,212,east,93.15
309,61.6,139.6,141.74,376,220,east,90.06
310,61.8,136.32,139.4,372,244,east,86.26
311,62,133.2,138.76,404,224,north,83.08
312,62.2,130.89,138.3,412,240,north,80.73
313,62.4,127.05,137.58,412,296,north,76.85
314,62.6,124.81,137.95,432,244,north,74.81
315,62.8,121.05,138.09,420,284,north,71.27
316,63,118.79,137.74,440,252,north,69.01
317,63.2,115.81,138.05,440,304,north,66.3
318,63.4,112.05,136.83,472,328,north,62.35
319,63.6,108.31,134.97,532,372,north,58.2
320,63.8,104.58,131.07,532,456,north,53.46
321,64,100.92,125.92,544,444,north,48.63
322,64.2,98.04,122.33,500,348,north,45.09
323,64.4,95.91,118.82,496,372,north,42.45
324,64.6,93.1,114.65,460,348,north,39.36
325,64.8,91.01,111.89,440,316,west,37.24
326,65,88.91,109.82,424,328,west,35.23
327,65.2,86.81,108.42,440,296,west,33.27
328,65.4,83.97,108.38,476,332,west,30.46
329,65.6,81.83,109.05,448,308,west,28.26
330,65.8,80.38,110.41,480,248,west,26.69
331,66,79.64,112.48,428,332,west,25.86
332,66.2,79.59,115.24,416,236,west,25.87
333,66.4,80.98,117.3,428,228,west,27.44
334,66.6,82.37,119.36,472,236,west,29.13
335,66.8,85.18,122.1,456,304,north,32.44
336,67,88.01,124.17,432,312,north,35.65
337,67.2,90.13,126.27,460,260,north,38.24
338,67.4,93.71,128.42,420,288,north,42.28
339,67.6,96.6,129.91,412,272,north,45.48
340,67.8,99.5,132.87,368,316,north,49.2
341,68,102.44,135.19,364,252,north,52.77
342,68.2,103.94,137.46,348,200,north,55.02
343,68.4,105.46,139.77,324,248,north,57.35
344,68.6,108.49,142.29,368,276,north,61.16
345,68.8,112.33,145.01,320,280,north,65.8
346,69,114.7,147.64,392,336,north,69.11
347,69.2,119.48,151.57,416,408,north,75.17
348,69.4,124.39,155.78,432,392,north,81.51
349,69.6,129.52,161.14,460,396,north,88.63
350,69.8,135.66,167.16,448,412,north,97.01
351,70,142.16,174.63,368,416,north,106.51
352,70.2,148.1,182.4,368,360,north,115.71
353,70.4,153.54,191.36,288,344,n ext,125.29
354,70.6,157.85,197.3,228,268,n ext,132.28
355,70.8,162.83,206.83,156,272,n ext,142.05
356,71,163.98,208.47,128,92,n ext,143.97
357,71.2,166.72,208.99,80,144,n ext,146.43
358,71.4,-,-,-,-,-,-
359,71.6,171.24,204.44,96,-,n ext,147.29
360,71.8,172.41,201.04,144,160,n ext,146.29
361,72,174.75,199.28,160,184,n ext,147.25
362,72.2,177.85,196.91,172,164,n ext,148.57
363,72.4,179.96,193.96,188,152,e ext,148.77
364,72.6,182.27,192.1,208,196,e ext,149.79
365,72.8,184.36,189.07,180,212,e ext,150.09
366,73,185.68,186.63,216,172,e ext,150.08
367,73.2,186.79,183.01,204,180,e ext,149.4
368,73.4,187.89,179.37,200,196,e ext,148.79
369,73.6,188.99,175.68,176,136,e ext,148.26
