Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00002.trk,,,,,,
Object,0,,,,,,
Samples,36,,,,,,
id,88,,,,,,
trial,2,,,,,,
date,24:00.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,129.85,48.83,552,632,south,97.98
2,0.2,138,42.63,392,632,south,108.22
3,0.4,144.81,36.89,320,584,east,117.11
4,0.6,148.91,29.83,292,508,e ext,124.7
5,0.8,151.67,22.97,284,400,e ext,131.21
6,1,153.06,18.46,228,216,e ext,135.23
7,1.2,150.42,14.14,88,292,s ext,136.2
8,1.4,145.67,17.5,96,184,s ext,130.45
9,1.6,142.26,20.9,148,212,s ext,125.64
10,1.8,138.18,24.35,260,288,s ext,120.31
11,2,132.76,27.1,280,364,s ext,114.52
12,2.2,127.99,30.18,344,352,south,108.97
13,2.4,123.86,35.34,400,400,south,102.4
14,2.6,121.08,41.6,448,392,south,96.03
15,2.8,119.67,48.2,548,396,south,90.51
16,3,118.26,56.14,580,624,south,84.34
17,3.2,116.18,64.61,616,724,south,77.66
18,3.4,112.74,72.83,612,740,south,70.26
19,3.6,108.6,80.05,596,704,south,63.02
20,3.8,103.75,87,572,688,south,55.54
21,4,97.48,92.37,512,652,south,47.64
22,4.2,89.75,96.92,548,620,west,38.79
23,4.4,81.23,100.79,484,664,west,29.46
24,4.6,73.31,104.82,488,580,west,20.69
25,4.8,64.57,107.66,444,580,west,11.5
26,5,55.67,110.04,372,520,west,2.29
27,5.2,51.17,110.19,404,400,platform,0
28,5.4,48.13,110.3,408,316,platform,0
29,5.6,45.84,111.19,408,240,platform,0
30,5.8,44.3,111.27,432,152,platform,0
31,6,44.3,111.27,360,168,platform,0
32,6.2,44.3,112.07,388,196,platform,0
33,6.4,44.29,112.87,404,184,platform,0
34,6.6,43.51,114.53,440,164,platform,0
35,6.8,44.28,114.48,408,160,platform,0
36,7,45.04,114.43,384,192,platform,0
