Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00029.trk,,,,,,
Object,0,,,,,,
Samples,340,,,,,,
id,93,,,,,,
trial,1,,,,,,
date,44:32.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,-,-,-,-,-,-
2,0.2,87.85,6.73,72,-,s ext,106.82
3,0.4,85.61,8.18,136,152,s ext,104.67
4,0.6,83.25,6.7,160,184,s ext,105.27
5,0.8,85.61,8.18,228,196,s ext,104.67
6,1,88.72,9.73,304,260,s ext,104.35
7,1.2,91,10.11,284,212,s ext,104.88
8,1.4,92.59,13.13,288,260,s ext,102.78
9,1.6,92.64,14.98,368,216,s ext,101.13
10,1.8,92.66,15.89,372,236,s ext,100.31
11,2,91.94,16.71,448,148,s ext,99.27
12,2.2,88.99,18.08,488,288,s ext,96.78
13,2.4,86.75,18.59,592,384,s ext,95.41
14,2.6,82.17,17.66,568,392,s ext,94.59
15,2.8,77.48,15.58,516,412,s ext,95.04
16,3,70.27,12.5,420,496,s ext,96.17
17,3.2,64.36,7.53,292,384,s ext,99.9
18,3.4,61.79,5.55,288,196,s ext,101.46
19,3.6,58.49,5.18,100,236,s ext,101.41
20,3.8,59.26,4.52,108,40,s ext,102.16
21,4,62.62,5.88,152,228,s ext,101.25
22,4.2,64.9,3.83,168,272,s ext,103.64
23,4.4,66.42,2.44,180,188,s ext,105.27
24,4.6,68.89,3.36,168,220,s ext,104.84
25,4.8,72.91,3.77,192,280,s ext,105.26
26,5,76.02,2.8,240,224,s ext,106.94
27,5.2,81.5,2.4,164,372,s ext,108.82
28,5.4,85.42,3.34,172,304,s ext,109.16
29,5.6,88.51,3.98,176,236,s ext,109.63
30,5.8,93.07,3.77,216,344,s ext,111.53
31,6,97.59,4.29,240,368,s ext,112.91
32,6.2,102.77,3.64,160,312,s ext,115.79
33,6.4,107.18,5.55,116,252,s ext,116.23
34,6.6,108.63,6.45,96,164,s ext,116.19
35,6.8,110.07,5.42,152,128,s ext,117.81
36,7,110.07,5.42,152,88,s ext,117.81
37,7.2,109.35,6.41,132,100,s ext,116.59
38,7.4,110.07,6.37,100,72,s ext,117
39,7.6,111.51,6.26,144,140,s ext,117.84
40,7.8,113.65,7,152,200,s ext,118.37
41,8,116.49,5.69,168,192,s ext,121.02
42,8.2,120,6.03,172,252,s ext,122.69
43,8.4,124.16,6.98,180,328,s ext,124.29
44,8.6,128.28,7.71,208,300,s ext,126.16
45,8.8,131.68,8.47,296,312,s ext,127.66
46,9,137.08,9.22,280,392,s ext,130.55
47,9.2,143.78,9.95,304,448,s ext,134.5
48,9.4,148.43,12.34,316,380,s ext,136.04
49,9.6,153.78,14.21,256,412,e ext,138.61
50,9.8,158.5,18.34,248,448,e ext,139.42
51,10,162.63,21.9,268,396,e ext,140.38
52,10.2,167.59,27.15,264,412,e ext,141.25
53,10.4,171.26,31.33,268,348,e ext,141.96
54,10.6,175.82,36.33,272,420,e ext,143.11
55,10.8,179.93,44.09,248,432,e ext,142.87
56,11,183.45,51.43,308,372,e ext,142.81
57,11.2,186.55,61.53,316,480,e ext,141.85
58,11.4,190.81,72.9,256,420,e ext,142.44
59,11.6,193.5,82.78,272,392,e ext,142.79
60,11.8,195.81,95.3,300,444,e ext,143.06
61,12,197.3,106.86,296,484,e ext,143.64
62,12.2,198.95,118.53,292,476,e ext,145.28
63,12.4,199.66,128.99,276,448,e ext,146.69
64,12.6,200.65,140.66,236,464,e ext,149.32
65,12.8,200.18,148.48,172,368,e ext,150.42
66,13,199.11,152.64,144,292,e ext,150.34
67,13.2,199.21,158.26,132,236,e ext,151.91
68,13.4,199.86,161.86,124,152,e ext,153.57
69,13.6,197.82,165.5,120,212,e ext,152.77
70,13.8,196.75,169.46,84,180,e ext,153.1
71,14,195.68,173.36,148,176,e ext,153.52
72,14.2,194.38,176.03,236,208,e ext,153.34
73,14.4,193.75,182.2,204,264,e ext,155.3
74,14.6,192.36,189.02,224,292,e ext,157.1
75,14.8,188.19,195.3,228,372,e ext,156.52
76,15,183.76,200.19,224,356,e ext,155.32
77,15.2,179.09,203.77,228,292,n ext,153.35
78,15.4,172.03,208.97,120,316,n ext,150.62
79,15.6,165.93,209.56,188,260,n ext,146.17
80,15.8,158.44,212.48,100,280,n ext,142.31
81,16,151.4,212.75,92,192,n ext,137.3
82,16.2,145.2,212.63,92,176,n ext,132.76
83,16.4,138.91,211.64,64,148,n ext,127.68
84,16.6,-,-,-,-,-,-
85,16.8,-,-,-,-,-,-
86,17,-,-,-,-,-,-
87,17.2,-,-,-,-,-,-
88,17.4,-,-,-,-,-,-
89,17.6,-,-,-,-,-,-
90,17.8,112.53,196.51,136,-,n ext,98.97
91,18,108.09,191.83,248,232,n ext,92.55
92,18.2,100.46,186.08,304,360,north,83.36
93,18.4,92.29,179.29,300,476,north,73.01
94,18.6,84.44,174.15,420,504,north,64.31
95,18.8,74.57,168.3,404,632,north,54.23
96,19,66.48,163.07,420,600,north,46.06
97,19.2,58.58,156.72,444,648,west,37.5
98,19.4,51.53,148.85,420,664,west,28.2
99,19.6,46.73,138.81,444,672,west,17.69
100,19.8,42.54,127.54,452,744,west,6.62
101,20,38.85,116.53,492,704,west,0.39
102,20.2,34.87,103.23,468,768,west,7.99
103,20.4,31.33,90,500,736,west,20.49
104,20.6,29.92,76.32,508,720,west,33.07
105,20.8,30.72,61.77,484,688,west,46.49
106,21,33.11,48.45,420,664,west,58.87
107,21.2,37.27,37.66,404,600,south,68.84
108,21.4,42.13,26.29,372,600,s ext,79.8
109,21.6,46.94,14.85,408,604,s ext,91.14
110,21.8,51.22,6.94,284,588,s ext,99.11
111,22,57.48,2.77,180,456,s ext,103.71
112,22.2,62.55,4.87,152,316,s ext,102.24
113,22.4,64.97,4.84,196,228,s ext,102.66
114,22.6,69.71,3.65,236,352,s ext,104.71
115,22.8,74.47,3.29,172,336,s ext,106.08
116,23,76.93,5.02,80,196,s ext,105.03
117,23.2,77.73,5.25,112,64,s ext,105.02
118,23.4,76.99,6,116,52,s ext,104.1
119,23.6,76.99,6,140,48,s ext,104.1
120,23.8,76.13,4.78,184,76,s ext,105.05
121,24,76.19,5.77,260,196,s ext,104.11
122,24.2,71.35,4.22,144,340,s ext,104.48
123,24.4,69.71,3.65,200,104,s ext,104.71
124,24.6,69.09,6.36,244,308,s ext,101.93
125,24.8,66.9,9.43,300,408,s ext,98.5
126,25,62.3,12.52,352,388,s ext,94.64
127,25.2,56,14.83,328,376,s ext,91.56
128,25.4,50.39,16.34,360,368,s ext,89.7
129,25.6,42.28,18.63,336,432,s ext,87.44
130,25.8,33.81,18.75,332,404,s ext,88.04
131,26,27.67,17.89,284,336,s ext,89.9
132,26.2,23.53,20.03,220,328,s ext,88.71
133,26.4,22.03,22.43,188,264,w ext,86.73
134,26.6,20.65,25.93,228,248,w ext,83.71
135,26.8,17.63,30.83,292,384,w ext,79.94
136,27,15.52,36.19,336,308,w ext,75.64
137,27.2,12.58,42.38,388,412,w ext,71.16
138,27.4,8.05,51.39,360,484,w ext,65.51
139,27.6,5.23,60.18,324,412,w ext,59.96
140,27.8,2.44,70.32,304,420,w ext,54.17
141,28,1.35,79.89,328,392,w ext,48.79
142,28.2,1.17,90.7,352,488,w ext,43.22
143,28.4,0.87,101.49,296,472,w ext,39.58
144,28.6,1.26,110.08,312,448,w ext,37.74
145,28.8,2.47,119.56,300,444,w ext,36.69
146,29,4.42,128.72,280,484,w ext,36.77
147,29.2,5.36,136.81,296,448,w ext,39.29
148,29.4,7.06,143.53,280,464,w ext,41.55
149,29.6,8.67,150.11,188,428,w ext,44.54
150,29.8,11.12,152.26,204,344,w ext,44.37
151,30,12.65,156.62,216,324,w ext,46.71
152,30.2,13.36,160.25,220,300,w ext,49.24
153,30.4,14.89,162.53,200,300,w ext,50.32
154,30.6,16.44,163.8,124,260,w ext,50.6
155,30.8,20.3,165.93,84,208,w ext,50.55
156,31,23.45,165.51,132,184,w ext,48.81
157,31.2,27.26,166.65,148,240,w ext,48.45
158,31.4,31.07,166.87,260,328,w ext,47.53
159,31.6,36.2,170.07,256,380,w ext,49.62
160,31.8,41.33,172.39,320,368,w ext,51.37
161,32,47.05,177.12,308,444,n ext,55.98
162,32.2,52.07,181.4,344,404,n ext,60.6
163,32.4,58.63,186.32,296,448,n ext,66.33
164,32.6,64.48,193.67,240,400,n ext,74.71
165,32.8,69.05,198.19,136,296,n ext,80.23
166,33,-,-,-,-,-,-
167,33.2,-,-,-,-,-,-
168,33.4,-,-,-,-,-,-
169,33.6,-,-,-,-,-,-
170,33.8,-,-,-,-,-,-
171,34,-,-,-,-,-,-
172,34.2,-,-,-,-,-,-
173,34.4,-,-,-,-,-,-
174,34.6,-,-,-,-,-,-
175,34.8,132.68,210.91,64,-,n ext,122.94
176,35,137.18,211.86,160,152,n ext,126.65
177,35.2,146.95,212.49,72,232,n ext,133.9
178,35.4,152.2,212.16,96,152,n ext,137.48
179,35.6,158.44,212.48,84,180,n ext,142.31
180,35.8,-,-,-,-,-,-
181,36,167.7,209.55,72,-,n ext,147.54
182,36.2,171.05,208.4,108,148,n ext,149.49
183,36.4,176.74,205.52,112,220,n ext,152.41
184,36.6,179.87,203.18,224,280,n ext,153.67
185,36.8,185.32,198.97,232,344,e ext,155.97
186,37,189.74,194.02,236,332,e ext,157.21
187,37.2,192.9,187.15,236,368,e ext,156.72
188,37.4,196.04,180.06,220,328,e ext,156.48
189,37.6,197.95,171.07,244,376,e ext,154.79
190,37.8,198.89,161.49,284,384,e ext,152.53
191,38,199.65,150.57,264,420,e ext,150.37
192,38.2,200.85,141.85,252,364,e ext,149.73
193,38.4,200.96,131.55,212,384,e ext,148.26
194,38.6,199.66,123.24,188,336,e ext,146.21
195,38.8,198.61,116.19,220,336,e ext,144.88
196,39,198.34,108.06,156,320,e ext,144.64
197,39.2,196.54,101.07,192,308,e ext,143.21
198,39.4,195.53,93,164,284,e ext,143.07
199,39.6,193.29,88.56,256,340,e ext,141.54
200,39.8,191.71,81.89,292,364,e ext,141.22
201,40,188.98,71.03,228,376,e ext,141.19
202,40.2,187.25,60.18,232,372,e ext,142.98
203,40.4,184.36,53.31,248,408,e ext,142.88
204,40.6,180.85,46.97,268,396,e ext,142.38
205,40.8,177.45,39.82,252,424,e ext,142.75
206,41,173.56,35.35,268,416,e ext,141.7
207,41.2,169.77,29.03,244,472,e ext,141.98
208,41.4,164.73,23.7,260,440,e ext,140.96
209,41.6,161.24,20.7,260,400,e ext,140.04
210,41.8,157.83,15.78,172,376,e ext,140.58
211,42,154.44,15.77,120,292,e ext,138.04
212,42.2,152.41,15.94,108,180,e ext,136.44
213,42.4,151.07,15.71,88,148,s ext,135.61
214,42.6,149.74,14.51,104,88,s ext,135.47
215,42.8,149.75,13.54,96,96,s ext,136.14
216,43,147.06,14,92,156,s ext,133.9
217,43.2,143.7,14.7,104,188,s ext,131.02
218,43.4,139.6,19.28,164,260,s ext,124.89
219,43.6,136.85,23.06,208,300,s ext,120.27
220,43.8,132.09,26.44,296,408,s ext,114.52
221,44,126.65,28.8,352,472,south,109.03
222,44.2,118.44,30.42,416,528,south,102.32
223,44.4,110.82,30.42,528,616,south,97.51
224,44.6,103.06,28.95,588,668,south,94.23
225,44.8,94.34,25,660,688,south,92.99
226,45,86.81,20.4,636,656,s ext,93.77
227,45.2,79.82,16.18,548,640,s ext,95.19
228,45.4,69.91,6.64,352,628,s ext,101.82
229,45.6,64.14,4.52,272,440,s ext,102.84
230,45.8,60.87,4.2,240,344,s ext,102.68
231,46,53.45,3.97,164,316,s ext,102.19
232,46.2,51.13,5.91,304,364,s ext,100.14
233,46.4,46.28,7.65,300,388,s ext,98.34
234,46.6,41.38,9.32,320,388,s ext,96.78
235,46.8,36.44,10.95,296,360,s ext,95.49
236,47,31.67,14.72,300,428,s ext,92.33
237,47.2,27.67,17.89,352,372,s ext,89.9
238,47.4,22.96,22.85,332,452,w ext,86.09
239,47.6,18.09,26.87,280,388,w ext,83.56
240,47.8,14.24,32.54,304,384,w ext,79.51
241,48,10.47,39.49,296,440,w ext,74.68
242,48.2,8.55,47.3,336,408,w ext,68.72
243,48.4,5.76,56.04,356,484,w ext,62.99
244,48.6,3.84,65.22,332,464,w ext,56.91
245,48.8,2.79,74.71,336,460,w ext,50.92
246,49,1.81,86.44,324,460,w ext,44.83
247,49.2,1.43,95.03,300,408,w ext,41.11
