Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00045.trk,,,,,,
Object,0,,,,,,
Samples,450,,,,,,
id,121,,,,,,
trial,1,,,,,,
date,28:11.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,84.02,6.88,76,328,s ext,105.36
2,0.2,-,-,-,-,-,-
3,0.4,-,-,-,-,-,-
4,0.6,86.42,9.29,108,-,s ext,103.91
5,0.8,85.58,7.22,168,132,s ext,105.56
6,1,84.11,8.8,164,188,s ext,103.57
7,1.2,84.92,9.92,228,128,s ext,102.79
8,1.4,83.33,8.62,252,152,s ext,103.48
9,1.6,83.29,7.66,268,168,s ext,104.37
10,1.8,83.29,7.66,284,168,s ext,104.37
11,2,80.01,3.95,128,196,s ext,106.9
12,2.2,80.11,5.91,72,120,s ext,105.06
13,2.4,-,-,-,-,-,-
14,2.6,-,-,-,-,-,-
15,2.8,83.53,13.36,204,-,s ext,99.09
16,3,82.91,16.91,332,256,s ext,95.55
17,3.2,83.05,20.57,316,296,s ext,92.18
18,3.4,83.88,22.53,348,160,south,90.67
19,3.6,84,26.08,412,280,south,87.44
20,3.8,84.11,29.58,492,248,south,84.29
21,4,83.44,32.03,544,260,south,81.78
22,4.2,83.52,34.6,500,252,south,79.5
23,4.4,83.57,36.29,504,196,south,78
24,4.6,83.64,38.8,492,228,south,75.78
25,4.8,83.71,41.28,524,352,south,73.61
26,5,85.22,43.15,580,304,south,72.7
27,5.2,87.46,45.87,600,364,south,71.52
28,5.4,88.94,47.64,564,332,south,70.84
29,5.6,90.41,49.37,508,352,south,70.22
30,5.8,91.13,50.22,532,312,south,69.92
31,6,93.27,49.62,460,344,south,71.63
32,6.2,95.39,48.21,476,280,south,74.02
33,6.4,96.09,46.68,564,304,south,75.67
34,6.6,96.79,45.14,568,284,south,77.32
35,6.8,97.48,42.79,604,228,south,79.64
36,7,98.17,40.41,536,460,south,81.99
37,7.2,98.87,39.63,484,380,south,83.03
38,7.4,99.58,38.85,524,456,south,84.07
39,7.6,101,38.89,516,424,south,84.85
40,7.8,102.42,39.73,572,272,south,85.01
