Track file,I:\Rat Navigation Data\exp nesté 1morris_0001\data\track_00054.trk,,,,,,
Object,0,,,,,,
Samples,368,,,,,,
id,113,,,,,,
trial,2,,,,,,
date,58:12.0,yyyy-MM-dd HH:mm:ss,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]]
1,0,107.95,189.1,164,136,n ext,90.32
2,0.2,107.03,187.14,168,116,north,88.22
3,0.4,104.45,184.04,196,204,north,84.19
4,0.6,101.13,181.82,256,204,north,80.38
5,0.8,97.09,180.49,240,240,north,76.87
6,1,95.48,180.35,264,208,north,75.78
7,1.2,93.08,179.33,268,244,north,73.51
8,1.4,89.9,176.66,216,308,north,69.48
9,1.6,90.68,175.85,228,244,north,69.29
10,1.8,92.24,174.26,276,192,north,68.97
11,2,94.59,173.56,372,208,north,69.85
12,2.2,98.46,170.59,356,344,north,70.07
13,2.4,101.51,166.85,380,312,north,69.51
14,2.6,104.45,160.83,388,408,north,67.72
15,2.8,106.56,154.1,404,456,north,65.45
16,3,109.33,145.36,440,572,north,63.29
17,3.2,112.82,137.66,496,600,north,63.35
18,3.4,116.24,129.32,536,656,north,64.32
19,3.6,121.02,119.7,508,788,east,67.52
20,3.8,125.04,110.61,560,732,east,71.29
21,4,130.43,100.58,608,840,east,77.56
22,4.2,134.4,91.56,580,764,east,83.17
23,4.4,140.53,83.47,548,760,east,91.21
24,4.6,148.18,77.74,496,740,east,100.26
25,4.8,155.25,74.05,520,608,east,108.15
26,5,163.91,70.52,472,632,east,117.5
27,5.2,172.62,64.49,428,628,e ext,127.77
28,5.4,180.02,59.18,332,480,e ext,136.61
29,5.6,183.73,55.76,252,248,e ext,141.34
30,5.8,185.98,53.84,168,124,e ext,144.16
31,6,185.21,54.12,72,104,e ext,143.34
32,6.2,-,-,-,-,-,-
33,6.4,-,-,-,-,-,-
34,6.6,187.25,60.18,140,-,e ext,142.98
35,6.8,187.7,65.7,208,300,e ext,141.55
36,7,188.38,73.42,264,304,e ext,139.96
37,7.2,189.12,81.14,292,300,e ext,138.84
38,7.4,190.77,88.79,300,272,e ext,139.02
39,7.6,189.73,94.45,252,288,e ext,137.13
40,7.8,188.18,95.62,236,224,e ext,135.45
41,8,184.14,96.84,316,288,e ext,131.29
42,8.2,178.32,95.99,380,416,e ext,125.62
43,8.4,170.19,94.33,396,504,east,117.81
44,8.6,162.25,91.94,416,532,east,110.39
45,8.8,153.06,89.01,452,636,east,101.93
46,9,143.49,86.41,524,696,east,93.23
47,9.2,134.17,82.45,552,732,east,85.48
48,9.4,125.77,77.13,528,760,east,79.67
49,9.6,117.53,71.86,592,776,south,74.85
50,9.8,109.33,65.7,628,812,south,71.44
51,10,101.06,59.14,668,816,south,69.45
52,10.2,92.59,52.67,656,828,south,68.77
53,10.4,85.35,49.56,616,672,south,67.26
54,10.6,77.26,49.08,600,680,south,63.73
55,10.8,69.13,52.3,524,668,south,57.57
56,11,60.15,56.84,488,668,south,50.69
57,11.2,52.67,63.43,460,644,west,42.88
58,11.4,45.11,71.12,456,668,west,34.9
59,11.6,38.28,80.25,472,656,west,26.72
60,11.8,31.29,89.11,480,680,west,21.23
61,12,25.86,99.65,508,684,west,17.42
62,12.2,19.47,110.94,428,736,west,19.53
63,12.4,12.02,119.38,360,556,w ext,27.22
64,12.6,4.35,124.55,284,492,w ext,35.72
65,12.8,1.72,124.98,192,180,w ext,38.38
66,13,1.64,121.8,124,220,w ext,37.86
67,13.2,3.23,115.25,88,212,w ext,35.64
68,13.4,5.73,110.85,264,272,w ext,33.22
69,13.6,8.1,103.52,360,408,w ext,32.08
70,13.8,12.95,94.49,356,468,w ext,31.12
71,14,19.4,85.18,400,532,west,31.67
72,14.2,25.74,76.56,384,576,west,34.79
73,14.4,31.87,66.65,444,636,west,41.48
74,14.6,37.84,56.32,404,696,west,50.28
75,14.8,42.94,46.99,396,632,west,59.07
76,15,49.52,36.53,352,604,south,69.48
77,15.2,56.1,27.03,436,636,south,79.43
78,15.4,60.51,21.26,468,592,s ext,85.73
79,15.6,63.95,13.14,472,548,s ext,94.31
80,15.8,67.32,3.76,292,524,s ext,104.14
81,16,69.71,3.65,244,288,s ext,104.71
82,16.2,73.72,4.03,232,228,s ext,105.19
83,16.4,77.78,6.23,300,364,s ext,104.09
84,16.6,84.07,7.84,324,336,s ext,104.46
85,16.8,91.81,12.1,396,416,s ext,103.39
86,17,98.56,15.57,368,420,s ext,103.28
87,17.2,103.7,20.26,320,424,s ext,101.84
88,17.4,106.59,25.49,372,396,south,99.06
89,17.6,110.12,32.15,504,492,south,95.72
90,17.8,114.95,38.35,592,648,south,94.07
91,18,121.05,45.63,572,740,south,93.26
92,18.2,126.43,53.46,552,716,south,92.47
93,18.4,129.81,62.26,556,732,east,90.35
94,18.6,134.66,70.06,568,716,east,90.75
95,18.8,141.78,77.77,520,808,east,94.23
96,19,147.76,85.24,492,660,east,97.66
97,19.2,154.06,93.22,476,616,east,102.1
98,19.4,159.27,102.73,468,600,east,105.94
99,19.6,164.87,112.93,456,612,east,111.1
100,19.8,170.3,125.74,412,612,east,117.15
101,20,175.23,138.32,400,580,east,123.91
102,20.2,179.7,151.48,372,532,e ext,131.29
103,20.4,182.88,165.78,384,556,e ext,138.83
104,20.6,184.45,179.8,336,544,e ext,145.87
105,20.8,182.42,188.06,244,380,e ext,147.9
106,21,178.01,192.92,220,328,n ext,146.57
107,21.2,169.18,192.31,160,332,n ext,138.8
108,21.4,161.4,192.29,212,340,n ext,132.27
109,21.6,158.31,194.62,212,328,n ext,131.07
110,21.8,158.17,199.41,196,264,n ext,133.81
111,22,160.91,205.79,168,196,n ext,139.89
112,22.2,162.22,208.51,104,136,n ext,142.62
113,22.4,165.33,211.26,64,72,n ext,146.76
114,22.6,164.35,210.7,60,36,n ext,145.66
115,22.8,-,-,-,-,-,-
116,23,-,-,-,-,-,-
117,23.2,160.82,210.76,124,-,n ext,142.98
118,23.4,153.79,205.03,152,276,n ext,133.91
119,23.6,146.97,199.73,172,268,n ext,125.29
120,23.8,138.45,193.14,228,312,n ext,114.53
121,24,128.43,185.72,296,460,north,102.1
122,24.2,118.08,179.98,372,540,north,90.58
123,24.4,105.67,173.99,356,608,north,77.49
124,24.6,93.78,171.05,396,672,north,67.37
125,24.8,83.69,170.9,396,640,north,61.19
126,25,74.39,174.83,352,588,north,60.01
127,25.2,66.52,181.05,284,524,north,63.09
128,25.4,58.5,188.97,248,476,n ext,68.92
129,25.6,53.54,195.85,180,324,n ext,75.12
130,25.8,50.41,196.96,88,196,n ext,75.95
131,26,-,-,-,-,-,-
132,26.2,-,-,-,-,-,-
133,26.4,-,-,-,-,-,-
134,26.6,44.62,192.03,132,-,n ext,70.86
135,26.8,40.97,190.02,216,268,n ext,68.98
136,27,35.12,187.31,224,376,w ext,66.85
137,27.2,29.24,184.74,216,328,w ext,65.32
138,27.4,24.21,179.9,200,368,w ext,61.98
139,27.6,19.88,174.56,216,336,w ext,58.53
140,27.8,16.96,170.26,216,280,w ext,55.94
141,28,15.55,166.1,156,236,w ext,53.04
142,28.2,12.51,161.58,60,200,w ext,50.82
143,28.4,13.48,156.3,96,156,w ext,45.97
144,28.6,13.64,149.43,188,236,w ext,40.58
145,28.8,14.59,141.38,292,376,w ext,34.29
146,29,14.65,129.75,340,464,w ext,27.73
147,29.2,15.38,117.03,372,520,w ext,23.58
148,29.4,15.04,103.42,384,604,west,25.42
149,29.6,13.53,88.53,352,632,w ext,33.86
150,29.8,9.88,72.8,324,612,w ext,47.23
151,30,6.06,59.33,328,500,w ext,60.15
152,30.2,6.89,48.89,304,480,w ext,68.24
153,30.4,9.99,43.55,300,380,w ext,71.29
154,30.6,15.75,38.36,324,408,w ext,73.55
155,30.8,23.37,35.23,340,464,w ext,74.03
156,31,30.67,30.25,384,484,s ext,77.2
157,31.2,37.87,25.46,352,528,s ext,80.91
158,31.4,45.57,18.13,300,540,s ext,87.87
159,31.6,53.21,10.77,324,528,s ext,95.39
160,31.8,58.41,4.16,292,440,s ext,102.42
161,32,64.97,4.84,296,420,s ext,102.66
162,32.2,73.03,5.75,288,416,s ext,103.36
163,32.4,80.2,7.85,324,388,s ext,103.23
164,32.6,89.54,11.74,364,488,s ext,102.81
165,32.8,97.07,14.55,384,484,s ext,103.49
166,33,107.26,16.65,384,584,s ext,106.8
167,33.2,117.13,18.45,360,584,s ext,110.87
168,33.4,126.09,18.41,328,536,s ext,116.43
169,33.6,133.58,17.03,312,456,s ext,122.38
170,33.8,139.61,18.36,244,380,s ext,125.55
171,34,144.26,21.85,224,356,s ext,126.44
172,34.2,147.57,28.61,296,360,e ext,124.44
173,34.4,150.26,36.53,332,420,e ext,121.69
174,34.6,153.07,45.36,368,508,east,119.05
175,34.8,156.1,56.96,400,560,east,115.8
176,35,158.64,68.02,420,604,east,113.47
177,35.2,159.99,80.41,412,584,east,110.73
178,35.4,162.32,92.84,444,656,east,110.3
179,35.6,165.03,106.52,404,680,east,111.41
180,35.8,170.55,121.04,360,636,east,117.02
181,36,173.43,131.12,336,488,east,120.91
182,36.2,177.71,143.9,304,512,east,127.49
183,36.4,181.45,157.11,328,504,e ext,134.59
184,36.6,186.46,171.41,304,544,e ext,144.26
185,36.8,192.23,183.59,204,404,e ext,154.53
186,37,192.13,187.83,168,236,e ext,156.35
187,37.2,191.05,191.54,120,184,e ext,157.14
188,37.4,190.28,192.19,112,72,e ext,156.78
189,37.6,189.96,195.21,76,68,e ext,158
190,37.8,189.74,194.02,64,68,e ext,157.21
191,38,190.51,193.38,88,56,e ext,157.56
192,38.2,192.05,192.07,88,104,e ext,158.27
193,38.4,192.59,190.21,108,100,e ext,157.86
194,38.6,193.9,187.66,132,160,e ext,157.84
195,38.8,194.74,182.69,136,228,e ext,156.4
196,39,192.87,177.48,140,204,e ext,152.53
197,39.2,191.59,170.48,164,240,e ext,148.65
198,39.4,189.22,162.1,216,292,e ext,143.54
199,39.6,188.63,153.46,292,324,e ext,140.42
200,39.8,189.4,142.06,304,428,e ext,138.54
201,40,191.8,135.16,304,376,e ext,139.68
202,40.2,197.83,128.65,192,408,e ext,144.83
203,40.4,199.29,126.63,224,176,e ext,146.1
204,40.6,199.66,123.24,128,224,e ext,146.21
205,40.8,196.1,117.07,124,236,e ext,142.38
206,41,193.69,112.34,216,212,e ext,139.92
207,41.2,190.21,105.49,304,304,e ext,136.61
208,41.4,185.68,95.72,320,384,e ext,132.96
209,41.6,180.73,87.58,264,392,e ext,129.35
210,41.8,177.52,78.68,292,420,e ext,128.12
211,42,177.82,72.42,292,304,e ext,130.09
212,42.2,180.31,63.37,256,380,e ext,135.35
213,42.4,183.88,57.92,232,256,e ext,140.65
214,42.6,185.28,55.21,200,136,e ext,142.98
215,42.8,185.21,54.12,84,140,e ext,143.34
216,43,184.5,55.49,80,52,e ext,142.16
217,43.2,179.82,56.03,108,172,e ext,137.64
218,43.4,176.03,57.32,188,232,e ext,133.65
219,43.6,171.5,57.79,264,284,e ext,129.3
220,43.8,165.5,56.79,304,384,e ext,124.28
221,44,158.2,55.4,332,436,east,118.38
222,44.2,150.39,53.38,376,540,east,112.54
223,44.4,142.76,51.35,380,548,east,107.15
224,44.6,136.63,47.2,388,600,east,104.4
225,44.8,132.59,42.46,420,552,south,104.08
226,45,131.33,33.56,368,540,south,108.99
227,45.2,131.41,26.64,336,384,s ext,113.9
228,45.4,130.79,22.43,288,288,s ext,116.52
229,45.6,127.42,20.74,296,280,s ext,115.52
230,45.8,124.01,20.7,320,304,s ext,113.34
231,46,119.87,23.3,344,312,s ext,108.7
232,46.2,115,29.18,392,432,south,101.06
233,46.4,110.12,35.47,472,480,south,93.1
234,46.6,105.93,42.14,560,552,south,85.29
235,46.8,102.45,50.03,608,704,south,77.03
236,47,100.36,59.12,624,712,south,68.97
237,47.2,98.96,69.35,600,760,south,61.02
238,47.4,97.55,77.85,584,696,south,54.81
239,47.6,96.81,88.24,560,768,south,48.76
240,47.8,98.15,97.83,560,752,south,46.48
241,48,101.61,106.75,564,724,east,48.17
242,48.2,105.16,116.46,544,756,north,51.48
243,48.4,109.6,126.52,500,716,north,57.25
244,48.6,114.26,136.37,504,732,north,64.29
245,48.8,117.73,147.38,432,680,north,71.7
246,49,119.9,158.77,388,604,north,79.2
247,49.2,122.17,169.13,392,564,north,86.84
248,49.4,124.71,180.98,376,560,north,96.18
249,49.6,127.4,192.64,280,520,n ext,106.05
250,49.8,130.22,204.05,212,412,n ext,116.2
251,50,131.65,209.5,76,184,n ext,121.2
252,50.2,-,-,-,-,-,-
253,50.4,-,-,-,-,-,-
254,50.6,-,-,-,-,-,-
255,50.8,-,-,-,-,-,-
256,51,-,-,-,-,-,-
257,51.2,-,-,-,-,-,-
258,51.4,-,-,-,-,-,-
259,51.6,-,-,-,-,-,-
260,51.8,-,-,-,-,-,-
261,52,-,-,-,-,-,-
262,52.2,-,-,-,-,-,-
263,52.4,-,-,-,-,-,-
264,52.6,-,-,-,-,-,-
265,52.8,-,-,-,-,-,-
266,53,72.18,200.46,60,-,n ext,83.3
267,53.2,65.86,198.81,92,152,n ext,80.03
268,53.4,59.68,196.67,152,228,n ext,76.71
269,53.6,52.76,196.12,120,232,n ext,75.31
270,53.8,47.56,193.54,120,240,n ext,72.4
271,54,40.97,190.02,104,216,n ext,68.98
272,54.2,35.96,186.02,180,260,w ext,65.47
273,54.4,29.37,182.86,128,300,w ext,63.46
274,54.6,24.89,181.42,132,228,w ext,63.22
275,54.8,-,-,-,-,-,-
276,55,-,-,-,-,-,-
277,55.2,24.01,169.86,148,-,w ext,52.6
278,55.4,23.53,163.64,240,284,w ext,47.08
279,55.6,23.12,154.65,280,416,w ext,39.32
280,55.8,22.63,144.74,320,440,west,31.22
281,56,22.83,134.62,368,448,west,23.64
282,56.2,22.08,120.97,400,592,west,17.64
283,56.4,21.93,108.93,432,576,west,17.47
284,56.6,21.53,94.88,400,608,west,23.65
285,56.8,21.73,80.67,360,616,west,33.68
286,57,21.82,68.21,404,524,west,43.98
287,57.2,21.56,53.5,376,572,w ext,57.34
288,57.4,22.16,40.78,344,512,w ext,69.06
289,57.6,23.53,28.22,336,496,w ext,80.75
290,57.8,26.75,17.45,280,464,s ext,90.52
291,58,32.35,13.02,244,444,s ext,93.92
292,58.2,39.7,9.52,240,412,s ext,96.67
293,58.4,47.25,9.09,300,388,s ext,96.89
294,58.6,56.36,9.18,328,452,s ext,97.21
295,58.8,66.96,10.41,320,496,s ext,97.55
296,59,75.71,11.35,372,492,s ext,98.6
297,59.2,84.18,10.7,360,540,s ext,101.81
298,59.4,93.18,7.6,316,508,s ext,108.06
299,59.6,100.59,5.46,272,404,s ext,113.17
300,59.8,105.03,8.42,224,440,s ext,112.68
301,60,108.67,12.96,272,384,s ext,110.66
302,60.2,114.34,17.93,316,372,s ext,109.68
303,60.4,118.48,24.41,372,432,s ext,106.97
304,60.6,122.53,32.25,364,512,south,103.7
305,60.8,125.18,39.22,436,496,south,100.64
306,61,129.18,46.54,540,608,south,98.86
307,61.2,133.9,53.58,508,688,east,98.51
308,61.4,138.02,61.56,528,628,east,97.74
309,61.6,142.33,71.25,488,680,east,97.18
310,61.8,145.42,80.56,472,624,east,96.74
311,62,148.03,90.99,496,632,east,96.6
312,62.2,149.39,101.69,496,616,platform reversal,96.21
313,62.4,150.22,113.34,468,620,east,96.46
314,62.6,150.38,124.19,416,620,east,97.18
315,62.8,149.86,135,460,604,east,98.39
316,63,149.61,147.65,360,636,east,101.39
317,63.2,150.23,159.95,368,608,north,106.46
318,63.4,151.63,171.12,368,536,north,112.77
319,63.6,154.22,184.14,324,524,n ext,121.79
320,63.8,158.79,197.78,280,476,n ext,133.31
321,64,164.17,209.59,132,340,n ext,144.81
322,64.2,164.35,210.7,84,64,n ext,145.66
323,64.4,-,-,-,-,-,-
324,64.6,-,-,-,-,-,-
325,64.8,-,-,-,-,-,-
326,65,167.89,210.68,64,-,n ext,148.39
327,65.2,169.27,208.41,80,104,n ext,148.09
328,65.4,171.24,204.44,164,204,n ext,147.29
329,65.6,173.19,200.45,224,228,n ext,146.61
330,65.8,176.67,195.25,224,336,n ext,146.68
331,66,179.72,187.7,248,368,e ext,145.38
332,66.2,183.69,180.47,276,396,e ext,145.49
333,66.4,185.13,168.77,320,444,e ext,142.02
334,66.6,185.68,156.59,312,520,e ext,138.47
335,66.8,186.3,144.35,308,484,e ext,135.97
336,67,186.27,132.86,356,456,e ext,133.87
337,67.2,185.47,121.18,352,436,e ext,131.92
338,67.4,183.7,107.38,360,512,e ext,130.02
339,67.6,181.46,94.84,352,488,e ext,128.89
340,67.8,176.38,83.95,336,488,e ext,125.79
341,68,171.12,76.76,368,456,east,122.44
342,68.2,164.5,67.56,372,548,east,119.09
343,68.4,158.36,60.83,388,520,east,116.1
344,68.6,150.44,56.85,392,556,east,110.87
345,68.8,142.78,53.86,396,580,east,105.79
346,69,134.58,53.43,484,568,east,99.16
347,69.2,126.43,53.46,480,620,south,92.47
348,69.4,118.28,53.83,548,644,south,85.8
349,69.6,110.06,55.24,588,664,south,78.65
350,69.8,100.36,56.87,616,748,south,70.58
351,70,92.64,59.52,592,696,south,63.44
352,70.2,83.39,63.16,600,728,south,54.87
353,70.4,74.74,68.1,476,716,south,45.94
354,70.6,67.46,73.93,432,636,south,37.16
355,70.8,60.86,81.49,428,652,west,27.41
356,71,55.69,90.23,432,628,west,17.34
357,71.2,51.96,99.34,412,572,west,7.5
358,71.4,48.92,105.57,424,436,west,0.79
359,71.6,48.14,109.52,464,328,platform,0
360,71.8,48.11,112.66,468,228,platform,0
361,72,48.1,114.23,440,172,platform,0
362,72.2,48.86,113.4,440,224,platform,0
363,72.4,50.37,114.1,440,304,platform,0
364,72.6,50.36,114.87,476,196,platform,0
365,72.8,48.1,113.45,400,300,platform,0
366,73,46.59,112.74,412,284,platform,0
367,73.2,45.82,112.79,496,284,platform,0
368,73.4,45.82,113.58,448,128,platform,0
