Track file,I:\Rat Navigation Data\exp nesté 1morris_0003\data\track_00014.trk,,,,,,,
Object,0,,,,,,,
Samples,154,,,,,,,
id,103,,,,,,,
trial,2,,,,,,,
date,18:03.0,yyyy-MM-dd HH:mm:ss,,,,,,
Sample no.,Time,X,Y,Area,Changed area,ZONES,Distance to zone [platform [Acquisition Zonedef]],Distance moved
1,0,87.12,7.54,240,268,s ext,105.8,-
2,0.2,89.32,5.09,220,284,s ext,108.88,3.29
3,0.4,93.13,5.69,304,268,s ext,109.78,3.86
4,0.6,96.14,6.06,312,304,s ext,110.69,3.03
5,0.8,99.9,8.26,344,288,s ext,110.37,4.36
6,1,102.13,10.24,352,256,s ext,109.68,2.98
7,1.2,102.9,13.03,384,216,s ext,107.62,2.9
8,1.4,104.38,15.79,364,212,s ext,106,3.13
9,1.6,106.56,19.36,380,264,s ext,104.15,4.18
10,1.8,108.7,21.05,340,312,s ext,103.93,2.73
11,2,110.82,21.8,328,204,s ext,104.49,2.25
12,2.2,112.23,22.57,456,264,s ext,104.67,1.6
13,2.4,114.32,24.1,464,424,south,104.66,2.6
14,2.6,115.7,26.53,412,356,south,103.57,2.79
15,2.8,116.38,29.01,452,272,south,102.07,2.57
16,3,116.37,31.55,456,284,south,100.11,2.54
17,3.2,116.36,33.23,500,380,south,98.83,1.68
18,3.4,114.97,35.06,468,264,south,96.54,2.3
19,3.6,113.58,36.85,480,300,south,94.28,2.27
20,3.8,111.5,37.84,504,248,south,92.17,2.3
21,4,107.32,38.88,504,368,south,88.7,4.3
22,4.2,102.42,39.73,544,368,south,85.01,4.98
23,4.4,98.16,39.6,564,420,south,82.65,4.26
24,4.6,92.43,39.98,568,444,south,79.15,5.74
25,4.8,87.35,40.19,596,372,south,76.32,5.08
26,5,82.18,39.37,584,420,south,74.61,5.24
27,5.2,76.95,39.18,600,408,south,72.63,5.23
28,5.4,70.87,38.62,540,412,south,71.08,6.11
29,5.6,64.57,36.05,484,488,south,71.94,6.8
30,5.8,58.98,34.33,468,360,south,72.58,5.85
31,6,54.02,31.76,464,364,south,74.52,5.58
32,6.2,46.34,27.04,396,436,s ext,78.95,9.02
33,6.4,40.9,21.92,404,336,s ext,84.22,7.47
34,6.6,37.08,17.27,360,276,s ext,89.14,6.02
